arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
"i miss her old stuff, ",i like anything she makes too!,comparison,but,mid,"i miss her old stuff, but i like anything she makes too!","I still like Just Dance, it makes me want to dance!",Statement,Statement,None,None,"('Negative', 1.0)","('Neutral', 1.0)",[],"[('Thing', 288.153564, 'Just Like Anything')]",['sport'],['sport'],['Other'],['Phatic'],None,None,[],[],[],['opinion_provide_pos_patterns_anything she makes too'],None,None,"[{'name': 'extra stuff', 'id': 2406, 'status': None, 'engaged': [], 'lexeme': 'extra stuff', 'alias': ['extra stuff'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a913d710>}, 'gkg': 'kg:/m/06bk7lc', 'granular_actor_types': {}, 'granular_entity_types': {'book by peter a. griffin': 1}, 'gkg_name': 'Extra Stuff', 'gkg_type': ['Book']}, {'name': 'a lot', 'id': 455, 'status': None, 'engaged': [], 'lexeme': 'a lot', 'alias': ['a lot', 'a lots', 'peoples'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a97959e8>}, 'gkg': 'kg:/m/0209r2', 'granular_actor_types': {}, 'granular_entity_types': {'supermarket company': 1}, 'gkg_name': 'Save-A-Lot', 'gkg_type': ['LocalBusiness', 'Thing', 'Corporation', 'Organization']}, {'name': 'music', 'id': 221, 'status': None, 'engaged': [], 'lexeme': 'music', 'alias': ['music', 'outside'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23b0903e48>}, 'gkg': 'kg:/m/0263hn8', 'granular_actor_types': {'communication': 0.5, 'region': 0.5555555555555556, 'location': 0.4444444444444444, 'object': 0.2222222222222222}, 'granular_entity_types': {'record label': 1}, 'gkg_name': 'Outside Music', 'gkg_type': ['Corporation', 'Organization', 'Thing']}]","[{'name': 'like anything', 'id': 2407, 'status': None, 'engaged': [], 'lexeme': 'like anything', 'alias': ['like anything'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6faa278>}, 'gkg': 'kg:/g/1q5jxf3s1', 'granular_actor_types': {}, 'granular_entity_types': {'song by jackson c. frank': 1}, 'gkg_name': 'Just Like Anything', 'gkg_type': ['Thing']}]",,Just Like Anything,,,[],"[('Thing', 288.153564, 'Just Like Anything')]",True,True
"oh that's true as well, it must be intentional, ",people could remember easily,contingency,so,mid,"oh that's true as well, it must be intentional, so people could remember easily",and obviously their names are both crispy and easy to pronounce and to remember?,Statement,Other,None,None,"('Positive', 1.0)","('Neutral', 1.0)",[],[],['sport'],['sport'],['Phatic'],['Psychology'],None,None,[],[],[],[],None,None,"[{'name': 'like anything', 'id': 2407, 'status': None, 'engaged': [], 'lexeme': 'like anything', 'alias': ['like anything'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6faa278>}, 'gkg': 'kg:/g/1q5jxf3s1', 'granular_actor_types': {}, 'granular_entity_types': {'song by jackson c. frank': 1}, 'gkg_name': 'Just Like Anything', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 521, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['person', 'people'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9656be0>, 'heads': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a7e7c1d0>}, 'gkg': None, 'granular_actor_types': {'person': 0.45454545454545453}, 'granular_entity_types': {}}]",,,,,[],[],True,True
"that is a fun song, ",i like something more for the club.,comparison,but,mid,"that is a fun song, but i like something more for the club.",I would say Bad Romance.,Statement,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('TVSeries', 216.599716, 'Fun Song Factory')]","[('Thing', 975.4672410000001, 'Something More'), ('Movie', 717.24851275, 'The Club')]",['entertainment'],['sport'],['Games'],['Music'],None,None,['music'],[],[],['opinion_provide_pos_patterns_something more'],None,None,"[{'name': 'fun song', 'id': 2408, 'status': None, 'engaged': [], 'lexeme': 'fun song', 'alias': ['fun song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6fb4128>}, 'gkg': 'kg:/m/0cx00z', 'granular_actor_types': {}, 'granular_entity_types': {'british tv show': 1}, 'gkg_name': 'Fun Song Factory', 'gkg_type': ['TVSeries']}, {'name': None, 'id': 521, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['person', 'people'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9656be0>, 'heads': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a7e7c1d0>}, 'gkg': None, 'granular_actor_types': {'person': 0.45454545454545453}, 'granular_entity_types': {}}]","[{'name': 'something more', 'id': 2409, 'status': None, 'engaged': [], 'lexeme': 'something more', 'alias': ['something more'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6fb4fd0>}, 'gkg': 'kg:/g/1s05sxr0n', 'granular_actor_types': {}, 'granular_entity_types': {'song by sugarland': 1}, 'gkg_name': 'Something More', 'gkg_type': ['Thing']}, {'name': 'the club', 'id': 1378, 'status': None, 'engaged': [], 'lexeme': 'the club', 'alias': ['the club'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a8097518>}, 'gkg': 'kg:/m/012r3w9m', 'granular_actor_types': {}, 'granular_entity_types': {'2015 film': 1}, 'gkg_name': 'The Club', 'gkg_type': ['Movie']}, {'name': 'fun song', 'id': 2408, 'status': None, 'engaged': [], 'lexeme': 'fun song', 'alias': ['fun song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6fb4128>}, 'gkg': 'kg:/m/0cx00z', 'granular_actor_types': {}, 'granular_entity_types': {'british tv show': 1}, 'gkg_name': 'Fun Song Factory', 'gkg_type': ['TVSeries']}]",Fun Song Factory,"The Club, Something More",,,"[('TVSeries', 216.599716, 'Fun Song Factory')]","[('Thing', 975.4672410000001, 'Something More'), ('Movie', 717.24851275, 'The Club')]",True,True
"i like the message, ",it's not very dance-y.,comparison,but,mid,"i like the message, but it's not very dance-y.",What do you think of Born this Way then?,Statement,Statement,None,None,"('Positive', 1.0)","('Negative', 1.0)","[('Movie', 884.57041925, 'The Message')]",[],['sport'],['entertainment'],['Other'],['Entertainment'],None,None,[],[],['opinion_provide_pos_patterns_message'],[],None,None,"[{'name': 'the message', 'id': 2410, 'status': None, 'engaged': [], 'lexeme': 'the message', 'alias': ['the message'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f5fba8>}, 'gkg': 'kg:/m/08tpy8', 'granular_actor_types': {'communication': 0.6}, 'granular_entity_types': {'1976 film': 1}, 'gkg_name': 'The Message', 'gkg_type': ['Movie']}, {'name': 'something more', 'id': 2409, 'status': None, 'engaged': [], 'lexeme': 'something more', 'alias': ['something more'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6fb4fd0>}, 'gkg': 'kg:/g/1s05sxr0n', 'granular_actor_types': {}, 'granular_entity_types': {'song by sugarland': 1}, 'gkg_name': 'Something More', 'gkg_type': ['Thing']}, {'name': 'the club', 'id': 1378, 'status': None, 'engaged': [], 'lexeme': 'the club', 'alias': ['the club'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a8097518>}, 'gkg': 'kg:/m/012r3w9m', 'granular_actor_types': {}, 'granular_entity_types': {'2015 film': 1}, 'gkg_name': 'The Club', 'gkg_type': ['Movie']}]","[{'name': 'the message', 'id': 2410, 'status': None, 'engaged': [], 'lexeme': 'the message', 'alias': ['the message'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f5fba8>}, 'gkg': 'kg:/m/08tpy8', 'granular_actor_types': {'communication': 0.6}, 'granular_entity_types': {'1976 film': 1}, 'gkg_name': 'The Message', 'gkg_type': ['Movie']}]",The Message,,,,"[('Movie', 884.57041925, 'The Message')]",[],True,True
i agree she is like an institution.,maybe just how she is always coming up with something new and different feels fresh.,comparison,but,begin,i agree she is like an institution. but maybe just how she is always coming up with something new and different feels fresh.,I think she is super established at this stage.,Statement,Other,None,None,"('Neutral', 1.0)","('Verypositive', 1.0)",[],"[('Movie', 964.804, 'Something New')]",['sport'],['sport'],['Politics'],['Other'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 2411, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['an institution'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6faa160>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'something new', 'id': 2397, 'status': None, 'engaged': [], 'lexeme': 'something new', 'alias': ['something new'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f94198>}, 'gkg': 'kg:/m/0b4vcg', 'granular_actor_types': {}, 'granular_entity_types': {'2006 film': 1}, 'gkg_name': 'Something New', 'gkg_type': ['Movie']}, {'name': None, 'id': 2411, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['an institution'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6faa160>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,Something New,an institution,,[],"[('Movie', 964.804, 'Something New')]",True,True
"personally, i think artpop was a flop, ",i still listened to a few of the songs from there.,comparison,but,mid,"i agree. personally, i think artpop was a flop, but i still listened to a few of the songs from there.","Well, Lady Gaga is not afraid to be herself and she knows how to sing really well.",Statement,Statement,None,None,"('Negative', 1.0)","('Positive', 1.0)",[],"[('Movie', 193.039, 'A Few Good Men'), ('Thing', 208.4973660714286, 'I Write the Songs')]",['sport'],['entertainment'],['Psychology'],['Music'],None,None,[],['music'],[],[],None,None,"[{'name': None, 'id': 2412, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['i think artpop', 'a flop'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6faa470>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'something new', 'id': 2397, 'status': None, 'engaged': [], 'lexeme': 'something new', 'alias': ['something new'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f94198>}, 'gkg': 'kg:/m/0b4vcg', 'granular_actor_types': {}, 'granular_entity_types': {'2006 film': 1}, 'gkg_name': 'Something New', 'gkg_type': ['Movie']}]","[{'name': 'a few', 'id': 1660, 'status': None, 'engaged': [], 'lexeme': 'a few', 'alias': ['a few'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a8000be0>}, 'gkg': 'kg:/m/051zy_b', 'granular_actor_types': {'people': 0.3333333333333333}, 'granular_entity_types': {'1992 film': 1}, 'gkg_name': 'A Few Good Men', 'gkg_type': ['Movie']}, {'name': 'the song', 'id': 1241, 'status': None, 'engaged': [], 'lexeme': 'the songs', 'alias': ['the song', 'the songs'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a84afcf8>}, 'gkg': 'kg:/m/0z6v8t7', 'granular_actor_types': {'communication': 0.23076923076923078}, 'granular_entity_types': {'2014 film': 1}, 'gkg_name': 'The Song', 'gkg_type': ['Movie']}, {'name': None, 'id': 2412, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['i think artpop', 'a flop'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6faa470>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,"A Few Good Men, I Write the Songs",i think artpop,,[],"[('Movie', 193.039, 'A Few Good Men'), ('Thing', 208.4973660714286, 'I Write the Songs')]",True,True
"there weren't good ones on that album, ",her other albums were amazing.,comparison,but,mid,"there weren't good ones on that album, but her other albums were amazing.","I agree. Personally, I think Artpop was a flop, but I still listened to a few of the songs from there.",Reject,yAnswer,None,None,"('Negative', 1.0)","('Positive', 1.0)","[('MusicRecording', 291.711822, 'Good Ones')]",[],['entertainment'],['entertainment'],['Other'],['Music'],None,None,[],[],[],[],None,None,"[{'name': 'good ones', 'id': 2413, 'status': None, 'engaged': [], 'lexeme': 'good ones', 'alias': ['good ones'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6faec88>}, 'gkg': 'kg:/m/0dyv5_l', 'granular_actor_types': {}, 'granular_entity_types': {'song by laura ganci': 1}, 'gkg_name': 'Good Ones', 'gkg_type': ['MusicRecording']}, {'name': None, 'id': 376, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['on', 'street fan', 'album'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9ad2518>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'a few', 'id': 1660, 'status': None, 'engaged': [], 'lexeme': 'a few', 'alias': ['a few'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a8000be0>}, 'gkg': 'kg:/m/051zy_b', 'granular_actor_types': {'people': 0.3333333333333333}, 'granular_entity_types': {'1992 film': 1}, 'gkg_name': 'A Few Good Men', 'gkg_type': ['Movie']}, {'name': 'the song', 'id': 1241, 'status': None, 'engaged': [], 'lexeme': 'the songs', 'alias': ['the song', 'the songs'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a84afcf8>}, 'gkg': 'kg:/m/0z6v8t7', 'granular_actor_types': {'communication': 0.23076923076923078}, 'granular_entity_types': {'2014 film': 1}, 'gkg_name': 'The Song', 'gkg_type': ['Movie']}]","[{'name': 'good ones', 'id': 2413, 'status': None, 'engaged': [], 'lexeme': 'good ones', 'alias': ['good ones'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6faec88>}, 'gkg': 'kg:/m/0dyv5_l', 'granular_actor_types': {}, 'granular_entity_types': {'song by laura ganci': 1}, 'gkg_name': 'Good Ones', 'gkg_type': ['MusicRecording']}, {'name': None, 'id': 376, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['on', 'street fan', 'album'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9ad2518>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",Good Ones,,on,,"[('MusicRecording', 291.711822, 'Good Ones')]",[],True,True
"i think poker face was good, ",that might just be because i like to gamble.,comparison,but,mid,"i think poker face was good, but that might just be because i like to gamble.",Born This Way was the best song she's made.,Statement,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('Thing', 931.382, 'Poker Face')]","[('Thing', 241.34425, 'to gamble')]",['sport'],['sport'],['Music'],['Other'],None,None,[],[],[],['opinion_provide_pos_patterns_to gamble'],None,None,"[{'name': 'poker face', 'id': 2123, 'status': None, 'engaged': [], 'lexeme': 'poker face', 'alias': ['poker face'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a74026d8>}, 'gkg': 'kg:/g/1s05tnzk9', 'granular_actor_types': {}, 'granular_entity_types': {'song by lady gaga': 1}, 'gkg_name': 'Poker Face', 'gkg_type': ['Thing']}]","[{'name': 'to gamble', 'id': 2414, 'status': None, 'engaged': [], 'lexeme': 'to gamble', 'alias': ['to gamble'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f5fc88>}, 'gkg': 'kg:/g/11b8c8pt8q', 'granular_actor_types': {}, 'granular_entity_types': {'song by cameron j niven': 1}, 'gkg_name': 'to gamble', 'gkg_type': ['Thing']}, {'name': 'poker face', 'id': 2123, 'status': None, 'engaged': [], 'lexeme': 'poker face', 'alias': ['poker face'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a74026d8>}, 'gkg': 'kg:/g/1s05tnzk9', 'granular_actor_types': {}, 'granular_entity_types': {'song by lady gaga': 1}, 'gkg_name': 'Poker Face', 'gkg_type': ['Thing']}]",Poker Face,to gamble,,,"[('Thing', 931.382, 'Poker Face')]","[('Thing', 241.34425, 'to gamble')]",True,True
"she might, ",she hasn't promoted it.,comparison,but,mid,"i'm not sure! she might, but she hasn't promoted it.",True. Does she have new music coming out?,Statement,Statement,None,None,"('Neutral', 1.0)","('Negative', 1.0)","[('Thing', 251.49599999999998, 'She Might')]",[],['entertainment'],['entertainment'],['Other'],['Politics'],None,None,[],[],[],[],None,None,"[{'name': 'might', 'id': 2415, 'status': None, 'engaged': [], 'lexeme': 'might', 'alias': ['might'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f4a978>}, 'gkg': 'kg:/g/11bv62j236', 'granular_actor_types': {}, 'granular_entity_types': {'song by greg pope': 1}, 'gkg_name': 'She Might', 'gkg_type': ['Thing']}, {'name': 'to gamble', 'id': 2414, 'status': None, 'engaged': [], 'lexeme': 'to gamble', 'alias': ['to gamble'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f5fc88>}, 'gkg': 'kg:/g/11b8c8pt8q', 'granular_actor_types': {}, 'granular_entity_types': {'song by cameron j niven': 1}, 'gkg_name': 'to gamble', 'gkg_type': ['Thing']}]","[{'name': 'might', 'id': 2415, 'status': None, 'engaged': [], 'lexeme': 'might', 'alias': ['might'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f4a978>}, 'gkg': 'kg:/g/11bv62j236', 'granular_actor_types': {}, 'granular_entity_types': {'song by greg pope': 1}, 'gkg_name': 'She Might', 'gkg_type': ['Thing']}]",She Might,,,,"[('Thing', 251.49599999999998, 'She Might')]",[],True,True
i admit her pop songs are better than the stuff on the radio now ,not as good as her covers of the classic american song book.,comparison,but,mid,i admit her pop songs are better than the stuff on the radio now but not as good as her covers of the classic american song book.,I don't like those songs. I like her Pop Songs.,Clarify,Clarify,None,None,"('Neutral', 1.0)","('Negative', 1.0)","[('MusicAlbum', 306.399444, 'Pop Songs'), ('Movie', 714.336, 'The Stuff'), ('Thing', 727.6425, 'On The Radio')]","[('Book', 208.97634449999998, 'Covers of Gold'), ('Book', 470.89563000000004, 'The All-American Song Book')]",['entertainment'],['entertainment'],['Music'],['Literature'],None,None,['music'],"['books', 'music']",[],[],None,None,"[{'name': 'pop songs', 'id': 2416, 'status': None, 'engaged': [], 'lexeme': 'pop songs', 'alias': ['pop songs'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f6bf60>}, 'gkg': 'kg:/m/01j8h_l', 'granular_actor_types': {}, 'granular_entity_types': {'album by iggy pop': 1}, 'gkg_name': 'Pop Songs', 'gkg_type': ['MusicAlbum']}, {'name': 'the stuff', 'id': 1059, 'status': None, 'engaged': [], 'lexeme': 'the stuff', 'alias': ['the stuff'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a98460f0>}, 'gkg': 'kg:/m/0765dp', 'granular_actor_types': {}, 'granular_entity_types': {'1985 film': 1}, 'gkg_name': 'The Stuff', 'gkg_type': ['Movie']}, {'name': 'on the radio', 'id': 2353, 'status': None, 'engaged': [], 'lexeme': 'on the radio', 'alias': ['on the radio'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a96d0160>}, 'gkg': 'kg:/g/11c37zhlz8', 'granular_actor_types': {}, 'granular_entity_types': {'song by donna summer': 1}, 'gkg_name': 'On The Radio', 'gkg_type': ['Thing']}]","[{'name': 'covers of', 'id': 2417, 'status': None, 'engaged': [], 'lexeme': 'covers of', 'alias': ['covers of'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f49940>}, 'gkg': 'kg:/m/06jnnmy', 'granular_actor_types': {}, 'granular_entity_types': {'book by marion short': 1}, 'gkg_name': 'Covers of Gold', 'gkg_type': ['Book']}, {'name': 'american song book', 'id': 2418, 'status': None, 'engaged': [], 'lexeme': 'american song book', 'alias': ['american song book'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f316d8>}, 'gkg': 'kg:/m/06m55r7', 'granular_actor_types': {}, 'granular_entity_types': {'book by creative concepts publishing': 1}, 'gkg_name': 'The All-American Song Book', 'gkg_type': ['Book']}, {'name': 'pop songs', 'id': 2416, 'status': None, 'engaged': [], 'lexeme': 'pop songs', 'alias': ['pop songs'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f6bf60>}, 'gkg': 'kg:/m/01j8h_l', 'granular_actor_types': {}, 'granular_entity_types': {'album by iggy pop': 1}, 'gkg_name': 'Pop Songs', 'gkg_type': ['MusicAlbum']}, {'name': 'the stuff', 'id': 1059, 'status': None, 'engaged': [], 'lexeme': 'the stuff', 'alias': ['the stuff'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a98460f0>}, 'gkg': 'kg:/m/0765dp', 'granular_actor_types': {}, 'granular_entity_types': {'1985 film': 1}, 'gkg_name': 'The Stuff', 'gkg_type': ['Movie']}, {'name': 'on the radio', 'id': 2353, 'status': None, 'engaged': [], 'lexeme': 'on the radio', 'alias': ['on the radio'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a96d0160>}, 'gkg': 'kg:/g/11c37zhlz8', 'granular_actor_types': {}, 'granular_entity_types': {'song by donna summer': 1}, 'gkg_name': 'On The Radio', 'gkg_type': ['Thing']}]","Pop Songs, The Stuff, On The Radio","Covers of Gold, The All-American Song Book",,,"[('MusicAlbum', 306.399444, 'Pop Songs'), ('Movie', 714.336, 'The Stuff'), ('Thing', 727.6425, 'On The Radio')]","[('Book', 208.97634449999998, 'Covers of Gold'), ('Book', 470.89563000000004, 'The All-American Song Book')]",True,True
"see, i thought she was a wannabe madonna ",i heard her jazz songs.,temporal,before,mid,"see, i thought she was a wannabe madonna before i heard her jazz songs.",I think that Poker Face is one of the best pop songs since Madonna.,Statement,yAnswer,None,None,"('Negative', 1.0)","('Neutral', 1.0)",[],[],['entertainment'],['entertainment'],['Music'],['Music'],None,None,[],['music'],[],[],None,None,"[{'name': None, 'id': 2419, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a wannabe madonna'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f49fd0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'covers of', 'id': 2417, 'status': None, 'engaged': [], 'lexeme': 'covers of', 'alias': ['covers of'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f49940>}, 'gkg': 'kg:/m/06jnnmy', 'granular_actor_types': {}, 'granular_entity_types': {'book by marion short': 1}, 'gkg_name': 'Covers of Gold', 'gkg_type': ['Book']}, {'name': 'american song book', 'id': 2418, 'status': None, 'engaged': [], 'lexeme': 'american song book', 'alias': ['american song book'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f316d8>}, 'gkg': 'kg:/m/06m55r7', 'granular_actor_types': {}, 'granular_entity_types': {'book by creative concepts publishing': 1}, 'gkg_name': 'The All-American Song Book', 'gkg_type': ['Book']}]","[{'name': None, 'id': 2419, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a wannabe madonna'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a6f49fd0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,a wannabe madonna,,[],[],True,True
