arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"i can't remember his name, ",he is from another country.,comparison,but,mid,"i can't remember his name, but he is from another country.",Yeah some guy that sounds just like him though.
"me too, ",the guy is good.,comparison,but,mid,"me too, but the guy is good.",I like them better with the original band.
"yeah can't say i'm a huge fan, ",summer of 69 is such a nostalgic sort of tune.,comparison,but,mid,"yeah can't say i'm a huge fan, but summer of 69 is such a nostalgic sort of tune.",I'm more indifferent than anything.
can't help ,agree with you there!,comparison,but,mid,can't help but agree with you there!,Mariah Carrey is overrated.
"personally i want to hear silence, ",you do you.,comparison,but,mid,"personally i want to hear silence, but you do you.","Yeah, I'm ready to hear Ariana's sick whistle notes."
"i agree, ",they do have rock songs.,comparison,although,mid,"i agree, although they do have rock songs.",It is more heavy metal than rock.
i like that one ,wasn't that the third album they released?,comparison,but,mid,i like that one but wasn't that the third album they released?,Their album Master of Muppets is my favorite.
"not only the album, ",the song smash specifically.,comparison,but,mid,"me too! not only the album, but the song smash specifically.",I love Smash.
"Aside from Pearl Jam and STP, I didn't really follow any of those bands.",there were a lot of a good bands around that time.,comparison,but,begin,but there were a lot of a good bands around that time.,"Not really.  Aside from Pearl Jam and STP, I didn't really follow any of those bands."
"i used to love nirvana, ",really like the foo fighters too.,comparison,but,mid,"i used to love nirvana, but really like the foo fighters too.",Weird to think that the Foo Fighters wouldn't exist if Kurt Cobain didn't kill himself.
"most people like ""sweet home alabama"", ","i like ""freebird"" the best.",comparison,but,mid,"most people like ""sweet home alabama"", but i like ""freebird"" the best.",Skynyrd is a most awesome group.  What is your favorite song by them?
"no, right now they're just touring.",its a start!,comparison,but,begin,"no, right now they're just touring. but its a start! maybe they'll write new music soon.",Oh yeah? Are they writing new material?
"i've never liked axl rose, ",they had some pretty good songs.,comparison,but,mid,"i've never liked axl rose, but they had some pretty good songs. i like slash though.","No, right now they're just touring. But its a start! Maybe they'll write new music soon."
"they dressed weird, ",they had some great songs.,comparison,but,mid,"they dressed weird, but they had some great songs.","Not much, they were kind of strange."
that's what i heard ,they made bucks!,comparison,but,mid,that's what i heard but they made bucks!,Love Gun. They made more money on their costume and get ups than anything.
"i listen to the radio in the car sometimes, ","i got a new car cd player for christmas, so now i've been listening to a lot of cds while i drive.",comparison,but,mid,"i listen to the radio in the car sometimes, but i got a new car cd player for christmas, so now i've been listening to a lot of cds while i drive.","OH, I really like Imagine Dragons. I was listening to a song on the radio the other day, Demons, and I loved the way they sang that song."
"i have many that i love, ",my favorite is probably queen.,comparison,but,mid,"i have many that i love, but my favorite is probably queen.",Who is your favorite 80's rock band?
"i like adam lambert's voice as well, ",nothing can compare to freddie mercury's voice.,comparison,but,mid,"i like adam lambert's voice as well, but nothing can compare to freddie mercury's voice.",I loved his voice too and he was so talented. Adam Lambert has been touring with Queen recently as the lead singer.
"i feel the same way, ",it was a good teaser for their upcoming albu.,comparison,but,mid,"i feel the same way, but it was a good teaser for their upcoming albu.",It was okay. I am not sure that I liked it as much as their last album.
it was about being sad ,it was raining outside or something.,contingency,because,mid,it was about being sad because it was raining outside or something.,What about the 90s?
i mean i agree somewhat ,i think they are still good without him.,comparison,but,mid,i mean i agree somewhat but i think they are still good without him.,"Dude, He has an iconic voice and he was the face of the band when he was lead singer."
i don't know much ,the ones on the radio from years ago,comparison,but,mid,i don't know much but the ones on the radio from years ago,Their song India Ink from their last album that came out was one of my favorites. They just put out a new album Called Mosaic
"yeah, the who is pretty great, ",i don't know if i'd say they're the greatest.,comparison,but,mid,"oh, haha.  yeah, the who is pretty great, but i don't know if i'd say they're the greatest.",Is that a question or statement?
"there are a lot of contenders, ",my vote goes with led zeppelin.,comparison,but,mid,"there are a lot of contenders, but my vote goes with led zeppelin.","Oh, haha.  Yeah, the Who is pretty great, but I don't know if I'd say they're the greatest."
"they dressed weird, of course, ",they had some pretty heavy rock music.,comparison,but,mid,"not really, hair metal was fun to listen to. they dressed weird, of course, but they had some pretty heavy rock music.","Yeah, shame Def Leppard got lumped into the hair metal genre."
"girls, girls, girls was great, ",power ballads like home sweet home and without you really hit close to home.,comparison,but,mid,"girls, girls, girls was great, but power ballads like home sweet home and without you really hit close to home.","I honestly did like Motley Crue, they were a guilty pleasure."
"yeah, for onky being an entity for a few years, well with ian curtis.",", yeah, i spent all weekend listening to their other songs, and they are fantastic!",comparison,but,begin,"yeah, for onky being an entity for a few years, well with ian curtis. but, yeah, i spent all weekend listening to their other songs, and they are fantastic!",But they have a surprisingly deep discography
"i mean, i know he was only a portion of the band, ",as the lead singer he obviousky becomes the main i,comparison,but,mid,"yeah, but it is also awe-inspiring the effect he created in the music world. i mean, i know he was only a portion of the band, but as the lead singer he obviousky becomes the main i","Yeah, it's too sad that Ian died"
"sorry to have to be the one to tell you this, ",austin carlisle has officially left the band.,comparison,but,mid,"me too. sorry to have to be the one to tell you this, but austin carlisle has officially left the band.","Like them, no. I absolutely LOVE them."
"yeah, so many like the hits like sex on fire, ",their other music is better.,comparison,but,mid,"yeah, so many like the hits like sex on fire, but their other music is better.","Yes, I saw them live once. It introduced me to so many of their songs I had never heard befoer like Arizona."
i can't pick just one song ,i like to play the entire master of puppets album from start to finish.,comparison,but,mid,i can't pick just one song but i like to play the entire master of puppets album from start to finish.,What is your favorite song?
did you know that dave mustaine wrote that ,"he was kicked out of the band, then used it in his new band megadeth as ""the mechanix""",temporal,before,mid,"did you know that dave mustaine wrote that before he was kicked out of the band, then used it in his new band megadeth as ""the mechanix""","My favorite song is ""The Four Horsemen"""
"you find metallica playing ""the mechanix"" in the early 80's on youtube ",dave mustaine left the band.,temporal,before,mid,"you find metallica playing ""the mechanix"" in the early 80's on youtube before dave mustaine left the band.","I like ""The Four Horsemen"" better. The added melodic solo at the end gives it a new flair."
"those are also good, ",they used to be so much more intense.,comparison,but,mid,"those are also good, but they used to be so much more intense.",I'm more into the radio singles and stuff.
it's tough ,"you must decide, mine is rocket to russia.",comparison,but,mid,"it's tough but you must decide, mine is rocket to russia.","Wow that's a hard one, first three were all so good."
"definitely agree, my other half ",would probably choose leave home.,expansion,for example,mid,"definitely agree, my other half for example would probably choose leave home.","Also a great choice, you really can't go wrong with any of their early stuff."
"ha interesting that we would all three have different choices, ",i think it just goes to show how tough a choice it is.,comparison,but,mid,"ha interesting that we would all three have different choices, but i think it just goes to show how tough a choice it is.","Definitely agree, my other half for example would probably choose Leave Home."
yeah no one had ever been quite like them ,", took awhile to grow on people.",temporal,before,mid,"yeah no one had ever been quite like them before, took awhile to grow on people.",Absolutely and to think critics of the time were so confused by them.
"the lead singer died from a drug overdose, ",they had to hold a audition to replace him.,contingency,so,mid,"yes, sort of.  the lead singer died from a drug overdose, so they had to hold a audition to replace him.","Oh, did they succeed in that?"
"completely agree, ",what do you do?,comparison,but,mid,"completely agree, but what do you do?",That's a shame.  Would be better than most music these days.
"he did, ",what about the rest of the sound garden compared to the rolling stones?,comparison,but,mid,"he did, but what about the rest of the sound garden compared to the rolling stones?",Hear me out.  Chris Cornell had a much better voice than Mick Jagger.
"well, listen to a song like ""burden in my hand"" ",you will see soundgarden's members were talented in all different areas.,expansion,and,mid,"well, listen to a song like ""burden in my hand"" and you will see soundgarden's members were talented in all different areas.","He did, but what about the rest of the Sound Garden compared to The Rolling Stones?"
"yep, they even toured more recently, ",with a new lead singer.,comparison,but,mid,"yep, they even toured more recently, but with a new lead singer. he's really good though!","Yes, weren't they popular in the 80's and 90's?"
"i like all rock music equally, ",i will agree that lacey has an amazing voice.,comparison,although,mid,"i like all rock music equally, although i will agree that lacey has an amazing voice.",I prefer them with female singers. Women like Lacey from Flyleaf Rock!
i would love to go to one of his concerts ,the price....maybe one day.,comparison,but,mid,i would love to go to one of his concerts but the price....maybe one day. who is your favorite rock band?,"Rob Zombie is so cool, I bet he would be great live at a concert especially with all the special effects hes known for."
yeah it's not their greatest ,it's good to see them still making music.,comparison,but,mid,yeah it's not their greatest but it's good to see them still making music.,Oh wow did it really?
they probably will ,everytime an old band tours to support a new album it's boring.,comparison,but,mid,they probably will but everytime an old band tours to support a new album it's boring.,I wonder if they'll tour to support the album.
"that one is good, ","i like ""is this love""",comparison,but,mid,"that one is good, but i like ""is this love""","I love their song ""Here I go AGain""."
yeah the synth era was pretty different from the early stuff - i like guitar-based music in general ,i agree with you,contingency,so,mid,yeah the synth era was pretty different from the early stuff - i like guitar-based music in general so i agree with you,"Yeah me too. 2112 is a classic. Never felt the synth era though, around Signals."
i wasn't expecting much ,they were really good.,comparison,but,mid,it was pretty great actually.  i wasn't expecting much but they were really good.,How was it?
i know who juliana hatfield is ,i forgot who paul westerbeg was.,comparison,but,mid,i know who juliana hatfield is but i forgot who paul westerbeg was.,It's actually a collaboration between Paul Westerberg and Juliana Hatfield.
i really used to like his music ,haven't heard any of his in several years.,comparison,but,mid,"oh okay, i remember him. i really used to like his music but haven't heard any of his in several years.","He was the lead singer and guitarist for The Replacements, then he made a few solo albums after that."
"i would probably choose ac/dc because i had a chance to see them in concert, ",something came up and i couldn't go.,comparison,but,mid,"i would probably choose ac/dc because i had a chance to see them in concert, but something came up and i couldn't go.",What about a band still playing?
i would probably choose ac/dc ,"i had a chance to see them in concert, but something came up and i couldn't go.",contingency,because,mid,"i would probably choose ac/dc because i had a chance to see them in concert, but something came up and i couldn't go.",What about a band still playing?
i am too ,it's also bittersweet knowing that there's only two left from the original lineup.,comparison,but,mid,i am too but it's also bittersweet knowing that there's only two left from the original lineup.,I'm glad to see Third Eye Blind still going strong.
that's always disheartening ,new blood can bring new flavors to the music.,comparison,but,mid,that's always disheartening but new blood can bring new flavors to the music.,I am too but it's also bittersweet knowing that there's only two left from the original lineup.
i guess so ,kevin cadogan and stephen jenkins were magic together.,comparison,but,mid,i guess so but kevin cadogan and stephen jenkins were magic together.,That's always disheartening but new blood can bring new flavors to the music.
"that's true, ",i'm really more into alternative stuff.,comparison,but,mid,"that's true, but i'm really more into alternative stuff.",Well you do hear Coldplay and Imagine Dragons sometimes.
"i really liked the last fleet foxes album, ",i don't hear that on the radio.,comparison,but,mid,"i really liked the last fleet foxes album, but i don't hear that on the radio.",You mean like Pearl Jam or Kaiser Chiefs?
pretty much.,there are good rock bands on the radio.,comparison,but,begin,pretty much. but there are good rock bands on the radio.,That's true. I guess you have to be on a big label.
"i know, ",not as long as the rolling stones,comparison,but,mid,"i know, but not as long as the rolling stones",Aerosmith has been around forever.
"i respect what they have done, ",i was never a big fan.,comparison,but,mid,"i respect what they have done, but i was never a big fan.",Do you like the Stones?
"yes, he's good and he has a lot of charisma.",", in terms of charisma, nobody can top mick jagger and the rolling stones",comparison,but,begin,"yes, he's good and he has a lot of charisma. but, in terms of charisma, nobody can top mick jagger and the rolling stones",I love that song. I love however how Adam Lambert sings it today with Queen.
there are so many ,"some of my favorites are imagine dragon, u2 and red hot chili peppers.",comparison,but,mid,"there are so many but some of my favorites are imagine dragon, u2 and red hot chili peppers. i think both eras have a lot of spectacuiar groups.",Who are your favorites from this decade?
they were kind of the first grunge act ,they had first rites to it.,contingency,so,mid,they were kind of the first grunge act so they had first rites to it.,No joke.  I don't know why they were so popular.
i think they were only as popular just ,kurt cobain committed suicide.,contingency,because,mid,i think they were only as popular just because kurt cobain committed suicide.,Me too.
"i know, her band no doubt and her ex-husband gavin rossdale's band bush were both alternative rock bands, ",they seemed like a perfect couple.,contingency,so,mid,"i know, her band no doubt and her ex-husband gavin rossdale's band bush were both alternative rock bands, so they seemed like a perfect couple.","I don't know, I always thought they were a weird couple- she's an alternative rock star and he's a country star."
"it just seems like they would have had a lot more in common, her ","gavin both been rock stars, like they would have enjoyed listening to the same music.",expansion,and,mid,"it just seems like they would have had a lot more in common, her and gavin both been rock stars, like they would have enjoyed listening to the same music.","I know, her band No Doubt and her ex-husband Gavin Rossdale's band Bush were both alternative rock bands, so they seemed like a perfect couple."
he didn't shred all that much ,the songs were good.,comparison,but,mid,"hm, yeah i'd say so. he didn't shred all that much but the songs were good.",Yeah. I was just reading a Spin article where Kurt Cobain was placed as one of the top 100 guitarists of all time.
"their lead singer went crazy and they stopped making music, ",they had some good tunes.,comparison,but,mid,"their lead singer went crazy and they stopped making music, but they had some good tunes.",Probably because it's just not cool to like Creed anymore.
"not a bad choice, ",i'm a pearl jam person myself.,comparison,but,mid,"not a bad choice, but i'm a pearl jam person myself.",I would have to say Nirvana.
"could never get into pearl jam, i mean they are okay, ",i liked nirvana's more agressive style.,comparison,but,mid,"could never get into pearl jam, i mean they are okay, but i liked nirvana's more agressive style.","Not a bad choice, but I'm a Pearl Jam person myself."
"you know it's funny i'm partial toward punk and nirvana was certainly closer to punk than pearl jam, ",eddie vedder seals it for me.,comparison,but,mid,"you know it's funny i'm partial toward punk and nirvana was certainly closer to punk than pearl jam, but eddie vedder seals it for me.","Could never get into Pearl Jam, I mean they are okay, but I liked Nirvana's more agressive style."
"i suppose so, ","not sure how anyone could feel he deserves more recognition, he gets a pretty large amount as is.",comparison,but,mid,"i suppose so, but not sure how anyone could feel he deserves more recognition, he gets a pretty large amount as is.",I guess it depends on your definition of highly regarded.
yes it is ,his music lives on forever.,comparison,but,mid,yes it is but his music lives on forever.,Too bad he died so young.
