arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"yeah i agree that they may have better graphics, ",i like harrison ford.,comparison,but,mid,"yeah i agree that they may have better graphics, but i like harrison ford.",Really? Over the new ones like The Phantom Menace and Attack of the Clones?
"well, no, i guess not.",how can you not like it?,comparison,but,begin,"well, no, i guess not. but how can you not like it?",Just because a large amount of people love it means I have to love it too?
"it is kind of sad, ",it has a really happy ending.,comparison,but,mid,"it is kind of sad, but it has a really happy ending.",I heard that movie is really sad though.
"yes it did have some controversy, ",it turned out to not be true.,comparison,but,mid,"yes it did have some controversy, but it turned out to not be true.",Isn't this the movie that had a lot of controversy?
"yeah, i know both of them actually, ",not their movies!,comparison,but,mid,"yeah, i know both of them actually, but not their movies! what did they make?",You might have heard of the Duplass Brothers. Mark Duplass was on the television show The League and Jay Duplass is on Transparent.
"cyrus is probably my favorite, ","the puffy chair, their first feature length is my second favorite and probably the most emblematic of mumblecore.",comparison,but,mid,"cyrus is probably my favorite, but the puffy chair, their first feature length is my second favorite and probably the most emblematic of mumblecore.","Wow, that is a lot of stuff. Which is your favorite?"
"the characters have a script, ",there's a bit of improv.,comparison,but,mid,"well there are other elements to it. the characters have a script, but there's a bit of improv.",Why not just call it lo-fi?
"well, it is an old one, ",what about billy madison?,comparison,but,mid,"well, it is an old one, but what about billy madison?",I agree with that. What other movies do you suggest?
is it just ,samuel l. jackson's awesome?,contingency,because,mid,is it just because samuel l. jackson's awesome?,"Dude, you have to check it out."
"no... i mean yeah, ",mainly it's just fun watching the two of them act off each other.,comparison,but,mid,"no... i mean yeah, but mainly it's just fun watching the two of them act off each other.",Is it just because Samuel L. Jackson's awesome?
"i know, ",it did make more sense that he took him down.,comparison,but,mid,"i know, but it did make more sense that he took him down.",I was so confused at the end when you find out John took the shot.
i do not mind reading subtitles ,watching a movie dubbed in a different language is annoying.,comparison,but,mid,i do not mind reading subtitles but watching a movie dubbed in a different language is annoying.,"Do you mind reading subtitles when you watch a foreign language film, or would you prefer it is dubbed into your own language?"
they are older jets ,the flying is good,comparison,but,mid,i think you will like it.  they are older jets but the flying is good,I might just do that
i'm not sure ,i never saw the old one.,contingency,because,mid,i'm not sure because i never saw the old one. do you know of anything else he starred in?,Oh yeah! I know who you mean. Didn't he star in the movie Les Miserables too?
i didn't remember that ,i think you're right.,comparison,but,mid,i didn't remember that but i think you're right. there was also that one about a wolf.,I liked it too. He also played Qui-Gon Jinn in Star Wars Episode I.
it was about an old castle whose owner was needing to generate some money ,he claimed that it was haunted and sold tickets for people to come and visit.,contingency,so,mid,it was about an old castle whose owner was needing to generate some money so he claimed that it was haunted and sold tickets for people to come and visit.,What was it about?
"i would guess not, ",i am not sure at all.,comparison,but,mid,"i would guess not, but i am not sure at all.",Do you know if that is getting released in theaters?
i did not like snowpiercer that much ,the host was great.,comparison,but,mid,i did not like snowpiercer that much but the host was great.,"I have only seen The Host and Snowpiercer, I thought both were good."
it is a great film though.,", part 1 is better",comparison,but,begin,"it is a great film though. but, part 1 is better",I agree. I think it is overrated.
"she shouldn't have done it, ",emily wasn't always so nice to her so and miranda might've fired her otherwise.,comparison,but,mid,"she shouldn't have done it, but emily wasn't always so nice to her so and miranda might've fired her otherwise.",What did you think when Andy took the trip to Paris instead of Emily?
"she did it to save herself, ",that was wrong.,comparison,but,mid,"that was messed up. she did it to save herself, but that was wrong.",I felt bad for Nigel when Miranda appointed Jaqueline to his position instead of him.
"yeah he is pretty spry for a hefty fellow, ",chris had better slapstick.,comparison,but,mid,"yeah he is pretty spry for a hefty fellow, but chris had better slapstick.",I think Kevin James is as close to a stand in that we can get.
"that's the one, i know it wasn't as energetic as most of his falls ",that one just makes me laugh more.,comparison,but,mid,"that's the one, i know it wasn't as energetic as most of his falls but that one just makes me laugh more.","Oh yeah, when he just passed out and dropped to the floor through a table."
"i know what you mean, ","there is no better scene than ""fat guy in a little coat.""",comparison,but,mid,"i know what you mean, but there is no better scene than ""fat guy in a little coat.""","That's the one, I know it wasn't as energetic as most of his falls but that one just makes me laugh more."
"i laugh every time at the final fight scene when he's trying to defuse the bomb, ",he takes about the phone instead.,comparison,but,mid,"i laugh every time at the final fight scene when he's trying to defuse the bomb, but he takes about the phone instead.","Yeah like 20 times, how could you not?"
i didn't cry ,a friend of mine did.,comparison,but,mid,i didn't cry but a friend of mine did.  it is really emotional.,Was it a tearjerker or what?
it probably is ,i'm not sure.,comparison,but,mid,it probably is but i'm not sure.  let me know if you find it and i'll watch it with you!,Is it available to rent on DVD yet?
holly is a writer of pulp novels and is out of work ,"goes to get a job in vienna, austria from his friend harry lime.",expansion,and,mid,"it's about an american who travels abroad named holly martins. holly is a writer of pulp novels and is out of work and goes to get a job in vienna, austria from his friend harry lime.","Okay, so what's this movie, The Third Man, about?"
"i am not sure, ",i do know that all of the books were written by j.k rowling.,comparison,but,mid,"i am not sure, but i do know that all of the books were written by j.k rowling.","Who directed that one, was it the same as the other movies?"
there are so many good ones ,i would have to say hot tub time machine is my favorite.,comparison,but,mid,there are so many good ones but i would have to say hot tub time machine is my favorite.,What is the funniest movie you have ever seen?
he's a frustrated hockey player who sucks ,", turns to golf.",comparison,but,mid,"he's a frustrated hockey player who sucks but, turns to golf.",What do you mean by that?
"i wouldn't go that far, ",he played him extremely well.,comparison,but,mid,"i wouldn't go that far, but he played him extremely well.",I loved him in that movie. He played Captian Kirk better than anyone.
"almost everything is cgi now, ",it is great when you can't tell the difference.,comparison,but,mid,"me too. almost everything is cgi now, but it is great when you can't tell the difference.",I love when movies do that!
"i heard that too, ",i don't know why.,comparison,but,mid,"i heard that too, but i don't know why.","I heard that most CGI that is hard to tell the difference is smoke, cars, and dirt exploding."
i guess it is ,it is predictable.,contingency,because,mid,i guess it is because it is predictable. smoke has a distinct path it will travel.,"I heard that too, but I don't know why."
i guess i can see a resemblance ,they have the same facial shape and hair color.,contingency,because,mid,i guess i can see a resemblance because they have the same facial shape and hair color. do you like either actor?,My daughter thinks that Kurt Russell and Patrick Swayze look alike. Do you?
i think i like ghost best ,i really like whoopie goldberg and demi moore as well as patrick swayze.,contingency,because,mid,i think i like ghost best because i really like whoopie goldberg and demi moore as well as patrick swayze.,I think that for Patrick Swayze it's a tie between Dirty Dancing and Ghost. Which of those do you like better?
i think ghost was a funny movie ,also very touching.,comparison,but,mid,i think ghost was a funny movie but also very touching. dirty dancing was more serious.,I think I like Ghost best because I really like Whoopie Goldberg and Demi Moore as well as Patrick Swayze.
"yes, he eventually falls in love with her and tells her ",she stays with him anyway.,comparison,but,mid,"yes, he eventually falls in love with her and tells her but she stays with him anyway.",Does she ever figure out that she isn't really his wife?
"i didn't like it as much as harry potter, ",it was a pretty good movie,comparison,but,mid,"i watched it. i didn't like it as much as harry potter, but it was a pretty good movie",Yeah! Did you like it?
there are a couple ,i would have to day that fools gold is one of my favorite.,comparison,but,mid,there are a couple but i would have to day that fools gold is one of my favorite.,What is the most romantic movie you have ever seen?
"unfortunately, it's been a little while since i've been to the theaters, ",i did watch batman vs. superman recently.,comparison,but,mid,"unfortunately, it's been a little while since i've been to the theaters, but i did watch batman vs. superman recently.","Yeah, definitely. How about you, have you seen any good movies lately?"
"i've liked all the recent batman movies, ",it's a little hard for me to believe that batman could realistically take on superman.,comparison,but,mid,"it was great. i've liked all the recent batman movies, but it's a little hard for me to believe that batman could realistically take on superman.","Oh cool, another comic book related movie. How was it?"
"well yeah, ",batman has all the cool gadgets and he's incredibly smart.,comparison,but,mid,"well yeah, but batman has all the cool gadgets and he's incredibly smart.","It was great. I've liked all the recent batman movies, but it's a little hard for me to believe that Batman could realistically take on Superman."
"i think i've seen an ad or two for it, ",i don't know much about it.,comparison,but,mid,"i think i've seen an ad or two for it, but i don't know much about it.","True, but I'd still rather have super powers. One movie I really want to see is Baby Driver."
"i don't really know a ton about it either, ",it looks like a lot of fun.,comparison,but,mid,"i don't really know a ton about it either, but it looks like a lot of fun. it looks like it's got a good mix of action and comedy.","I think I've seen an ad or two for it, but I don't know much about it."
"this might sound random, ",do you know if they're coming out with another star wars movie?,comparison,but,mid,"this might sound random, but do you know if they're coming out with another star wars movie?","Yeah, Jamie Foxx seems like he's going to be hilarious in that movie. I definitely want to see it."
"i saw the original 6 movies and i recently watched the force awakens, ",i haven't seen rogue one.,comparison,but,mid,"i saw the original 6 movies and i recently watched the force awakens, but i haven't seen rogue one.",I think they are. I think there's going to be another trilogy.
"i've seen the first 6 star wars movie as well, ",i haven't seen either of the latest two.,comparison,but,mid,"i've seen the first 6 star wars movie as well, but i haven't seen either of the latest two. i want to though.","I saw the original 6 movies and I recently watched The Force Awakens, but I haven't seen Rogue One."
"it shows the weird feeling of being an adult on the outside, ",not so much on the inside.,comparison,but,mid,"it shows the weird feeling of being an adult on the outside, but not so much on the inside.",Why do you think that?
that film was funny ,also left you really thinking.,comparison,but,mid,that film was funny but also left you really thinking.,It was forty two.
"yeah, i saw it in theaters ","it is so good, i'd love to see it again!",comparison,but,mid,"yeah, i saw it in theaters but it is so good, i'd love to see it again!",You have been wanting to see deadpool haven't you?
"yea, the video was edited fine, ",most of it is what you see on tv now.,expansion,in fact,mid,"yea, the video was edited fine, in fact most of it is what you see on tv now.",Like they messed up the audio track for it?
"for sure, i was going to see if you wanted to come watch it ",i guess not.,comparison,but,mid,"for sure, i was going to see if you wanted to come watch it but i guess not.","Definitely not, it's not for me."
"well, mostly about to guys, ",it included their other friends in it too.,comparison,but,mid,"it was about a small group of high school kids. well, mostly about to guys, but it included their other friends in it too.",Really? Sounds interesting.
well more so trying to impress her ,he can hit on her.,contingency,so,mid,well more so trying to impress her so he can hit on her. he really does care about the kids and to be able to by food for them he begins to wrestle.,She is a nun and he is hitting on her?
only his friend ,otherwise he would be intouble and thrown out.,contingency,because,mid,only his friend because otherwise he would be intouble and thrown out. that is part of the chaos of the scenerio.,Do people know?
They get to live each other’s lives.,it’s a romance movie?,contingency,so,begin,so it’s a romance movie?,It is! They get to live each other’s lives.
"it is, ",it also has some mystery in it.,comparison,but,mid,"it is, but it also has some mystery in it. it’s a very beautiful movie, plot and animation wise.",So it’s a romance movie?
i think i’m going to watch it ,i want to see more of that animation.,contingency,because,mid,i think i’m going to watch it because i want to see more of that animation.,"It is, but it also has some mystery in it. It’s a very beautiful movie, plot and animation wise."
that i can see ,it's such an odd choice.,comparison,but,mid,that i can see but it's such an odd choice.,"It's an unintentional comedy, or maybe even an intentional comedy we will never know."
"it wasn't recent, ",i really liked arrival.,comparison,but,mid,"it wasn't recent, but i really liked arrival.",What is your favorite movie that you've seen recently?
"like i said, it wasn't recent, ",it really stuck with me.,comparison,but,mid,"like i said, it wasn't recent, but it really stuck with me.",Didn't that come out last fall?
"well, the narrative isn't linear, ",you're actually seeing things that happen in the future without realizing it.,contingency,so,mid,"well, the narrative isn't linear, so you're actually seeing things that happen in the future without realizing it.","No, I haven't yet."
"well, i like them all, ",i think one of my favorites is deep blue sea released in 1999.,comparison,but,mid,"well, i like them all, but i think one of my favorites is deep blue sea released in 1999.",Which movie do you like him in?
they were friendly ,looked a bit spooky,comparison,but,mid,they were friendly but looked a bit spooky,It was nice to see friendly aliens
i like that one also ,i would put the shootist ahead of the searchers.,comparison,but,mid,i like that one also but i would put the shootist ahead of the searchers.,Surprising.  A lot of people choose The Searchers.
"yup, sounds odd ",it really was  great film.,comparison,but,mid,"yup, sounds odd but it really was  great film.",So it is about a dancing penguin?
one scene i remember a bird has a soda plastic ring stuck around his neck ,he thought it was food in the sea.,contingency,because,mid,one scene i remember a bird has a soda plastic ring stuck around his neck because he thought it was food in the sea.,Like what?
"i do, ",i'm depressed and i can't make a choice.,comparison,but,mid,"i do, but i'm depressed and i can't make a choice.",You want to watch a movie?
"i love it, ",i saw it the other day.,comparison,but,mid,"i love it, but i saw it the other day. john candy gives the preformence of a life time.",What about JFK.
he has that cheeky ,big heart look.,comparison,but,mid,he has that cheeky but big heart look.,I think he was a good person to play Kirk.
"i think one can like both, ",they should never feel similar.,comparison,but,mid,"i think one can like both, but they should never feel similar.","Jeez, I hope they do not start feeling like the other, you know?"
"i like them too, ",not the second one.,comparison,but,mid,"i like them too, but not the second one. that was just bad.",Jason is all right. I like some of the Nightmare on Elm Street movies.
"those are good reasons, ",what are your others?,comparison,but,mid,"those are good reasons, but what are your others?","Well, for one, I can skip the twenty minutes of previews and insane ticket prices."
"that's true, ",they definitely have gotten better.,comparison,but,mid,"that's true, but they definitely have gotten better.","Yes, but they tend to be pretty cheesy."
"he changed a couple of things, ",it's worth seeing.,comparison,but,mid,"it's interesting. he changed a couple of things, but it's worth seeing. it's like a film school project, almost.",Is it any good?
I got bored of it halfway through the movie.,the cinematics for that movie at the time were great.,comparison,but,begin,but the cinematics for that movie at the time were great. skull island looks like it was developed using a playstation 2.,The one from the 2000s was really long though. I got bored of it halfway through the movie.
"those are pretty big names, ",it's not ringing a bell.,comparison,but,mid,"those are pretty big names, but it's not ringing a bell.","Scarlett Johansson, Topher Grace, and Dennis Quaid"
"it was kind of advertised as a romance, ",that's not what it was really about.,comparison,but,mid,"it was kind of advertised as a romance, but that's not what it was really about.","Those are pretty big names, but it's not ringing a bell."
you would guess right.,there's a sweetness to the story i wasn't expecting.,comparison,but,begin,you would guess right. but there's a sweetness to the story i wasn't expecting.,Oh my. I'm guessing dad is not pleased?
"yeah, and no one believes he's himself, obviously, ",it actually takes a surprising turn at the end and has a really positive message.,comparison,but,mid,"yeah, and no one believes he's himself, obviously, but it actually takes a surprising turn at the end and has a really positive message.","Wait, what? That sounds so weird!"
"to be honest, i thought it was a little corny at points with the friendship message, ",i think it worked overall.,comparison,but,mid,"to be honest, i thought it was a little corny at points with the friendship message, but i think it worked overall.","Right? But again, also a really positive message at the end."
"yeah, she definitely is, ",i think groot is my favorite!,comparison,but,mid,"yeah, she definitely is, but i think groot is my favorite!","I really like Gamora's character, she just seems so complex."
"i definitely get that, ",i think rocket kind of does that too.,comparison,but,mid,"i definitely get that, but i think rocket kind of does that too.",I just think he brings a perfect amount of comedy in the tough situations.
"to some extent, ","i'm impressed by groot, because he doesn't really even talk.",comparison,but,mid,"to some extent, but i'm impressed by groot, because he doesn't really even talk.","I definitely get that, but I think Rocket kind of does that too."
"to some extent, but i'm impressed by groot, ",he doesn't really even talk.,contingency,because,mid,"to some extent, but i'm impressed by groot, because he doesn't really even talk.","I definitely get that, but I think Rocket kind of does that too."
"definitely, because he was super big and awesome ",going back to being baby groot,temporal,before,mid,"definitely, because he was super big and awesome before going back to being baby groot",I thought that was a great choice!
"well, the acting was ok ",the story was just sad without really being compelling...,comparison,but,mid,"well, the acting was ok but the story was just sad without really being compelling...",Why was it so bad?
"i have not seen the movie"" split "" yet, ",i heard it is a good movie about a guy with a split personality.,comparison,but,mid,"i have not seen the movie"" split "" yet, but i heard it is a good movie about a guy with a split personality.","There is a good movie my friend saw called""Split"",both movies are new this year."
"i really liked the davinci code, ",i never saw angels and demons,comparison,but,mid,"i really liked the davinci code, but i never saw angels and demons",Yes!
"i don't mind, ","in all honesty, i miss his comedy days.",comparison,but,mid,"i don't mind, but in all honesty, i miss his comedy days.",Those books create so much controversy.
"it is really dirty, ",it is extremely funny.,comparison,but,mid,"it is really dirty, but it is extremely funny.",I think so too. The music is really great in it.
i watched alien covenant ,i'm a huge fan of the alien movies franchise.,contingency,because,mid,sure! i watched alien covenant because i'm a huge fan of the alien movies franchise.,Have you watched any new movies recently?
yes he was.,very few of the rest of the cast were as competent.,comparison,but,begin,yes he was. but very few of the rest of the cast were as competent.,"He was good though at portraying the character, I imagine?"
And even she didn't like it.,you liked it years ago?,comparison,but,begin,but you liked it years ago?,It's stupid. My wife actually enjoys silly comedies. And even she didn't like it.
"i know this is old, ","have you seen ""10 things i hate about you?""",comparison,but,mid,"i know this is old, but have you seen ""10 things i hate about you?""",And the hair. Superman's hair is in a museum holding up a huge weight. Luthor comes in and cuts the hair free with a pair of scissors.
"i understand that about the episode i, ii and iii, ",what about the force awakens and rogue one?,comparison,but,mid,"i understand that about the episode i, ii and iii, but what about the force awakens and rogue one?",The new ones are so corny and not at all like the original trilogy.
those are better ,"i still feel like the acting is pretty cheesy, especially felicity jones.",comparison,but,mid,"those are better but i still feel like the acting is pretty cheesy, especially felicity jones.","I understand that about the Episode I, II and III, but what about The Force Awakens and Rogue One?"
"i like the new ones, ",i see what you are saying about the magic.,comparison,but,mid,"i like the new ones, but i see what you are saying about the magic.","I will agree with that, it's just the movies don't have the magic that the original three had."
"sort of, ",he doesn't use it that often.,comparison,but,mid,"sort of, but he doesn't use it that often.",That is kind of like a super power I guess.
yes i remember ,i was pregnant with my daughter when i saw it.,contingency,because,mid,yes i remember because i was pregnant with my daughter when i saw it.  the soundtrack was great.,"It came out when, back in 2005?"
"it seemed that way to me, ",i wouldn't really know.,comparison,although,mid,"it seemed that way to me, although i wouldn't really know.",Yeah.  I thought it was a pretty realistic movie as far as the hip hop culture.
"yeah, parts of it were sad ",it also had some upbeat parts too.,comparison,but,mid,"yeah, parts of it were sad but it also had some upbeat parts too.","It seemed that way to me, although I wouldn't really know."
That part was discouraging.,overall it was a great movie and i think it realistically portrayed the rap and hiphop culture.,comparison,but,begin,but overall it was a great movie and i think it realistically portrayed the rap and hiphop culture.,They were definitely degraded a lot.  That part was discouraging.
i guess it did.,it had some social value as well.,contingency,so,begin,i guess it did.  so it had some social value as well.,But overall it was a great movie and I think it realistically portrayed the rap and hiphop culture.
my favorite was 'spider-man 2' ,of doc oc.,contingency,because,mid,those were good. my favorite was 'spider-man 2' because of doc oc.,Really? I like the ones with Tobey Maguire that Sam Raimi did.
in early november.,", it comes out on my birthday.",expansion,in fact,begin,"in early november. in fact, it comes out on my birthday.","Me, too! When does that come out again?"
i wasn't into seeing that ,after 'wonder woman' i'm more excited about it.,comparison,but,mid,i wasn't into seeing that but after 'wonder woman' i'm more excited about it.,"It really is. It's a great year for movies all around, though. Right after that is 'Justice League.' """
"the last few films were pretty bad, ","i'm excited to see aquaman, as  well as wonder woman in it.",comparison,but,mid,"i can understand that. the last few films were pretty bad, but i'm excited to see aquaman, as  well as wonder woman in it.",I wasn't into seeing that but after 'Wonder Woman' I'm more excited about it.
"i never thought i'd be excited about aquaman as a character, ","i'm looking forward to seeing him, too.",comparison,but,mid,"i never thought i'd be excited about aquaman as a character, but i'm looking forward to seeing him, too.","I can understand that. The last few films were pretty bad, but I'm excited to see Aquaman, as  well as Wonder Woman in it."
