arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"I'm glad those times are over, even if it meant the death of rock & roll.",we are agreed?,contingency,so,begin,"so we are agreed? women are ok in our book. i mean, after all, our mothers are women. and frankly, so are our sisters. i don't want to insult them. and most of the women on the planet are women as well.","Oh, of course. I agree completely. Sweet existed during a time when it was proper to make sexist and lewd comments at the expense of women. I'm glad those times are over, even if it meant the death of rock & roll."
"i kind of lost track, ",i think it was that the movie soundtracks are arbitrary and the songs are only used to generate additional sales.,comparison,but,mid,"i kind of lost track, but i think it was that the movie soundtracks are arbitrary and the songs are only used to generate additional sales. and probably most of them are already in the public domain so they don't cost the producers nothin' to use.",So what was the point of all this?
and probably most of them are already in the public domain ,they don't cost the producers nothin' to use.,contingency,so,mid,"i kind of lost track, but i think it was that the movie soundtracks are arbitrary and the songs are only used to generate additional sales. and probably most of them are already in the public domain so they don't cost the producers nothin' to use.",So what was the point of all this?
she pretends to be bob cummings's fiancee ,his dad is dying.,contingency,because,mid,"there was a really funny one called ""it started with eve"". she pretends to be bob cummings's fiancee because his dad is dying. but then the dad gets well, oops.",Huh! What was she in?
she pretends to be bob cummings's fiancee because his dad is dying.,"then the dad gets well, oops.",comparison,but,begin,"there was a really funny one called ""it started with eve"". she pretends to be bob cummings's fiancee because his dad is dying. but then the dad gets well, oops.",Huh! What was she in?
"he set up the impersonation to give his dad a happy last moment, ",then what does he do?,comparison,but,mid,"yeah, he's really caught in the middle here. he set up the impersonation to give his dad a happy last moment, but then what does he do?",I know Bob Cummings. He can be funny.
"well, she wants to get out of the situation, ",comes to like the father and doesn't want to disillusion him.,comparison,but,mid,"well, she wants to get out of the situation, but comes to like the father and doesn't want to disillusion him.","Anyway, so what about this Durbin woman?"
"you'd think so, ",the thing about deanna durbin is that she makes it all seem really fresh.,comparison,but,mid,"you'd think so, but the thing about deanna durbin is that she makes it all seem really fresh.",That sounds pretty trite.
"it's true, i guess there were probably a lot of actors that everybody recognized then ",we don't know now.,comparison,but,mid,"it's true, i guess there were probably a lot of actors that everybody recognized then but we don't know now.","I guess. Under the old studio system, the actors were a lot more like commodities. Even big stars sometimes had to do two or three movies in a year."
"it was a true story, ",really had this huge sense of purpose you know.,comparison,but,mid,"it was a true story, but really had this huge sense of purpose you know.",Was the movie that great?
many people did.,", when they became famous many people became bitter.",comparison,although,begin,"oh forsure. many people did. although, when they became famous many people became bitter.",Did you like their music?
"i think so, ",be forewarned that it's quite graphic in some parts.,comparison,but,mid,"i think so, but be forewarned that it's quite graphic in some parts.",So should I go see the movie?
so i just heard about this really weird movie.,it's good.,comparison,but,begin,so i just heard about this really weird movie. but it's good.,I think I just might.
in the movie he did well ,the soundtrack is one of his best works,comparison,but,mid,in the movie he did well but the soundtrack is one of his best works,Do you like his acting or music better
"i got tickets to an ed sheeran concert, ",that is exciting!,contingency,so,mid,"i got tickets to an ed sheeran concert, so that is exciting!","Ah, I see. So've you done anything fun yet?"
"they were, ",did you know that dan aykroyd was also in the movie?,comparison,but,mid,"they were, but did you know that dan aykroyd was also in the movie?",I love that movie! I thought him and Demi Moore were awesome in that one.
i do too.,i was happy they brought the song back to life.,comparison,but,begin,i do too. but i was happy they brought the song back to life.,I prefer the original.
i assumed it was about a train.,many artists love to use metaphors.,comparison,but,begin,i assumed it was about a train. but many artists love to use metaphors.,What is that song about?
that is possible.,it also might just be simple and about a train.,comparison,but,begin,that is possible. but it also might just be simple and about a train.,Maybe it is about life and death and the passing of time.
"no, i haven't ",i do plan to see the new wonder woman movie.,comparison,but,mid,"no, i haven't but i do plan to see the new wonder woman movie.","Hi, have you seen any good action movies lately?"
of course.,it was not as deep.,comparison,but,begin,of course. but it was not as deep.,Did you like the old cartoon version.
if she's a distant cousin then it isn't likely that her last name would be the same ,i think that's b.s.,contingency,so,mid,if she's a distant cousin then it isn't likely that her last name would be the same so i think that's b.s.,That was Rickie Jones. Did you know that she was related to Davy Jones? Distant cousin.
i don't have a copy of this ,"i think she did a duet with tom petty called something like ""even losers can get laid.""",comparison,but,mid,"i don't have a copy of this but i think she did a duet with tom petty called something like ""even losers can get laid.""",I hate that song. Anything else?
"that one was really good, ",i would go with live free or die hard.,comparison,but,mid,"that one was really good, but i would go with live free or die hard.",I really enjoyed part two. I think it was my favorite out of the whole series.
comparing lethal weapon and die hard is very difficult ,i would give lethal weapon a slight edge.,comparison,but,mid,comparing lethal weapon and die hard is very difficult but i would give lethal weapon a slight edge.,"Yeah, Mel Gibson and Danny Glover were a great combination in my opinion."
i think i would go with the die hard series just ,bruce willis is one of my favorite actors.,contingency,because,mid,i think i would go with the die hard series just because bruce willis is one of my favorite actors.,Comparing Lethal Weapon and Die Hard is very difficult but I would give Lethal Weapon a slight edge.
"i don't think so, ",sylvester stallone and arnold schwarzenegger may have something to say about that.,comparison,although,mid,"i don't think so, although sylvester stallone and arnold schwarzenegger may have something to say about that.",Are there any more action movies that can compete with either of those?
"i agree, ",i think kindergarten cop is one of my all time favorite films.,comparison,but,mid,"i agree, but i think kindergarten cop is one of my all time favorite films.","In terms of Arnold, the Terminator films were fantastic."
"well, yeah.",they make goofd music.,comparison,but,begin,"well, yeah. but they make goofd music.",What? Aren't those guy commies?
are you sure?,they sound like a propaganda orchestra to me.,contingency,because,begin,are you sure? because they sound like a propaganda orchestra to me.,"Not really! They sing, like, folk songs and stuff."
"i like bogart, ",maybe i'll get another one of his.,contingency,so,mid,"i like bogart, so maybe i'll get another one of his.",That's a great start.
"bogart was awesome, ",i don't know many of his movies.,comparison,but,mid,"bogart was awesome, but i don't know many of his movies.","I like Bogart, so maybe I'll get another one of his."
its hard to say ,it even has some horror in it.,comparison,but,mid,its hard to say but it even has some horror in it.,What genre is it?
"oh the usual, ",i have a funny story for you.,comparison,but,mid,"oh the usual, but i have a funny story for you.","Not much, you?"
"i like the rock, ",that one looks stupid.,comparison,but,mid,"i like the rock, but that one looks stupid.","Speaking of The Rock, do you plan to see the ""Baywatch"" movie."
"i wasn't going to see it in theaters with the other stuff i'd rather see, ",i miht rent it when it comes out.,comparison,but,mid,"i wasn't going to see it in theaters with the other stuff i'd rather see, but i miht rent it when it comes out.","I like The Rock, but that one looks stupid."
"well, she's kinda hit or miss, ","yeah, you should.",comparison,but,mid,"well, she's kinda hit or miss, but yeah, you should.","I knew it! I'll have to check it out, she has some good songs."
"set long ago, ",with rock music.,comparison,but,mid,"that is the one. set long ago, but with rock music.",A Knight's Tale?
"i like movies about situations i can relate to, with regular people who aren't waving guns around and bulging with muscles ",yet they never eat or if they do they only eat salads.,comparison,but,mid,"i like movies about situations i can relate to, with regular people who aren't waving guns around and bulging with muscles but yet they never eat or if they do they only eat salads.","Well, ok.  What do you like?"
"i like movies about situations i can relate to, with regular people who aren't waving guns around ",bulging with muscles but yet they never eat or if they do they only eat salads.,expansion,and,mid,"i like movies about situations i can relate to, with regular people who aren't waving guns around and bulging with muscles but yet they never eat or if they do they only eat salads.","Well, ok.  What do you like?"
"oh no, we wanted to see it ",haven't got along to it.,comparison,but,mid,"oh no, we wanted to see it but haven't got along to it.",Have you guys seen the new Beauty and the Beast. It's wonderful. I highly recommend it.
"oh, i got you.","there a chill songs too though, right?",comparison,but,begin,"oh, i got you. but there a chill songs too though, right?",It just seems like there's too much going on in some tracks.
"i'm not an expert or anything, ",this album feels like it's really trying to tell you something.,comparison,but,mid,"i'm not an expert or anything, but this album feels like it's really trying to tell you something.",How does it compare to his earlier stuff?
i think maybe ,he was focusing more on making movies than making music.,contingency,because,mid,i think maybe because he was focusing more on making movies than making music.,"His early stuff was headbanging, and then sometime around 2007, he really went down hill."
that's a shame ,he was a music genius when he put his full energy and time toward music.,contingency,because,mid,that's a shame because he was a music genius when he put his full energy and time toward music.,I think maybe because he was focusing more on making movies than making music.
"i likes it at first, ",got worse each time i watched it.,comparison,but,mid,"i likes it at first, but got worse each time i watched it.","Me to, Batman vs Superman was just ok"
"oh, i remember river phoenix ",cute and so talented.,contingency,so,mid,"oh, i remember river phoenix so cute and so talented.  what a tragedy.","The late Rive Phoenix, Samantha Mathis, and Sandra Bullock"
i think it was made right ,river phoenix died and before sandra bullock became famous.,temporal,before,mid,i think it was made right before river phoenix died and before sandra bullock became famous.,"oh, I remember River Phoenix so cute and so talented.  What a tragedy."
she also has the song a perfect love out now.,its not in the movie.,comparison,but,begin,she also has the song a perfect love out now.  but its not in the movie.,"Oh, I know that song.  I love that song!"
"they are, ",i'm working at it so i have free passes!,comparison,but,mid,"they are, but i'm working at it so i have free passes!","Oh, yeah! I wish I could. I'm sure tickets are sold out though."
"hey, yeah it was good, hung out with friends, went to the movies ","then dinner...how about you, how was your weekend?",expansion,and,mid,"hey, yeah it was good, hung out with friends, went to the movies and then dinner...how about you, how was your weekend?",Hey there how was your weekend?
"it was good...well, as good as a superhero movie can be ",yeah i like it...,comparison,but,mid,"it was good...well, as good as a superhero movie can be but yeah i like it...","Ooooo..Nice, I heard good things, How was it?"
"well, it's not going to to put you in deep thought or win any awards ",for an action movie it was good.,comparison,but,mid,"well, it's not going to to put you in deep thought or win any awards but for an action movie it was good.","What do you mean, as good as a Superhero movie can get?"
"well, it's not going to to put you in deep thought ",win any awards but for an action movie it was good.,expansion,or,mid,"well, it's not going to to put you in deep thought or win any awards but for an action movie it was good.","What do you mean, as good as a Superhero movie can get?"
"oh, yeah...well i didn't go into it with ang fiminist expectations ",some of the fighting seems made me proud to be female..the actrist did a really good job portraying wonder woman.,comparison,but,mid,"oh, yeah...well i didn't go into it with ang fiminist expectations but some of the fighting seems made me proud to be female..the actrist did a really good job portraying wonder woman.","Oh, I see..did it get you that ""Girl Power"" feeling, how was the actual Wonder Women?"
"oh, yeah they were good...my favorite was the first fight scene when just wonder woman in the war scene, was the first time you get to really see what wonder woman has to offer ",the first fight scene with the amazons was also really good..,comparison,but,mid,"oh, yeah they were good...my favorite was the first fight scene when just wonder woman in the war scene, was the first time you get to really see what wonder woman has to offer but the first fight scene with the amazons was also really good..","Nice, how were the fight scenes, heard they were epic."
"yeah, it's worth a watch...i think they did a good job with making wonder woman strong ","giving her a sense of naivety, gave her some innocents but they did it in a really good way..",comparison,but,mid,"yeah, it's worth a watch...i think they did a good job with making wonder woman strong but giving her a sense of naivety, gave her some innocents but they did it in a really good way..","Oooo, Nice, so looks like I know what I'm going to be doing this Friday."
"yeah, it's worth a watch...i think they did a good job with making wonder woman strong but giving her a sense of naivety, gave her some innocents ",they did it in a really good way..,comparison,but,mid,"yeah, it's worth a watch...i think they did a good job with making wonder woman strong but giving her a sense of naivety, gave her some innocents but they did it in a really good way..","Oooo, Nice, so looks like I know what I'm going to be doing this Friday."
a bit...of course there's a love interest ,"its good..they don't just make the guy look like some dumb dube, some weak man that wonder woman has to keep saving...they play off each other..",comparison,but,mid,"a bit...of course there's a love interest but its good..they don't just make the guy look like some dumb dube, some weak man that wonder woman has to keep saving...they play off each other..",Oh really..does it get to lovy dovy
"yeah, not really...it was interesting..has some funny bits..like when wonder woman is explaining where she came from ",how crazy it actually sounds to just a normal everyday person.,expansion,and,mid,"yeah, not really...it was interesting..has some funny bits..like when wonder woman is explaining where she came from and how crazy it actually sounds to just a normal everyday person.","Ok, so no Man bashing?"
yeah..again not amazing ,still a really good superhero movie..let me know what you think.,comparison,but,mid,yeah..again not amazing but still a really good superhero movie..let me know what you think.,"Ok, ok, you sold it..will be seeing it this Friday."
"he's one of my favorite actors, ",i'm pretty excited now.,contingency,so,mid,"he's one of my favorite actors, so i'm pretty excited now.  how about 'beyond?""",I think so.  'Star Trek Into The Darkness' had Benedict Cumberbatch play the villain.
'beyond' wasn't as well-balanced as the second one.,"this time, the villain is idris elba's character.",comparison,but,begin,"'beyond' wasn't as well-balanced as the second one.  but this time, the villain is idris elba's character.","He's one of my favorite actors, so I'm pretty excited now.  How about 'Beyond?"""
i will agree it had more action.,i don't know about a better movie.,comparison,but,begin,i will agree it had more action.  but i don't know about a better movie.,It just had more action and was all around a better movie.
"i've been super busy recently, ",mostly with cool stuff.,comparison,but,mid,"no complaints here either. i've been super busy recently, but mostly with cool stuff.",I can't complain; how are you?
"oh man, sounds right up my alley.",the show was good?,contingency,so,begin,"oh man, sounds right up my alley. so the show was good?","Eh, not really, maybe like a heavier Queens of the Stone Age."
"i've never thought about it, ",it makes sense.,comparison,but,mid,"i've never thought about it, but it makes sense.",Do you think that's why he didn't make the cut?
i think that's what happened.,we need a soul music revival these days!,comparison,but,begin,i think that's what happened. but we need a soul music revival these days!,"I've never thought about it, but it makes sense."
"well yeah that one is pretty bad, ",this new one is supposed to be really good.,comparison,but,mid,"well yeah that one is pretty bad, but this new one is supposed to be really good.",I watched Alien 3 and was thoroughly disappointed.
"i only seen bits of it, ",it was really deep.,comparison,but,mid,"i only seen bits of it, but it was really deep.","That movie is really under rated, the film, the score."
it is a sort of dark ,also not so much film.,comparison,but,mid,"it is a sort of dark but also not so much film. the way they add the music in makes you feel the love and suspense. at least, what i saw.","I only seen bits of it, but it was really deep."
"the happy, ","not really, ending.",comparison,but,mid,"the happy, but not really, ending. anthony hopkins did well in that movie.","It is a sort of dark but also not so much film. The way they add the music in makes you feel the love and suspense. At least, what I saw."
"i do not recall the music, ","i remember the song giving me a feeling, know what i mean?",comparison,but,mid,"i do not recall the music, but i remember the song giving me a feeling, know what i mean?","Yeah, it made me think a lot. Had some really good tunes too."
for my more mature friends clerks ,"otherwise jay & silent bob strike back since it's modern, has an amazing cast, and it's absolute hilarious.",comparison,but,mid,"for my more mature friends clerks but otherwise jay & silent bob strike back since it's modern, has an amazing cast, and it's absolute hilarious.",Used to? What do you use now?
"it's also by the lake, ",it's really nice.,contingency,so,mid,"yeah, i have the same thing too in my neck of the woods out in marylhurst park. it's also by the lake, so it's really nice.",I usually hang out with a bunch of friends at the Hillsboro Park. Sometimes they have free concerts along with the farmers market there. Usually Starts in late April til around early August.
"It's also by the lake, so it's really nice.",this weekend i'm thinking of going to the movies though.,comparison,but,begin,but this weekend i'm thinking of going to the movies though.,"Yeah, I have the same thing too in my neck of the woods out in Marylhurst Park. It's also by the lake, so it's really nice."
pretty cool actually ,it gets a bit boring towards the end of the movie.,comparison,although,mid,pretty cool actually although it gets a bit boring towards the end of the movie.,Oh yeah hard to keep up with all the sequels. How was it?
"they're basically like doom metal, which i know you love, ",they're a little bit proggy too.,comparison,but,mid,"they're basically like doom metal, which i know you love, but they're a little bit proggy too.",Never heard of them; what are they like?
"yeah, i kind of burned out on them and that sort of folk-y stuff, ",i think it's been enough time that i'm ready to get back into it.,comparison,but,mid,"yeah, i kind of burned out on them and that sort of folk-y stuff, but i think it's been enough time that i'm ready to get back into it.","Oh yeah? You were into them a while ago, I remember."
"i like to wake up peacefully, ",i usually play a soft soundtrack piece.,contingency,so,mid,"i like to wake up peacefully, so i usually play a soft soundtrack piece.",Oh? What do you use?
they are interesting to watch ,i like to look at how they used to dress.,contingency,because,mid,they are interesting to watch because i like to look at how they used to dress.,Old music videos from the 1980's make me laugh.
"not only with music, ",its fun to remember the older movies too.,comparison,but,mid,"not only with music, but its fun to remember the older movies too.",It can be so much fun to remember those older times.
"i know, it had a nostalgic throwback sound ",still sounded contemporary.,comparison,but,mid,"i know, it had a nostalgic throwback sound but still sounded contemporary.",I can't wait! Their last album was so good.
"yeah, some clear dire straits and tom petty influences, ",distinct at the same time.,comparison,but,mid,"yeah, some clear dire straits and tom petty influences, but distinct at the same time.","I know, it had a nostalgic throwback sound but still sounded contemporary."
how do you know?,99 luftballons was back in 1983. rock me amadeus was in 85.,contingency,because,begin,because 99 luftballons was back in 1983. rock me amadeus was in 85.,What? how do you know?
"like, americans have liked a german song ",", so why not another german song...",temporal,before,mid,"like, americans have liked a german song before, so why not another german song...","As a matter of fact, i would go so far as to say, it was Nena's popularity singing in German helped Falco to achieve his fame"
"yeah, it's somewhat misleading.",it makes you really hate salieri.,comparison,but,begin,"that's a big word for you. yeah, it's somewhat misleading. but it makes you really hate salieri.",But that's a fake emotion off a false idea. That's... violative.
"well, i'm feeling a little too crappy to really focus on anything, ",i watched some of my old favorites.,contingency,so,mid,"well, i'm feeling a little too crappy to really focus on anything, so i watched some of my old favorites.",Oh yeah? What movies?
it's a crazy movie ,very visually pleasing.,comparison,but,mid,"ok, i can see that. it's a crazy movie but very visually pleasing.",I don't know; I kind of just turned it on and let it wash over me.
i was thinking about going to a movie ,everyone else went to that concert.,contingency,because,mid,yeah. i was thinking about going to a movie because everyone else went to that concert.,"Oh, really? Do you mean like a movie or something?"
"well, i feel the storyline is somehow boring, ",i like the music in the movie.,comparison,but,mid,"well, i feel the storyline is somehow boring, but i like the music in the movie.",Is it a good movie? Do you like it?
"well, i cannot comment on johnny depp's personal traits, ",his performance in the movie franchise is absolutely fantastic.,comparison,but,mid,"i see. well, i cannot comment on johnny depp's personal traits, but his performance in the movie franchise is absolutely fantastic.","Not really though. I used to like the actor Johnny Depp very much. However, since his divorce, I do not like him very much."
"yeah, he has many famous works ",pirates of the caribbean is one of those fantastic ones.,comparison,but,mid,"yeah, he has many famous works but pirates of the caribbean is one of those fantastic ones.",Is he the music and sound composer of Pirates of the Caribbean?
"for sure, ",he gets comps.,comparison,but,mid,"for sure, but he gets comps.",Nice. Those are worth a fortune
"me too, ","he's been a broadway actor, singer for a long time.",comparison,but,mid,"me too, but he's been a broadway actor, singer for a long time.",I remember him from the tv show Fraser.
"yeah i'm not a sci-fi fan, ",really liked it.,comparison,but,mid,"yeah i'm not a sci-fi fan, but really liked it.",I liked Passengers too.
"not yet, ",it's on my watch list.,comparison,but,mid,"not yet, but it's on my watch list.",Did you see Hidden Figures?
"not by normal standards, ",i am excited about!,comparison,but,mid,"not by normal standards, but i am excited about!",Do you have any exciting plans?
"loads of them, ",there are four main ones that are in almost all the episodes.,comparison,but,mid,"loads of them, but there are four main ones that are in almost all the episodes. a science geek, a soccer mom, and the main character who is just like a strong, ballsy woman.",How many clones are there?
season one she is attempting to kill all the clones ,she has been brainwashed.,contingency,because,mid,well that one is hard to explain without giving mega spoilers. season one she is attempting to kill all the clones because she has been brainwashed.,That is only three. I thought you said four?
"well, i don't know how cool it is, ",i saw a great movie last night.,comparison,but,mid,"well, i don't know how cool it is, but i saw a great movie last night.",You done anything cool lately?
"i know it was based on a true story, ",i wonder if that was true.,contingency,so,mid,"yeah. i know it was based on a true story, so i wonder if that was true.",That scene where Katherine chews out her coworkers for having to run across campus was so good.
"Anyway, this was published by a panel of doctors.",what's that fever?,contingency,so,begin,so what's that fever?,"Well it carries some weight if you ask me. Anyway, this was published by a panel of doctors."
"yep, he was so sick by the end of his life, he couldn't even sit up on his bed on his own.","a fit of delirium which can happen after heart starts to dysfunction which is also a symptom of rheumatic fever, he fell into a coma and died.",temporal,after,begin,"yep, he was so sick by the end of his life, he couldn't even sit up on his bed on his own. after a fit of delirium which can happen after heart starts to dysfunction which is also a symptom of rheumatic fever, he fell into a coma and died. all in all, it just took 15 days for him to take ill and die. acute rheumatic fever.",Did Mozart have all that?
"i'm not sure, ",surprisingly not by travis.,comparison,but,mid,"i'm not sure, but surprisingly not by travis.",Who is it produced by ?
