arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"not a bruins game, ",i have been to a live hockey game.,comparison,but,mid,"not a bruins game, but i have been to a live hockey game. i won tickets once.",Have you ever been to a game?
"not sure, ",i know his life goal is to play for the nhl.,comparison,but,mid,"not sure, but i know his life goal is to play for the nhl.",Cool! What's he doing now?
"i think it's as dangerous as football, sure, ",i think a lot of the violence is for show.,comparison,but,mid,"i think it's as dangerous as football, sure, but i think a lot of the violence is for show.",No way! It's too violent and dangerous!
"no, seriously, they would pretend to have a big fight ","the refs would get involved, and the star player would get sent to the penalty box and be so angry he took his shirt off.",expansion,and,mid,"no, seriously, they would pretend to have a big fight and the refs would get involved, and the star player would get sent to the penalty box and be so angry he took his shirt off.","You're kidding, right?"
"no, seriously, they would pretend to have a big fight and the refs would get involved, ",the star player would get sent to the penalty box and be so angry he took his shirt off.,expansion,and,mid,"no, seriously, they would pretend to have a big fight and the refs would get involved, and the star player would get sent to the penalty box and be so angry he took his shirt off.","You're kidding, right?"
"it was just to show off his athletic build, entertain the fans, ",especially get the women more involved in rooting for a certain team or certain players.,expansion,and,mid,"i know, right? it was just to show off his athletic build, entertain the fans, and especially get the women more involved in rooting for a certain team or certain players.",I don't think I've ever been so angry I felt the urge to strip!
"It was just to show off his athletic build, entertain the fans, and especially get the women more involved in rooting for a certain team or certain players.",nobody ever got seriously hurt?,comparison,but,begin,but nobody ever got seriously hurt?,"I know, right? It was just to show off his athletic build, entertain the fans, and especially get the women more involved in rooting for a certain team or certain players."
"it would looks incredibly painful, like somebody was slammed into the wall or the ice, or hit with a stick, ",there were never any serious injuries.,comparison,but,mid,"no. it would looks incredibly painful, like somebody was slammed into the wall or the ice, or hit with a stick, but there were never any serious injuries. the players would be fine and just keep on playing.",But nobody ever got seriously hurt?
"it would looks incredibly painful, like somebody was slammed into the wall ","the ice, or hit with a stick, but there were never any serious injuries.",expansion,or,mid,"no. it would looks incredibly painful, like somebody was slammed into the wall or the ice, or hit with a stick, but there were never any serious injuries. the players would be fine and just keep on playing.",But nobody ever got seriously hurt?
"it would looks incredibly painful, like somebody was slammed into the wall or the ice, ","hit with a stick, but there were never any serious injuries.",expansion,or,mid,"no. it would looks incredibly painful, like somebody was slammed into the wall or the ice, or hit with a stick, but there were never any serious injuries. the players would be fine and just keep on playing.",But nobody ever got seriously hurt?
"no, hockey games have three periods.","in between the periods, there's usually something going on to amuse the fans, just like a halftime.",comparison,but,begin,"no, hockey games have three periods. but in between the periods, there's usually something going on to amuse the fans, just like a halftime.",I like football. Does a hockey game have four quarters and a halftime?
i don't know how they do it.,"teams have cheerleaders and mascots just like in other sports, and they help pump up the fans.",comparison,but,begin,"yep. i don't know how they do it. but teams have cheerleaders and mascots just like in other sports, and they help pump up the fans.",Do hockey teams have cheerleaders who wear those skimpy outfits out onto the ice.
i might have to move a few thing around ,i'll be there.,comparison,but,mid,"yes, me too. i might have to move a few thing around but i'll be there.",You know it! I wouldn't miss it for anything.
Why would you guess the Sharks?,the kings are your team!,contingency,because,begin,because the kings are your team!,No! Why would you guess the Sharks?
i'm not ,ducks do not match up with the preds.,comparison,but,mid,i'm not but ducks do not match up with the preds.,Well do not discount the Ducks.
"yeah, i played through high school ",didn't make the cut in college.,comparison,but,mid,"yeah, i played through high school but didn't make the cut in college. you?",Oh yeah that's right. Did you play growing up?
i grew up in the south ,it's not very common!,contingency,so,mid,just in high school. i grew up in the south so it's not very common! haha,"Yeah, I played through high school but didn't make the cut in college. You?"
"you're right, ",i'm not really sure if anaheim is a true stanley cup type of team.,comparison,but,mid,"you're right, but i'm not really sure if anaheim is a true stanley cup type of team.  i know they're good, but look how close they got to being eliminated by edmonton; that was really a tough series for them.","True, but their lack of experience in the playoffs may hurt them.  This is the furthest this team has ever advanced in the playoffs."
"i know they're good, ",look how close they got to being eliminated by edmonton; that was really a tough series for them.,comparison,but,mid,"you're right, but i'm not really sure if anaheim is a true stanley cup type of team.  i know they're good, but look how close they got to being eliminated by edmonton; that was really a tough series for them.","True, but their lack of experience in the playoffs may hurt them.  This is the furthest this team has ever advanced in the playoffs."
It will be interesting to see if they trade some of the big name players who simply can't produce when the games are real important.,", to be fair, washington got a real tough break in having to face pittsburgh so early in the playoffs.",comparison,although,begin,"although, to be fair, washington got a real tough break in having to face pittsburgh so early in the playoffs.",You're right.  It will be interesting to see if they trade some of the big name players who simply can't produce when the games are real important.
"well, i'm certainly looking forward to these conference final games, ",of course there's nothing as exciting as the cup finals.,expansion,and,mid,"well, i'm certainly looking forward to these conference final games, and of course there's nothing as exciting as the cup finals.","I know; the league is so interested in division rivalries, that they didn't think this out.  they probably didn't anticipate something like this could happen."
"i really dont know, ",i sincerely hope so.,comparison,but,mid,"i really dont know, but i sincerely hope so.  we are definitely a hockey town & we need to make sure our boys have a decent home to play in!",Have you heard if they're going to pass the measure to update the Savvis Center?
i know that ,thats what his role is.,comparison,but,mid,i know that but thats what his role is.,Yeah but how many assists does he have?
i dont know ,back to crosby i think he may never be healthy again.,comparison,but,mid,i dont know but back to crosby i think he may never be healthy again.,I know that but thats what his role is.
"you may be right, ","until the nhl can profit off of it, they wont.",comparison,but,mid,"you may be right, but until the nhl can profit off of it, they wont.",I am not sure thats true.
it definitely would ,espn might not have the money.,comparison,but,mid,it definitely would but espn might not have the money.,Now that would boost ratings.
"i've got to get back to work, ",i'll catch you at the bruins game next week!,comparison,but,mid,"yeah! i've got to get back to work, but i'll catch you at the bruins game next week!",I heard about that game! The overtime slapshot was incredible.
i dont think ,that would be terrible for the league.,contingency,so,mid,i dont think so that would be terrible for the league.,Do you think the NHL will contract a team?
no attendance there ,the team has been trash.,comparison,but,mid,no attendance there but the team has been trash.,I think Carolina may get moved.
its also during the summer ,its tough to compete.,contingency,so,mid,its also during the summer so its tough to compete.,The finals doesnt even draw a ton of fans.
i think they play this saturday ,i'm not sure.,comparison,but,mid,i think they play this saturday but i'm not sure.,When is the next Cunucks game?
