arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"when aladdin and jasmine go on the magic rug to tour the world, ",at the same time the song a whole new world plays.,expansion,and,mid,"when aladdin and jasmine go on the magic rug to tour the world, and at the same time the song a whole new world plays.",What is you favorite scene?
i havent seen the others ,i would like to.,comparison,but,mid,i havent seen the others but i would like to.,He was also decent in it.
"sometimes i like to be by myself, ",i still want to be close to her.,comparison,but,mid,"sometimes i like to be by myself, but i still want to be close to her.","I probably would, too, had I a sister. I do know what love feels like, that's pretty universal."
"i may be the older one, ",i don't think i'm that mature.,comparison,but,mid,"anna, totally. i may be the older one, but i don't think i'm that mature.","So, would you be more of an Elsa or an Anna?"
i don't know ,i enjoyed the cartoon original.,comparison,but,mid,i don't know but i enjoyed the cartoon original.,Do you think they will make another 101 Dalmations move?
i would think so ,i would hope they would keep some of the original score as well.,comparison,but,mid,i would think so but i would hope they would keep some of the original score as well.,Do you think they would change the music to be a little more modern?
"yes, i really like ""how far i'll go,"" ",i enjoy every song on there.,comparison,but,mid,"yes, i really like ""how far i'll go,"" but i enjoy every song on there.",I think Lin-Manuel Miranda did an amazing job on his work with the music.
"the song with the crab guy is pretty strange, ",i still like it.,comparison,but,mid,"the song with the crab guy is pretty strange, but i still like it.",I like the first song that Moana's father sings to her about the village.
but i know it has to be a kids film ,you always take your grandkids.,contingency,because,mid,no. but i know it has to be a kids film because you always take your grandkids.,Do you know what my favorite Disney animated film is?
"i sure have, it's and oldie ","a goodie for sure, i think it came out in the 30's.",comparison,but,mid,"i sure have, it's and oldie but a goodie for sure, i think it came out in the 30's.",I love Disney movies!  Have you ever seen Snow White?
"yes, me too, the voice of the queen is so creepy ","when she turns into the old hag, it's even creepier.",expansion,and,mid,"yes, me too, the voice of the queen is so creepy and when she turns into the old hag, it's even creepier.",The mirror and the Evil Queen scared the heck out of me when I was little.
"i agree, which is saying a lot ",there were so many other great songs in that movie.,contingency,because,mid,"i agree, which is saying a lot because there were so many other great songs in that movie.",'A Whole New World' is still one of the best Disney songs.
So much tech.,"atlantis had the cool blue glow, and the folklore.",comparison,but,begin,"but atlantis had the cool blue glow, and the folklore.",They had technology on Treasure planet. So much tech.
"you can think that, ",atlantis is better.,comparison,but,mid,"you can think that, but atlantis is better.",Treasure planet is still my favorite.
i have seen many movies.,"recently, moana is one of my favorites.",comparison,but,begin,"i have seen many movies. but recently, moana is one of my favorites.",How many Disney movies have you actually seen?
"not only is the cgi on point, ",i also love the voice cast and the story.,comparison,but,mid,"i certainly see your point. not only is the cgi on point, but i also love the voice cast and the story.","Perhaps a little bit, yes. That being said, I just think they are good movies, overall."
"the second was great, ",i still think the original was the best.,comparison,but,mid,"definitely, the first. the second was great, but i still think the original was the best.","I second that point, too. What was your favorite movie out of the three so far?"
"i still love the music and all, ",the message is sort of not my style anymore.,comparison,but,mid,"i still love the music and all, but the message is sort of not my style anymore.","You ""loved"" it? What happened?"
"me either, ",it was actually a cute movie.,comparison,but,mid,"me either, but it was actually a cute movie.","No, I really don't like him as an actor."
"nothing was on t.v, ",i kept that on.,contingency,so,mid,"yes. nothing was on t.v, so i kept that on.",Really.
well she tried out for ariel ,someone else got the part,comparison,but,mid,well she tried out for ariel but someone else got the part,"Yes absolutely, what part does she play?"
"yeah, i thought mulan 2 was cute too ",nowehere near the original!,comparison,but,mid,"yeah, i thought mulan 2 was cute too but nowehere near the original!",Did you ever see the sequel to Mulan?
"i guess it is, ",i never thought of it that way before.,comparison,but,mid,"i guess it is, but i never thought of it that way before.",It's about a woman who empowers herself to go explore the world!
"i might, ",i still don't know if i'll like it that much.,comparison,but,mid,"i might, but i still don't know if i'll like it that much.",You should watch it again.
"i don't know all of them, ","i read that they are remaking the little mermaid and mulan, a couple of my favorites.",comparison,but,mid,"i don't know all of them, but i read that they are remaking the little mermaid and mulan, a couple of my favorites.","Yes, I heard that.  Do you know which ones?"
spielberg began developing the film in 1980s with walt disney productions.,stopped work then later brought it out on his own i think.,comparison,but,begin,spielberg began developing the film in 1980s with walt disney productions. but stopped work then later brought it out on his own i think.,Was it even a disney film though?
"i'm from the olden time when there were no movies on video or dvd, ",the only way to see a movie was in theaters.,contingency,so,mid,"sure. i'm from the olden time when there were no movies on video or dvd, so the only way to see a movie was in theaters.",Did you grow up on Disney movies?
i'm from the olden time when there were no movies on video ,"dvd, so the only way to see a movie was in theaters.",expansion,or,mid,"sure. i'm from the olden time when there were no movies on video or dvd, so the only way to see a movie was in theaters.",Did you grow up on Disney movies?
"i grew up in a big family, ","we hardly ever went to walk-in theaters, too expensive.",contingency,so,mid,"i grew up in a big family, so we hardly ever went to walk-in theaters, too expensive. we did the drive-in movie thing.","Yeah, going to the movies was a much bigger deal back then, more special."
i liked it ,my mom always told me i looked like hayley mills when i was a little girl.,contingency,because,mid,i liked it because my mom always told me i looked like hayley mills when i was a little girl. so it's one of my favorite disney movies.,I think I remember that one. Maurice Chevalier was in it.
i liked it because my mom always told me i looked like hayley mills when i was a little girl.,it's one of my favorite disney movies.,contingency,so,begin,i liked it because my mom always told me i looked like hayley mills when i was a little girl. so it's one of my favorite disney movies.,I think I remember that one. Maurice Chevalier was in it.
"i know disney is known for its happy themes, ",there are surprisingly disturbing moments.,comparison,but,mid,"i know disney is known for its happy themes, but there are surprisingly disturbing moments.",I liked it because my mom always told me I looked like Hayley Mills when I was a little girl. So it's one of my favorite Disney movies.
"well i've never seen the animated film, ",i really enjoyed it.,comparison,but,mid,"well i've never seen the animated film, but i really enjoyed it. and it was so star studded.","Oh yeah! With Emma Watson, how was it?"
"i grew up playing video games, ",this movie really hit home with me.,contingency,so,mid,"i grew up playing video games, so this movie really hit home with me.","Yeah, I just didn't really connect with the characters."
"i grew up with video games too, ",i thought the plot wasn't that great.,comparison,but,mid,"i grew up with video games too, but i thought the plot wasn't that great.","I grew up playing video games, so this movie really hit home with me."
i think he was irritated by the genie ,i think he hated aladdin.,comparison,but,mid,i think he was irritated by the genie but i think he hated aladdin.,I think Ja'Far hated everyone.
i don't think ja'far sees genie as a threat ,he thinks his magic is stronger.,contingency,because,mid,i don't think ja'far sees genie as a threat because he thinks his magic is stronger.,What makes you come to that conclusion?
aladdin got under ja'far's skin though and i think it was ,he was always happy.,contingency,because,mid,aladdin got under ja'far's skin though and i think it was because he was always happy.,That can happen when you are a narcissist.
mulan is my favourite disney princess for sure ,i don't know if it's the best movie they've ever made.,comparison,but,mid,mulan is my favourite disney princess for sure but i don't know if it's the best movie they've ever made.,"Hmmm, it's hard to pick. Maybe Mulan?"
"that is unfortunate, ",it is great.,contingency,because,mid,"that is unfortunate, because it is great.",No I did not.
"yes, oldie ","goodie, song of the south",comparison,but,mid,"yes, oldie but goodie, song of the south",You know what my all time favorite Disney movie is right?
"yes, i actually even pre-ordered it ",i wanted it so much!,contingency,because,mid,"yes, i actually even pre-ordered it because i wanted it so much!",Did you know that the new Beauty and the Beast movie recently came out on Blu Ray and DVD?
"it's unusual that i like the movie better than the book, ",i think that might be the case.,comparison,but,mid,"it's unusual that i like the movie better than the book, but i think that might be the case.",They do cover a lot of ground with that movie.
"apparently, the character maui is a big huge guy, and it upset people ",they felt it was sterotyping polynesians as fat.,contingency,because,mid,"apparently, the character maui is a big huge guy, and it upset people because they felt it was sterotyping polynesians as fat.","It's a Disney movie, what could people be upset about?"
"especially with it being a kid's movie, cause a lot of kids these days are overweight, ",it's kind of indirectly shaming them if you say there's something bad about disney making him so big.,contingency,so,mid,"especially with it being a kid's movie, cause a lot of kids these days are overweight, so it's kind of indirectly shaming them if you say there's something bad about disney making him so big.","But so what if he is fat? Why do people have to look at fat as bad and sterotyping? That's like saying if you are fat, it's bad."
"oh it´s about a magical place a little girl visits, ",it ends up being a dream.,comparison,but,mid,"oh it´s about a magical place a little girl visits, but it ends up being a dream.",Why? What is it about?
"tony stark can be a bit rough around the edges, ",he's got brains!,comparison,but,mid,"i like iron man. tony stark can be a bit rough around the edges, but he's got brains! he fights with what he makes himself!","He's awesome! He's all about freedom, and fighting Nazis, and his shield is really cool!"
"that's true, ",who decides what's right?,comparison,but,mid,"that's true, but who decides what's right? the government? if the law says you have to hurt some people and you know it's wrong, you have to go against the law to do what's right.","He had a point, though, it's easy to go too far. When you fight monsters, you have to make sure you don't become a monster too."
tony was going overboard to protect everyone ,he was scared and it was compromising everyone's freedom.,contingency,because,mid,"that's why captain america fought against iron man. tony was going overboard to protect everyone because he was scared and it was compromising everyone's freedom. plus, hydra had taken over shield.",That's a good point.
"well, they did the jungle book with cgi, ",i guess they'll use the same techniques.,contingency,so,mid,"well, they did the jungle book with cgi, so i guess they'll use the same techniques.",Wow! I wonder how they're going to manage that?
"my kids really love that movie, ",the part where simba's dad dies is pretty sad.,comparison,although,mid,"my kids really love that movie, although the part where simba's dad dies is pretty sad.","Well, they did The Jungle Book with CGI, so I guess they'll use the same techniques."
"yep, they just covered it, ",used the same film.,comparison,but,mid,"yep, they just covered it, but used the same film.",Beauty and The Beast?
"there were computers involved by then, ",most was by hand.,comparison,but,mid,"yep. there were computers involved by then, but most was by hand.",Even stuff like the Lion King?
she was in the remake in 1998 ,i don't think she was as good as hallie mills was.,comparison,but,mid,she was in the remake in 1998 but i don't think she was as good as hallie mills was.,I thought Lindsay Lohan was in that movie.
i didn't see the first one ,i thought lindsay was pretty good.,comparison,but,mid,i didn't see the first one but i thought lindsay was pretty good.,She was in the remake in 1998 but I don't think she was as good as Hallie Mills was.
"yeah, she was good ",hallie made me want to have a twin sister.,comparison,but,mid,"yeah, she was good but hallie made me want to have a twin sister.",I didn't see the first one but I thought Lindsay was pretty good.
"that's a really hard question, ","probably ""under the sea""",comparison,but,mid,"that's a really hard question, but probably ""under the sea""",What's your favorite song in that movie?
"still a hard questions, ","maybe ""part of your world""",comparison,but,mid,"still a hard questions, but maybe ""part of your world""",Exactly! Do you have a favorite song?
"not really, ",i know it was older than my parents.,comparison,but,mid,"not really, but i know it was older than my parents.",Do you know how old that cartoon was?
"i guess, because it looked old, ",not that old.,comparison,but,mid,"i guess, because it looked old, but not that old.",I think they probably digitally fixed a lot of things by the time you watched it.
"i guess, ","it looked old, but not that old.",contingency,because,mid,"i guess, because it looked old, but not that old.",I think they probably digitally fixed a lot of things by the time you watched it.
i am not sure ,i lived the fact that her hair was perfectly split between black and white.,comparison,but,mid,i am not sure but i lived the fact that her hair was perfectly split between black and white.,I'm not too sure about that. Who wants to ever make a coat out of a dog's skin?
"i will admit, and maybe it's just my age, ",i don't see myself watching this one as many times as i watched the animated as a child.,comparison,but,mid,"i will admit, and maybe it's just my age, but i don't see myself watching this one as many times as i watched the animated as a child.",Oh I will agree with you there. Some moments I was just ear to ear grinning and right on the edge of my seat.
i like the new ones ,of the graphics.,contingency,because,mid,i like the new ones because of the graphics.,Do you like old Disney movies better than the new ones?
i like the old version ,i don't like the live action remakes.,contingency,because,mid,i like the old version because i don't like the live action remakes.,I like the new ones because of the graphics.
"i didn't see aladdin, ",the costume is beautiful.,comparison,but,mid,"i didn't see aladdin, but the costume is beautiful.",About 45 minutes. MaryAnn loves it so much she wants to keep it to play dress-up in.
"i can't remember, ",in the movie ariel has a daughter with black hair.,comparison,but,mid,"i can't remember, but in the movie ariel has a daughter with black hair.","Oh, well whats it called?"
"i thought it was great as a kid, ",i watched it recently and not so much.,comparison,but,mid,"i thought it was great as a kid, but i watched it recently and not so much.",Were you a fan of the Hunchback of Notre Dame?
i like the older ones ,they were based on so many classic fairy tales.,contingency,because,mid,i like the older ones because they were based on so many classic fairy tales.,I love the princess movies.  I think Snow White is my favorite.
he let her go ,he loved her!,contingency,because,mid,he let her go because he loved her!,He is such a good guy. And he loved Belle so much.
"i remember frozen was an ok one, ",i was never a big fan of singing in movies.,comparison,but,mid,"um, i can't remember. i remember frozen was an ok one, but i was never a big fan of singing in movies.",Do you know what new Disney movies are coming out?
"i guess i could suffer through it, just ",you're my friend!,contingency,because,mid,"i guess i could suffer through it, just because you're my friend!","If there's only one song, would you still see it? We could go see it this weekend!"
yeah it was a bit preposterous ,arent most disney films?,comparison,but,mid,yeah it was a bit preposterous but arent most disney films?,I think it was too unbelievable.
yes i agree ,i was not into the whole make the big leagues after so long.,comparison,but,mid,yes i agree but i was not into the whole make the big leagues after so long.,Quaid did a convincing job I will give you that.
"it can be, ",as finding nemo and finding dory has proven sometimes they can get it right.,comparison,but,mid,"it can be, but as finding nemo and finding dory has proven sometimes they can get it right. though as the little mermaid 2 indicates... not always.",Is that really such a bad thing though?
"haven't seen the first one yet, ",hopefully it's not one of those sequels for money's sake and they can actually do the original story's feel justice.,comparison,but,mid,"frozen was insanely popular forever so i'm honestly not surprised either. haven't seen the first one yet, but hopefully it's not one of those sequels for money's sake and they can actually do the original story's feel justice.","It can be, but as Finding Nemo and Finding Dory has proven sometimes they can get it right. Though as The Little Mermaid 2 indicates... not always."
the incredibles 2 and wreck it ralph 2 in 2018 then toy story 4 in 2019 ,i have mixed feelings and concerns about that one.,comparison,but,mid,"actually, yes. the incredibles 2 and wreck it ralph 2 in 2018 then toy story 4 in 2019 but i have mixed feelings and concerns about that one.",There any sequels you ARE looking forward to being released?
i like flounder ,it's so cute how anxious he is.,contingency,because,mid,i like flounder because it's so cute how anxious he is.,"Who's your favorite sidekick in The Little Mermaid, Flounder or Sebastian?"
"he was overbearing, ",his heart was in the right place.,comparison,but,mid,"i agree. he was overbearing, but his heart was in the right place.",Yeah. It seems like Sebastian is anxious in his own way as well.
do you think it's ,it was a prequel?,contingency,because,mid,do you think it's because it was a prequel?,true. and they easily had one of the best sequels!
"he's the villain, he sucks!",he sucks so well...,comparison,but,begin,but he sucks so well...,"that is weird. he's the villain, he sucks!"
"'let it go' was catchy, ","it was almost like the chorus was written, then the rest of the song was an after thought.",comparison,but,mid,"'let it go' was catchy, but it was almost like the chorus was written, then the rest of the song was an after thought.",What about 'Let it Go?'
"i respect your opinions, ",mulan was still better!,comparison,but,mid,"sorry. i respect your opinions, but mulan was still better!","Sheesh, okay!"
"""life is a box of chocolates.""",", of course, that was forest gump!",comparison,but,begin,"""life is a box of chocolates."" but, of course, that was forest gump!",What was your favorite line?
mulan is my favorite ,she is so brave and fierce.,contingency,because,mid,mulan is my favorite because she is so brave and fierce.,Which is your favorite character in Mulan.
i agree beauty and the beast was good ,not as good as cinderella.,comparison,but,mid,i agree beauty and the beast was good but not as good as cinderella.,Ya I think Cinderella was still my favorite.
"i'll go first: the rescuers as i see it as being a surprising hit, the black cauldron will totally cash in on the whole fantasy genre lord of the rings and the hobbit left open, and a goofy movie ",goofy really needs to make a comeback after all these years.,contingency,because,mid,"we each get three. i'll go first: the rescuers as i see it as being a surprising hit, the black cauldron will totally cash in on the whole fantasy genre lord of the rings and the hobbit left open, and a goofy movie because goofy really needs to make a comeback after all these years.",How many choices do we get?
"i'll go first: the rescuers as i see it as being a surprising hit, the black cauldron will totally cash in on the whole fantasy genre lord of the rings ","the hobbit left open, and a goofy movie because goofy really needs to make a comeback after all these years.",expansion,and,mid,"we each get three. i'll go first: the rescuers as i see it as being a surprising hit, the black cauldron will totally cash in on the whole fantasy genre lord of the rings and the hobbit left open, and a goofy movie because goofy really needs to make a comeback after all these years.",How many choices do we get?
"i'll go first: the rescuers as i see it as being a surprising hit, the black cauldron will totally cash in on the whole fantasy genre lord of the rings and the hobbit left open, ",a goofy movie because goofy really needs to make a comeback after all these years.,expansion,and,mid,"we each get three. i'll go first: the rescuers as i see it as being a surprising hit, the black cauldron will totally cash in on the whole fantasy genre lord of the rings and the hobbit left open, and a goofy movie because goofy really needs to make a comeback after all these years.",How many choices do we get?
not sure how i feel about a live action goofy movie ,"here's my choices: toy story because it seems to be one of the core 90s kids movies and has a lot of potential, hunchback of notre dame would actually be the next surprise hit, and atlantis: the lost empire for similar reasons as you choosing the black cauldron plus atlantis hasn't gotten much love in modern society so it's something different.",comparison,but,mid,"not sure how i feel about a live action goofy movie but here's my choices: toy story because it seems to be one of the core 90s kids movies and has a lot of potential, hunchback of notre dame would actually be the next surprise hit, and atlantis: the lost empire for similar reasons as you choosing the black cauldron plus atlantis hasn't gotten much love in modern society so it's something different.","We each get three. I'll go first: The Rescuers as I see it as being a surprising hit, The Black Cauldron will totally cash in on the whole fantasy genre Lord of the Rings and The Hobbit left open, and A Goofy Movie because Goofy really needs to make a comeback after all these years."
"not sure how i feel about a live action goofy movie but here's my choices: toy story because it seems to be one of the core 90s kids movies and has a lot of potential, hunchback of notre dame would actually be the next surprise hit, and atlantis: the lost empire for similar reasons as you choosing the black cauldron plus atlantis hasn't gotten much love in modern society ",it's something different.,contingency,so,mid,"not sure how i feel about a live action goofy movie but here's my choices: toy story because it seems to be one of the core 90s kids movies and has a lot of potential, hunchback of notre dame would actually be the next surprise hit, and atlantis: the lost empire for similar reasons as you choosing the black cauldron plus atlantis hasn't gotten much love in modern society so it's something different.","We each get three. I'll go first: The Rescuers as I see it as being a surprising hit, The Black Cauldron will totally cash in on the whole fantasy genre Lord of the Rings and The Hobbit left open, and A Goofy Movie because Goofy really needs to make a comeback after all these years."
not sure how i feel about a live action goofy movie but here's my choices: toy story ,"it seems to be one of the core 90s kids movies and has a lot of potential, hunchback of notre dame would actually be the next surprise hit, and atlantis: the lost empire for similar reasons as you choosing the black cauldron plus atlantis hasn't gotten much love in modern society so it's something different.",contingency,because,mid,"not sure how i feel about a live action goofy movie but here's my choices: toy story because it seems to be one of the core 90s kids movies and has a lot of potential, hunchback of notre dame would actually be the next surprise hit, and atlantis: the lost empire for similar reasons as you choosing the black cauldron plus atlantis hasn't gotten much love in modern society so it's something different.","We each get three. I'll go first: The Rescuers as I see it as being a surprising hit, The Black Cauldron will totally cash in on the whole fantasy genre Lord of the Rings and The Hobbit left open, and A Goofy Movie because Goofy really needs to make a comeback after all these years."
not sure how i feel about a live action goofy movie but here's my choices: toy story because it seems to be one of the core 90s kids movies ,"has a lot of potential, hunchback of notre dame would actually be the next surprise hit, and atlantis: the lost empire for similar reasons as you choosing the black cauldron plus atlantis hasn't gotten much love in modern society so it's something different.",expansion,and,mid,"not sure how i feel about a live action goofy movie but here's my choices: toy story because it seems to be one of the core 90s kids movies and has a lot of potential, hunchback of notre dame would actually be the next surprise hit, and atlantis: the lost empire for similar reasons as you choosing the black cauldron plus atlantis hasn't gotten much love in modern society so it's something different.","We each get three. I'll go first: The Rescuers as I see it as being a surprising hit, The Black Cauldron will totally cash in on the whole fantasy genre Lord of the Rings and The Hobbit left open, and A Goofy Movie because Goofy really needs to make a comeback after all these years."
"not sure how i feel about a live action goofy movie but here's my choices: toy story because it seems to be one of the core 90s kids movies and has a lot of potential, hunchback of notre dame would actually be the next surprise hit, ",atlantis: the lost empire for similar reasons as you choosing the black cauldron plus atlantis hasn't gotten much love in modern society so it's something different.,expansion,and,mid,"not sure how i feel about a live action goofy movie but here's my choices: toy story because it seems to be one of the core 90s kids movies and has a lot of potential, hunchback of notre dame would actually be the next surprise hit, and atlantis: the lost empire for similar reasons as you choosing the black cauldron plus atlantis hasn't gotten much love in modern society so it's something different.","We each get three. I'll go first: The Rescuers as I see it as being a surprising hit, The Black Cauldron will totally cash in on the whole fantasy genre Lord of the Rings and The Hobbit left open, and A Goofy Movie because Goofy really needs to make a comeback after all these years."
i just hate it when any company feels the need to unnecessarily make a sequel ,prequel just to cash in on a classic - it almost ruins the original every time.,expansion,or,mid,that's true about most sequels whether they're animated or not. i just hate it when any company feels the need to unnecessarily make a sequel or prequel just to cash in on a classic - it almost ruins the original every time.,My best friend exposed me to it and it's quickly become one of my favorites. I found the sequel to be extremely disappointing however.
i wouldn't mind a sequel to a nightmare ,christmas if tim burton was in control though.,temporal,before,mid,i wouldn't mind a sequel to a nightmare before christmas if tim burton was in control though. team him up with neil gaiman and i promise you it'll be the movie of the year.,Think Empire Strikes Back is the exception to the rule.
"that would be a dream come true, ",can you imagine a live action remake with burton and depp.,comparison,but,mid,"that would be a dream come true, but can you imagine a live action remake with burton and depp. those two are a power couple when it comes to movies just look at the live action alice in wonderland sweeney todd.",I wouldn't mind a sequel to A Nightmare Before Christmas if Tim Burton was in control though. Team him up with Neil Gaiman and I promise you it'll be the movie of the year.
"i love lin-manuel miranda, ",it was great to hear music from him.,contingency,so,mid,"i liked it! i love lin-manuel miranda, so it was great to hear music from him.","Yeah, I have! What did you think?"
"so funny, ",with a heart.,comparison,but,mid,"and i thought maui was a great character. so funny, but with a heart.","Yeah, it made me want to visit the South Pacific."
oh i used to watch that.,i think inside out is definitely more interesting and colorful than that ever was.,comparison,but,begin,oh i used to watch that. but i think inside out is definitely more interesting and colorful than that ever was.,And it's very original. The only thing you can compare it to is that old show Herman's Head.
"i liked those, ","they weren't my favorite, my favorite is aladdin.",comparison,but,mid,"i liked those, but they weren't my favorite, my favorite is aladdin.",What about Snow White or Cinderellla?
"i wasn't sure if she was going to make it, ",good thing maui was there.,comparison,but,mid,"me too! i wasn't sure if she was going to make it, but good thing maui was there.",The scene right before it was scary for me. I didn't like it when it was so stormy.
"so do i.  i love the animated version, ",i'm also a fan of emma watson and would love to see her play belle.,comparison,but,mid,"so do i.  i love the animated version, but i'm also a fan of emma watson and would love to see her play belle.",I do too!  I hope to see the live action version that came out in 2017.
i think they have kept some of the same songs in ,have also added new ones.,comparison,but,mid,i think they have kept some of the same songs in but have also added new ones.,I am curious to see how the new one compares to the original.
and it's ,of that song.,contingency,because,mid,and it's because of that song.,I think he's in mostly everybody's top ten.
she was the one who poisoned snow white ,she was jealous of snow white's looks.,contingency,because,mid,she was the one who poisoned snow white because she was jealous of snow white's looks.,Which one was she again?
"yeah, i did see it, ",i wasn't the biggest fan.,comparison,but,mid,"yeah, i did see it, but i wasn't the biggest fan.",Did you see the new live-action Beauty and the Beast?
