arg1,arg2,relation,connective,type,original_utt,original_utt_prev
the action sequences were good in it and i didn't mind shia labeouf's constant screaming ,megan fox's sex appeal but the heavy inclusion of his parents was too much.,expansion,or,mid,revenge of the fallen was so bad. the action sequences were good in it and i didn't mind shia labeouf's constant screaming or megan fox's sex appeal but the heavy inclusion of his parents was too much.,"Not really, Michael Bay really lost me after the second one, Revenge of the Fallen."
michael bay is going to give you action ,nobody has ever said he knew how to work together a good concept to present through all those explosions and crashes.,comparison,but,mid,i can see why you gave up on the transformers franchise. michael bay is going to give you action but nobody has ever said he knew how to work together a good concept to present through all those explosions and crashes.,"I agree, the stuff with his parents and the brownies, as well as all the unnecessary scenes with the dogs were off putting. The story line itself was a mess."
i can't argue about that ,"i think the 3rd transformers film, dark of the moon was pretty decent.",comparison,although,mid,"i can't argue about that although i think the 3rd transformers film, dark of the moon was pretty decent. definitely a good bounce back from revenge of the fallen.","That's exactly the problem with the Transformers films. I want to watch the films for Optimus, Bumblebee, Megatron, not for the parents or Shia's love life problems."
i haven't watched it ,it has rosie huntington and patrick duffy right?,comparison,but,mid,i haven't watched it but it has rosie huntington and patrick duffy right?,"I can't argue about that although I think the 3rd Transformers film, Dark of the Moon was pretty decent. Definitely a good bounce back from Revenge of the Fallen."
"john malkovich is also in the movie, ",he plays more of a comic relief role.,comparison,but,mid,"yeah rosie replaced megan fox as sam, or shia's love interest. john malkovich is also in the movie, but he plays more of a comic relief role.",I haven't watched it but it has Rosie Huntington and Patrick Duffy right?
"i love john malkovich especially in being john malkovich, and i think he's such a respectable actor that i almost watched dark of the moon for him ",i wasn't sold because michael bay was directing.,comparison,but,mid,"i love john malkovich especially in being john malkovich, and i think he's such a respectable actor that i almost watched dark of the moon for him but i wasn't sold because michael bay was directing.","Yeah Rosie replaced Megan Fox as Sam, or Shia's love interest. John Malkovich is also in the movie, but he plays more of a comic relief role."
well it's not very politically correct in these times ,of all the police incidents.,contingency,because,mid,well it's not very politically correct in these times because of all the police incidents.,How so?
"i could see that point of view, ",dirty harry never killed or hurt anyone that didn't have it coming.,comparison,but,mid,"i could see that point of view, but dirty harry never killed or hurt anyone that didn't have it coming.",Well it's not very politically correct in these times because of all the police incidents.
in the end the cops found out who he was ,he had taken out so many bad guys that the let him go by making him leave town for good.,comparison,but,mid,in the end the cops found out who he was but he had taken out so many bad guys that the let him go by making him leave town for good.,The civilians suddenly could not remember what he looked like when the cops tried to find out who he was.
it is!,it is just so terrible that it happened to be great.,comparison,but,begin,it is! but it is just so terrible that it happened to be great. they obviously blew their budget on the hulkster.,This is starting to sound like a terrible movie.
"the entire movie is cheap, the frame rate is even something like three frames per second ",they run out of money.,contingency,because,mid,"it is so worth it though. the entire movie is cheap, the frame rate is even something like three frames per second because they run out of money.","Oh god, I don't know if I want to see this movie."
"well, it's based on a true story ",they couldn't deviate from that much.,contingency,so,mid,"well, it's based on a true story so they couldn't deviate from that much.",Yes there wasn't much in the way of chases.
"i thought that not only was the action good, ",it was well scripted.,comparison,but,mid,"i thought that not only was the action good, but it was well scripted.","Yes, it did."
that was good ,i liked the one where he fought chuck norris.,comparison,but,mid,that was good but i liked the one where he fought chuck norris.,maybe enter the dragon with bruce lee.
i'm sad ,i love brendan fraser.,contingency,because,mid,i'm sad because i love brendan fraser.,Really? What do you think about Tom Cruise being in the new one then?
"Great performances, great direction...",it's not really the type of movie to convince the academy.,comparison,but,begin,but it's not really the type of movie to convince the academy.,"But it was very deserving.  Great performances, great direction..."
i haven't watched it yet ,this sounds like my type of movie.,comparison,but,mid,"wow, i didn't realize that film had monster elements! i haven't watched it yet but this sounds like my type of movie.",I think Matt Damon brings such a charisma on to the screen. In The Great Wall he plays a thief that ends up helping this Dynasty protect their walls from these demon monsters.
"he was good, ",simon pegg was better.,comparison,but,mid,"he was good, but simon pegg was better.",I really liked Jeremy Renner.
"yes, the old school nothing ",action and a bit of romance here and there.,comparison,but,mid,"yes, the old school nothing but action and a bit of romance here and there.",Like Dirty Harry?
"i loved how that one followed his life, like he was still old ",a really bad and cool guy.,comparison,but,mid,"i loved how that one followed his life, like he was still old but a really bad and cool guy.",His best one may be Gran Torino.
"that was a really good one, not as good as ""last action hero,"" ",it was really good.,comparison,but,mid,"that was a really good one, not as good as ""last action hero,"" but it was really good.","I have to disagree with you there, I think his best role ever was ""Terminator 2: Judgement Day."""
i also think that ,of that is why arnold slowed down his acting career.,contingency,because,mid,i also think that because of that is why arnold slowed down his acting career.,I do agree with you on that point. The studio did them dirty.
"most originals are way better, ",his version was still entertaining.,comparison,but,mid,"most originals are way better, but his version was still entertaining.","Yea, but I liked the original version a bit more"
"i don't... know if it's the same as those old ones, ",it's not like the brendan fraser ones.,comparison,but,mid,"no. i don't... know if it's the same as those old ones, but it's not like the brendan fraser ones.",Is it the same story? Same characters and everything?
"it just came out the 20th of june, ",i plan on seeing it friday!,contingency,so,mid,"it just came out the 20th of june, so i plan on seeing it friday!",Has anyone seen the new Transformers movie yet?
the fight scenes were intense ,some of the action was over the top.,comparison,although,mid,the fight scenes were intense although some of the action was over the top.,He is a top notch actor.
it is scary ,it could happen.,contingency,because,mid,it is scary because it could happen. you should face your fears though.,I heard that movie was scary.
i did not get to see it yet ,i have heard great things about it.,comparison,but,mid,i did not get to see it yet but i have heard great things about it.,I just saw Deadpool and really loved it.
i don't want to spoil too much ,he has a soft side and it's really sweet that he leaves for vanessa's sake.,comparison,but,mid,it is true! i don't want to spoil too much but he has a soft side and it's really sweet that he leaves for vanessa's sake.,"I heard that Wade gets cancer in the movie, is that true."
i don't want to spoil too much but he has a soft side ,it's really sweet that he leaves for vanessa's sake.,expansion,and,mid,it is true! i don't want to spoil too much but he has a soft side and it's really sweet that he leaves for vanessa's sake.,"I heard that Wade gets cancer in the movie, is that true."
"well, she is really upset that he left her, ",she's happy to have him back at the end.,comparison,but,mid,"well, she is really upset that he left her, but she's happy to have him back at the end.",Does Wade and Vanessa get married at the end?
"not really, ",i do like all of the 80's action movies.,comparison,but,mid,"not really, but i do like all of the 80's action movies.",Have a favorite?
"i was expecting something like he usually does, ",this one had a slow pace.,comparison,but,mid,"yes, he did a good job. i was expecting something like he usually does, but this one had a slow pace.","Yes, that is the one with Bruce Willis as the Security Guard."
"yes, and the reason he was left alive was that he had the powers of a superhero, ",he had no idea.,comparison,but,mid,"yes, and the reason he was left alive was that he had the powers of a superhero, but he had no idea.","That is when the train wrecks and he is the only one, left alive."
they call the bad guy father ,he's really twisted,comparison,but,mid,they're adults when we see them. they call the bad guy father but he's really twisted,that's bad. so the kids are doing bad stuff?
"he is in there he makes a surprise appearance, ",his character was so funny.,comparison,but,mid,"he is in there he makes a surprise appearance, but his character was so funny.",I heard John C. Reily is also in there.
they actually start out with you thinking kong was the villain ,you soon realize he's actually the hero.,comparison,but,mid,kong was enormous! they actually start out with you thinking kong was the villain but you soon realize he's actually the hero.,How was Kong? Were they just trying to battle him the whole movie?
i don't like taking others' opinions for movies ,i think i'll give it a try.,comparison,but,mid,i don't like taking others' opinions for movies but i think i'll give it a try.,The brand new one? Not yet but I heard it wasn't that great.
i wish his character wasn't killed off.,he did a fantastic job.,comparison,but,begin,me too. i wish his character wasn't killed off. but he did a fantastic job.,"I agree, great casting with the two leads in particular. I love Chris Pine."
"she did not catch my attention as much, ",i remember she was good.,comparison,but,mid,"i saw her in that too. she did not catch my attention as much, but i remember she was good.",I have never seen her in anything other than the Batman V. Superman movie where she played Wonder Woman.
"she was, ",this was by far a more demanding movie.,comparison,but,mid,"she was, but this was by far a more demanding movie. what a fantastic role model for young girls. she is so capable.","I saw her in that too. She did not catch my attention as much, but I remember she was good."
i liked it a lot ,it left me wanting sequels.,comparison,but,mid,i liked it a lot but it left me wanting sequels.,What did you think of the action movie Max Payne?
"they weren't all stellar, ","when they hit, they were really enjoyable.",comparison,but,mid,"i have really enjoyed the die hard series. they weren't all stellar, but when they hit, they were really enjoyable.",What would you consider an iconic action movie or series?
"i didn't watch bruce willlis much on that tv show he did, ",i really thought he made a great transition to films with die hard.,comparison,but,mid,"the first one was such a classic. i didn't watch bruce willlis much on that tv show he did, but i really thought he made a great transition to films with die hard.","I have really enjoyed the Die Hard series. They weren't all stellar, but when they hit, they were really enjoyable."
"i loved how the filmmakers weren't afraid to blow a ton of shit up, ",they ended up basically destroying the entire bulding by the end.,expansion,and,mid,"i loved how the filmmakers weren't afraid to blow a ton of shit up, and they ended up basically destroying the entire bulding by the end.","The first one was such a classic. I didn't watch Bruce Willlis much on that TV show he did, but I really thought he made a great transition to films with Die Hard."
"i've watched the film many times, and it's amazing how beat up john gets over the course of the film, ","he keeps on fighting, and he's really believable.",comparison,but,mid,"i've watched the film many times, and it's amazing how beat up john gets over the course of the film, but he keeps on fighting, and he's really believable.","I loved how the filmmakers weren't afraid to blow a ton of shit up, and they ended up basically destroying the entire bulding by the end."
"the age doesn't bother me, ",i just don't think there's much more of a story to tell.,comparison,but,mid,"the age doesn't bother me, but i just don't think there's much more of a story to tell.",And Matt Damon ain't getting younger.  He must be at least 40 now.
"mine too, ",roger moore was pretty good.,comparison,but,mid,"mine too, but roger moore was pretty good.","Sean Connery, without a doubt!"
"i liked the first one, ",the other ones were pretty bad,comparison,but,mid,"i liked the first one, but the other ones were pretty bad",Were you a big fan of The Matrix
jurassic world was a lot of fun to watch ,doesn't stand up over time.,comparison,but,mid,jurassic world was a lot of fun to watch but doesn't stand up over time.,Me neither.
"yeah, i own it, and watched it twice, ",not in over a year.,comparison,but,mid,"yeah, i own it, and watched it twice, but not in over a year.",Really?
"i mean i enjoy it, ",best of all time?,comparison,but,mid,"why die hard? i mean i enjoy it, but best of all time?",Die hard without a doubt.
"i'll give you that, ",better than some of jackie chan's early stuff?,comparison,but,mid,"i'll give you that, but better than some of jackie chan's early stuff? better than the terminator?",John McClane is such a great action character and Bruce Willis is great in the role.
i really feel it's over hyped ,it's a chick.,contingency,because,mid,i'm a bit skeptical when it comes to that movie. i really feel it's over hyped because it's a chick.,Personally I'd recommend Wonder Woman.
"honestly the movie is good, i won't lie to you it does a bit of the whole ""girl power"" crap ",not so much where you get turned off.,comparison,but,mid,"honestly the movie is good, i won't lie to you it does a bit of the whole ""girl power"" crap but not so much where you get turned off.",I'm a bit skeptical when it comes to that movie. I really feel it's over hyped because it's a chick.
"yeah, well she basically ends it herself, ",the guys help too.,comparison,but,mid,"yeah, well she basically ends it herself, but the guys help too.",So she helps end world war 2?
"i don't know about it being a christmas movie, ",it is one of the all-time best action movies.,comparison,but,mid,"i don't know about it being a christmas movie, but it is one of the all-time best action movies.",Some people consider the original Die Hard to be a Christmas movie. That is funny.
there are definitely guns ,it is more about enlightenment if you read between the lines.,comparison,but,mid,not quite. there are definitely guns but it is more about enlightenment if you read between the lines.,"That sounds interesting, is it about a gun?"
i saw a few ,don't even remember their names.,comparison,but,mid,i saw a few but don't even remember their names. was there one called casino royale?,I think it was 2002.
"it had a lot of good drama, ",the action scenes were very realistic.,comparison,but,mid,"it had a lot of good drama, but the action scenes were very realistic.","Yes, that is one of my favorite action movies."
i used to like captain america ,now i am not so sure.,comparison,but,mid,i used to like captain america but now i am not so sure.,I think so and then took his friend's side of Tony's.  That was just way wrong.
i wanted to catch that one ,couldnt im planning to buy the dvd version.,comparison,but,mid,really? i wanted to catch that one but couldnt im planning to buy the dvd version.,"Yes I have actually, I just saw Logan and thought it was pretty good."
i think i liked it so much ,it seemed so real.,contingency,because,mid,i think i liked it so much because it seemed so real.,"Yeah, the plot is awesome and so is the action."
i'm not a fan of all of tom cruise's works ,i sure did like top gun.,comparison,but,mid,i'm not a fan of all of tom cruise's works but i sure did like top gun.,eh i think it plain sucks
i knew that something bad would need to happen to shake up the story ,i wasn't expecting the death.,comparison,but,mid,i knew that something bad would need to happen to shake up the story but i wasn't expecting the death.,And the twist!
maverick was so hot to prove himself to her ,"she took her own time, and i liked that.",comparison,but,mid,"maverick was so hot to prove himself to her but she took her own time, and i liked that.","I liked Charlie, too."
"it was cute at first, ",got old quick.,comparison,but,mid,"yeah.  it was cute at first, but got old quick.","To me, the movies are just too loud and dumb."
"It was cute at first, but got old quick.",they'll keep making them until people stop going.,comparison,but,begin,but they'll keep making them until people stop going.,"Yeah.  It was cute at first, but got old quick."
"i've never seen it, ",maybe i will check it out.,comparison,but,mid,"i've never seen it, but maybe i will check it out.",That movie had excellent special effects.
"i love part 2, ",part 1 is the best.,comparison,but,mid,"i love part 2, but part 1 is the best.","Do you prefer Terminator 1, or 2?"
i agree.,", part 2 was pretty cool.",comparison,but,begin,"i agree. but, part 2 was pretty cool.",I prefer Arnold as a bad guy. It was cool to see him not as the hero.
"that's true, ",first you get to know them one by one.,comparison,but,mid,"that's true, but first you get to know them one by one. yul brenner is introduced as the cagey old gunslinger chris adams.","Oh yeah, I love that flick. Seven heroes ride into town, and save all the little people."
"well, yea, ",movies like that are supposed to be.,comparison,but,mid,"well, yea, but movies like that are supposed to be.",Really? I thought it was kind of cheesy.
"there was supposed to be a third one, i think, ",it got cancelled.,comparison,but,mid,"there was supposed to be a third one, i think, but it got cancelled.","I remember the sequel, too, The Cradle of Life."
"yes, he wants to kill all humans ",the autobots can have the earth.,contingency,so,mid,"yes, he wants to kill all humans so the autobots can have the earth.",Optimus Prime goes bad right?
"i'm not saying it wasn't far-fetched, ",at least it was in the realm of plausible.,comparison,but,mid,"i'm not saying it wasn't far-fetched, but at least it was in the realm of plausible.",And The Rock was more believable?  He took down a team of soldiers.
you're just jealous ,i'm the good looking one.,contingency,because,mid,you're just jealous because i'm the good looking one.,There's a difference between some medical journals and what happens in the movies.
"a lot of people say it was slow, ",i completely disagree.,comparison,but,mid,"a lot of people say it was slow, but i completely disagree. the dialogue was superb.","Dear God. I loved that movie, too."
"yes, it's got some action-adventure in it ",it's for the entire family.,comparison,but,mid,"""home alone"" is a movie aimed at the entire family. yes, it's got some action-adventure in it but it's for the entire family.","That's too easy. ""Home Alone."" I bet you think of that as a Christmas movie, don't you?"
"i love ""die hard.""","""die hard"" is not a christmas movie.",comparison,but,begin,"honestly, no, that isn't one of my biggest concerns. i love action-adventure movies. i love ""die hard."" but ""die hard"" is not a christmas movie.","And I think ""Die Hard"" is a great movie for the entire family. I think you have a bias against Action-Adventure movies. Don't you want your children to be able to recognize a European scum terrorist/thief?"
"i didn't like that one as much, ",the concept was truly unique.,comparison,but,mid,"i didn't like that one as much, but the concept was truly unique.","Speaking of action movies, Pacific Rim was another great one."
"i have not seen it, ",plan on going to see it.,comparison,but,mid,"i have not seen it, but plan on going to see it.  i liked the first movie quite a bit.","No, I have not.  It sounds like an action movie.  Did you like it?"
"it had a lot of action, obviously, ",the story line fell.,comparison,but,mid,"it had a lot of action, obviously, but the story line fell.",What did you think of it.
"i like the action, ",those type of movies need some kind of story.,comparison,but,mid,"i like the action, but those type of movies need some kind of story.","It had a lot of action, obviously, but the story line fell."
it has better special effects and action sequences ,doesn't have the charm of the original.,comparison,but,mid,it has better special effects and action sequences but doesn't have the charm of the original.,What about Judgement Day? Everyone says that one is better.
i know he is funny ,he is the bomb in action,comparison,but,mid,i know he is funny but he is the bomb in action,It would be a world that was nowhere near as good
"well, duh.","more specifically, he is kicked out of and then hunted down by his clan.",comparison,but,begin,"well, duh. but more specifically, he is kicked out of and then hunted down by his clan.","Let me guess, one's an assassin?"
"so, you're a fan of comedians from sixty or seventy years ago ","you dismiss my action star from forty years, ago.",comparison,but,mid,"so, you're a fan of comedians from sixty or seventy years ago but you dismiss my action star from forty years, ago. hypocrite.",Yeah. So?
i would go with the second just ,of the higher body count.,contingency,because,mid,i would go with the second just because of the higher body count.,That's a tough decision.
"yep, another couple years, ",will be special!,comparison,but,mid,"yep, another couple years, but will be special!",They're making another one?  Awesome!
"no, it was more like a cop show, lots of killing and action, ",a hint of mutant.,comparison,but,mid,"no, it was more like a cop show, lots of killing and action, but a hint of mutant.",Was it not like any other Marvel film?
"i don't think it's just one element, ",instead the combination of actors and the premise of artificial intelligence.,comparison,but,mid,"i don't think it's just one element, but instead the combination of actors and the premise of artificial intelligence.",What is it about The Terminator that you like so much?
"sure, there are many, ","to name one specifically, i think the matrix is a very good movie.",comparison,but,mid,"sure, there are many, but to name one specifically, i think the matrix is a very good movie.",Interesting.  Are there any other action movies you feel strongly positive about?
