arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
no i didn't ,i guess i'll give it a chance and see if it's any good,comparison,but,mid,no i didn't but i guess i'll give it a chance and see if it's any good,Did you know that a new Fast is being released sometime this year?,nAnswer,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)",[],"[('Thing', 518.8225, 'a chance')]",['sport'],['sport'],['Phatic'],['Music'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 668, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['that one'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a921ce48>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'tokyo drift', 'id': 502, 'status': None, 'engaged': [], 'lexeme': 'tokyo drift', 'alias': ['tokyo drift'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a95d5940>}, 'gkg': 'kg:/m/08c6k9', 'granular_actor_types': {}, 'granular_entity_types': {'2006 film': 1}, 'gkg_name': 'The Fast and the Furious: Tokyo Drift', 'gkg_type': ['Movie']}, {'name': None, 'id': 667, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['noboby'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a921c898>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'bow wow', 'id': 475, 'status': None, 'engaged': [], 'lexeme': 'bow wow', 'alias': ['bow wow'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a969cc88>}, 'gkg': 'kg:/m/01wbsdz', 'granular_actor_types': {}, 'granular_entity_types': {'american rapper': 1}, 'gkg_name': 'Bow Wow', 'gkg_type': ['Person']}, {'name': None, 'id': 669, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['lil'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9066e80>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'box office', 'id': 670, 'status': None, 'engaged': [], 'lexeme': 'box office', 'alias': ['box office'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a90437b8>}, 'gkg': 'kg:/m/06yny7', 'granular_actor_types': {}, 'granular_entity_types': {}, 'gkg_name': 'Sky Movies Box Office', 'gkg_type': ['Organization']}]","[{'name': None, 'id': 671, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['guess'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9121ef0>}, 'gkg': None, 'granular_actor_types': {'communication': 0.17647058823529413}, 'granular_entity_types': {}}, {'name': 'a chance', 'id': 672, 'status': None, 'engaged': [], 'lexeme': 'a chance', 'alias': ['a chance'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9043fd0>}, 'gkg': 'kg:/g/1q5jf9wd2', 'granular_actor_types': {}, 'granular_entity_types': {'song by frank sinatra': 1}, 'gkg_name': 'a chance', 'gkg_type': ['Thing']}]",,a chance,,guess,[],"[('Thing', 518.8225, 'a chance')]",True,True
"why is it that after eight movies, and showcasing classic, american ","import cars, i've never seen a jeep wrangler featured.",expansion,and,mid,"why is it that after eight movies, and showcasing classic, american and import cars, i've never seen a jeep wrangler featured.",What's that?,whQuestion,nAnswer,None,None,"('Negative', 1.0)","('Neutral', 1.0)",[],"[('Thing', 338.534515, '2018 Jeep Wrangler')]",['sport'],['business'],['Politics'],['SciTech'],None,None,['movie'],[],[],[],None,None,"[{'name': None, 'id': 423, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['movie', 'movies', 'demand for'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a98d20f0>}, 'gkg': None, 'granular_actor_types': {'product': 0.42857142857142855, 'object': 0.09523809523809523}, 'granular_entity_types': {}}, {'name': None, 'id': 671, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['guess'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9121ef0>}, 'gkg': None, 'granular_actor_types': {'communication': 0.17647058823529413}, 'granular_entity_types': {}}, {'name': 'a chance', 'id': 672, 'status': None, 'engaged': [], 'lexeme': 'a chance', 'alias': ['a chance'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9043fd0>}, 'gkg': 'kg:/g/1q5jf9wd2', 'granular_actor_types': {}, 'granular_entity_types': {'song by frank sinatra': 1}, 'gkg_name': 'a chance', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 673, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['import cars'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a90c89e8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'jeep wrangler', 'id': 674, 'status': None, 'engaged': [], 'lexeme': 'jeep wrangler', 'alias': ['jeep wrangler'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a90ecf28>}, 'gkg': 'kg:/g/11gf4ml1y6', 'granular_actor_types': {}, 'granular_entity_types': {'compact sport utility vehicle': 1}, 'gkg_name': '2018 Jeep Wrangler', 'gkg_type': ['Thing']}, {'name': None, 'id': 423, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['movie', 'movies', 'demand for'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a98d20f0>}, 'gkg': None, 'granular_actor_types': {'product': 0.42857142857142855, 'object': 0.09523809523809523}, 'granular_entity_types': {}}]",,2018 Jeep Wrangler,movie,import cars,[],"[('Thing', 338.534515, '2018 Jeep Wrangler')]",True,True
you probably haven't seen one ,because jeeps are notoriously slow.,contingency,because,mid,you probably haven't seen one because because jeeps are notoriously slow. the movie is called fast and the furious not slow and the curious.,"Why is it that after eight movies, and showcasing classic, American and import cars, I've never seen a Jeep Wrangler featured.",ynQuestion,Statement,None,None,"('Neutral', 1.0)","('Negative', 1.0)",[],[],['sport'],['business'],['Phatic'],['SciTech'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 673, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['import cars'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a90c89e8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'jeep wrangler', 'id': 674, 'status': None, 'engaged': [], 'lexeme': 'jeep wrangler', 'alias': ['jeep wrangler'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a90ecf28>}, 'gkg': 'kg:/g/11gf4ml1y6', 'granular_actor_types': {}, 'granular_entity_types': {'compact sport utility vehicle': 1}, 'gkg_name': '2018 Jeep Wrangler', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 675, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['jeep'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a907df98>}, 'gkg': None, 'granular_actor_types': {'object': 0.09090909090909091}, 'granular_entity_types': {}}]",,,,jeep,[],[],True,True
you probably haven't seen one because ,jeeps are notoriously slow.,contingency,because,mid,you probably haven't seen one because because jeeps are notoriously slow. the movie is called fast and the furious not slow and the curious.,"Why is it that after eight movies, and showcasing classic, American and import cars, I've never seen a Jeep Wrangler featured.",ynQuestion,whQuestion,None,None,"('Negative', 1.0)","('Negative', 1.0)",[],[],['sport'],['business'],['Phatic'],['SciTech'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 675, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['jeep'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a907df98>}, 'gkg': None, 'granular_actor_types': {'object': 0.09090909090909091}, 'granular_entity_types': {}}]","[{'name': None, 'id': 675, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['jeep', 'jeeps'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a907df98>}, 'gkg': None, 'granular_actor_types': {'object': 0.09090909090909091}, 'granular_entity_types': {}}]",,,,jeep,[],[],True,True
It's all just rednecks and left hand turns.,"it can be exciting, especially when there is a wreck",comparison,but,begin,"but it can be exciting, especially when there is a wreck",No way!! It's all just rednecks and left hand turns.,Statement,Statement,None,None,"('Negative', 1.0)","('Positive', 1.0)",[],"[('MusicRecording', 253.41095325000003, 'A Wreck')]",['sport'],['sport'],['Music'],['Psychology'],None,None,[],[],[],[],None,None,"[{'name': 'all', 'id': 633, 'status': None, 'engaged': [], 'lexeme': 'all', 'alias': ['all', 'rednecks'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9153c50>}, 'gkg': 'kg:/g/11dxdy9qhl', 'granular_actor_types': {}, 'granular_entity_types': {'video game': 1}, 'gkg_name': 'Crush Them All', 'gkg_type': ['VideoGame']}, {'name': None, 'id': 676, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['hand turns'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a917ef28>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 675, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['jeep', 'jeeps'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a907df98>}, 'gkg': None, 'granular_actor_types': {'object': 0.09090909090909091}, 'granular_entity_types': {}}]","[{'name': 'a wreck', 'id': 677, 'status': None, 'engaged': [], 'lexeme': 'a wreck', 'alias': ['a wreck'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a907d0b8>}, 'gkg': 'kg:/m/0nn79x7', 'granular_actor_types': {}, 'granular_entity_types': {'song by submachine': 1}, 'gkg_name': 'A Wreck', 'gkg_type': ['MusicRecording']}, {'name': 'all', 'id': 633, 'status': None, 'engaged': [], 'lexeme': 'all', 'alias': ['all', 'rednecks'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9153c50>}, 'gkg': 'kg:/g/11dxdy9qhl', 'granular_actor_types': {}, 'granular_entity_types': {'video game': 1}, 'gkg_name': 'Crush Them All', 'gkg_type': ['VideoGame']}, {'name': None, 'id': 676, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['hand turns'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a917ef28>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,A Wreck,hand turns,,[],"[('MusicRecording', 253.41095325000003, 'A Wreck')]",True,True
"i suppose, ",i still don't like the idea of a racing movie.,comparison,but,mid,"i suppose, but i still don't like the idea of a racing movie.","Well, there is definitely more to fast and furious than left hand turns and car accidents.",Statement,Statement,None,None,"('Neutral', 1.0)","('Negative', 1.0)","[('Thing', 261.54275, 'I Suppose')]","[('Movie', 966.5547779999999, 'The Idea')]",['sport'],['entertainment'],['Phatic'],['Movies_TV'],None,None,[],[],[],[],None,None,"[{'name': 'i suppose', 'id': 678, 'status': None, 'engaged': [], 'lexeme': 'i suppose', 'alias': ['i suppose'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a90bc438>}, 'gkg': 'kg:/g/1q5j6d3lv', 'granular_actor_types': {}, 'granular_entity_types': {'song by puressence': 1}, 'gkg_name': 'I Suppose', 'gkg_type': ['Thing']}, {'name': 'a wreck', 'id': 677, 'status': None, 'engaged': [], 'lexeme': 'a wreck', 'alias': ['a wreck'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a907d0b8>}, 'gkg': 'kg:/m/0nn79x7', 'granular_actor_types': {}, 'granular_entity_types': {'song by submachine': 1}, 'gkg_name': 'A Wreck', 'gkg_type': ['MusicRecording']}]","[{'name': 'the idea', 'id': 679, 'status': None, 'engaged': [], 'lexeme': 'the idea', 'alias': ['the idea'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a907da58>}, 'gkg': 'kg:/m/0sggp6b', 'granular_actor_types': {'idea': 0.8333333333333334}, 'granular_entity_types': {'1932 film': 1}, 'gkg_name': 'The Idea', 'gkg_type': ['Movie']}, {'name': None, 'id': 646, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['of', 'racing movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a90ec5c0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'i suppose', 'id': 678, 'status': None, 'engaged': [], 'lexeme': 'i suppose', 'alias': ['i suppose'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a90bc438>}, 'gkg': 'kg:/g/1q5j6d3lv', 'granular_actor_types': {}, 'granular_entity_types': {'song by puressence': 1}, 'gkg_name': 'I Suppose', 'gkg_type': ['Thing']}]",I Suppose,The Idea,,of,"[('Thing', 261.54275, 'I Suppose')]","[('Movie', 966.5547779999999, 'The Idea')]",True,True
He did a great job on it.,to that i really liked they way they paid respects to paul walker and his character.,expansion,in addition,begin,in addition to that i really liked they way they paid respects to paul walker and his character. it was a real tear jerker in the theaters.,Yeah his character was pretty aweosme. He did a great job on it.,Statement,nAnswer,None,None,"('Positive', 1.0)","('Negative', 1.0)","[('Thing', 321.48325, 'a great job')]","[('Person', 1406.932, 'Paul Walker')]",['sport'],['sport'],['Phatic'],['Movies_TV'],None,None,[],[],[],[],None,None,"[{'name': 'a great job', 'id': 680, 'status': None, 'engaged': [], 'lexeme': 'a great job', 'alias': ['a great job'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9043b00>}, 'gkg': 'kg:/g/11dzt8ww3t', 'granular_actor_types': {}, 'granular_entity_types': {'song by star ark': 1}, 'gkg_name': 'a great job', 'gkg_type': ['Thing']}, {'name': 'the idea', 'id': 679, 'status': None, 'engaged': [], 'lexeme': 'the idea', 'alias': ['the idea'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a907da58>}, 'gkg': 'kg:/m/0sggp6b', 'granular_actor_types': {'idea': 0.8333333333333334}, 'granular_entity_types': {'1932 film': 1}, 'gkg_name': 'The Idea', 'gkg_type': ['Movie']}, {'name': None, 'id': 646, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['of', 'racing movie'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a90ec5c0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': None, 'id': 681, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['respect'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a907dc18>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'paul walker', 'id': 383, 'status': None, 'engaged': [], 'lexeme': 'paul walker', 'alias': ['paul walker'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9a8f0f0>}, 'gkg': 'kg:/m/01kgxf', 'granular_actor_types': {}, 'granular_entity_types': {'american actor': 1}, 'gkg_name': 'Paul Walker', 'gkg_type': ['Person']}, {'name': 'a great job', 'id': 680, 'status': None, 'engaged': [], 'lexeme': 'a great job', 'alias': ['a great job'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9043b00>}, 'gkg': 'kg:/g/11dzt8ww3t', 'granular_actor_types': {}, 'granular_entity_types': {'song by star ark': 1}, 'gkg_name': 'a great job', 'gkg_type': ['Thing']}]",a great job,Paul Walker,,respect,"[('Thing', 321.48325, 'a great job')]","[('Person', 1406.932, 'Paul Walker')]",True,True
it wasn't my favorite of the series ,i'd be lying if i said it wasn't good.,comparison,but,mid,yeah. i agree. it wasn't my favorite of the series but i'd be lying if i said it wasn't good.,In addition to that I really liked they way they paid respects to Paul Walker and his character. It was a real tear jerker in the theaters.,Statement,Statement,None,None,"('Negative', 1.0)","('Neutral', 1.0)","[('TVSeries', 356.34287500000005, 'My Favorite Martian'), ('TVSeries', 349.720875, 'Tangled: The Series')]",[],['entertainment'],['sport'],['Movies_TV'],['Movies_TV'],None,None,[],[],['opinion_provide_pos_patterns_the series'],[],None,None,"[{'name': 'favorite', 'id': 395, 'status': None, 'engaged': [], 'lexeme': 'favorite', 'alias': ['favorite'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9a2cc88>}, 'gkg': 'kg:/m/02nnt3', 'granular_actor_types': {}, 'granular_entity_types': {'american sitcom': 1}, 'gkg_name': 'My Favorite Martian', 'gkg_type': ['TVSeries']}, {'name': 'the series', 'id': 606, 'status': None, 'engaged': [], 'lexeme': 'the series', 'alias': ['the series'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a933ed68>}, 'gkg': 'kg:/g/11cm05gwyz', 'granular_actor_types': {}, 'granular_entity_types': {'american animated series': 1}, 'gkg_name': 'Tangled: The Series', 'gkg_type': ['TVSeries']}, {'name': None, 'id': 681, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['respect'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a907dc18>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'paul walker', 'id': 383, 'status': None, 'engaged': [], 'lexeme': 'paul walker', 'alias': ['paul walker'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9a8f0f0>}, 'gkg': 'kg:/m/01kgxf', 'granular_actor_types': {}, 'granular_entity_types': {'american actor': 1}, 'gkg_name': 'Paul Walker', 'gkg_type': ['Person']}]","[{'name': 'favorite', 'id': 395, 'status': None, 'engaged': [], 'lexeme': 'favorite', 'alias': ['favorite'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9a2cc88>}, 'gkg': 'kg:/m/02nnt3', 'granular_actor_types': {}, 'granular_entity_types': {'american sitcom': 1}, 'gkg_name': 'My Favorite Martian', 'gkg_type': ['TVSeries']}, {'name': 'the series', 'id': 606, 'status': None, 'engaged': [], 'lexeme': 'the series', 'alias': ['the series'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a933ed68>}, 'gkg': 'kg:/g/11cm05gwyz', 'granular_actor_types': {}, 'granular_entity_types': {'american animated series': 1}, 'gkg_name': 'Tangled: The Series', 'gkg_type': ['TVSeries']}]","Tangled: The Series, My Favorite Martian",,,,"[('TVSeries', 356.34287500000005, 'My Favorite Martian'), ('TVSeries', 349.720875, 'Tangled: The Series')]",[],True,True
i'd say fast 7 was mine ,of jason statham's character.,contingency,because,mid,i'd say fast 7 was mine because of jason statham's character.,What was your favorite?,Clarify,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('Thing', 205.55506474999999, 'She Was Mine'), ('Movie', 160.747864, 'Furious 7')]","[('Person', 1466.373536, 'Jason Statham')]",['sport'],['entertainment'],['Religion'],['Movies_TV'],None,None,[],[],[],[],None,None,"[{'name': 'was mine', 'id': 684, 'status': None, 'engaged': [], 'lexeme': 'was mine', 'alias': ['was mine'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a905a6a0>}, 'gkg': 'kg:/g/11b5xgfcc2', 'granular_actor_types': {}, 'granular_entity_types': {'song by aj rafael': 1}, 'gkg_name': 'She Was Mine', 'gkg_type': ['Thing']}, {'name': '7', 'id': 683, 'status': None, 'engaged': [], 'lexeme': '7', 'alias': ['7'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a905a9b0>}, 'gkg': 'kg:/m/0vsjsxr', 'granular_actor_types': {}, 'granular_entity_types': {'2015 film': 1}, 'gkg_name': 'Furious 7', 'gkg_type': ['Movie']}]","[{'name': 'jason statham', 'id': 685, 'status': None, 'engaged': [], 'lexeme': 'jason statham', 'alias': ['jason statham'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a8fe2f60>}, 'gkg': 'kg:/m/034hyc', 'granular_actor_types': {}, 'granular_entity_types': {'actor': 1}, 'gkg_name': 'Jason Statham', 'gkg_type': ['Person']}, {'name': 'was mine', 'id': 684, 'status': None, 'engaged': [], 'lexeme': 'was mine', 'alias': ['was mine'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a905a6a0>}, 'gkg': 'kg:/g/11b5xgfcc2', 'granular_actor_types': {}, 'granular_entity_types': {'song by aj rafael': 1}, 'gkg_name': 'She Was Mine', 'gkg_type': ['Thing']}, {'name': '7', 'id': 683, 'status': None, 'engaged': [], 'lexeme': '7', 'alias': ['7'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a905a9b0>}, 'gkg': 'kg:/m/0vsjsxr', 'granular_actor_types': {}, 'granular_entity_types': {'2015 film': 1}, 'gkg_name': 'Furious 7', 'gkg_type': ['Movie']}]","Furious 7, She Was Mine",Jason Statham,,,"[('Thing', 205.55506474999999, 'She Was Mine'), ('Movie', 160.747864, 'Furious 7')]","[('Person', 1466.373536, 'Jason Statham')]",True,True
"i won't spoil anything, ",i think you're in for a pleasant surprise.,comparison,but,mid,"i won't spoil anything, but i think you're in for a pleasant surprise.",I am planning on going to watch it this weekend with my family.,nAnswer,Statement,None,None,"('Negative', 1.0)","('Positive', 1.0)",[],"[('MusicRecording', 396.44819225000003, 'A Pleasant Surprise'), ('Thing', 369.1245, 'in for')]",['sport'],['sport'],['Food_Drink'],['Other'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 559, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['anything'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9477c50>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'jason statham', 'id': 685, 'status': None, 'engaged': [], 'lexeme': 'jason statham', 'alias': ['jason statham'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a8fe2f60>}, 'gkg': 'kg:/m/034hyc', 'granular_actor_types': {}, 'granular_entity_types': {'actor': 1}, 'gkg_name': 'Jason Statham', 'gkg_type': ['Person']}]","[{'name': 'a pleasant surprise', 'id': 687, 'status': None, 'engaged': [], 'lexeme': 'a pleasant surprise', 'alias': ['a pleasant surprise'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a8fe28d0>}, 'gkg': 'kg:/m/0dps4_9', 'granular_actor_types': {}, 'granular_entity_types': {'song by eternal darkness': 1}, 'gkg_name': 'A Pleasant Surprise', 'gkg_type': ['MusicRecording']}, {'name': 'in for', 'id': 686, 'status': None, 'engaged': [], 'lexeme': 'in for', 'alias': ['in for'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a8fe2ba8>}, 'gkg': 'kg:/g/11c5_9l6j3', 'granular_actor_types': {}, 'granular_entity_types': {'song by arabesque': 1}, 'gkg_name': 'in for', 'gkg_type': ['Thing']}, {'name': None, 'id': 559, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['anything'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7f23a9477c50>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,"in for, A Pleasant Surprise",anything,,[],"[('MusicRecording', 396.44819225000003, 'A Pleasant Surprise'), ('Thing', 369.1245, 'in for')]",True,True
