arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"well, i guess they kind of knew, because it had been opened before.",then why didn't dumbledore destroy it?,comparison,but,begin,"well, i guess they kind of knew, because it had been opened before. but then why didn't dumbledore destroy it?","Haha, let it out. It bothers me too."
"i saw all the harry potter movies, ",i haven't read the book.,comparison,but,mid,"i saw all the harry potter movies, but i haven't read the book.",I think it is
"i mean you will know most of what happens, ",you will still like it.,comparison,but,mid,"no, not at all. i mean you will know most of what happens, but you will still like it.","The books won't ruin the movies for me, and the movies won't ruin the books?"
"I mean you will know most of what happens, but you will still like it.","don't i know it all, already?",comparison,but,begin,"but don't i know it all, already? reading the books after the movies seems like overkill.","No, not at all. I mean you will know most of what happens, but you will still like it."
"they do, ",also happy ones too.,comparison,but,mid,"they do, but also happy ones too.",The Harry Potter movies have a lot of dark scenes.
"i did, i thought it was good ",probably the weakest one.,comparison,but,mid,"i did, i thought it was good but probably the weakest one.",Did you see the first Harry Potter movie?
i can see that.,"you have to start simple in a series, after all they were just kids.",comparison,but,begin,"i can see that.  but you have to start simple in a series, after all they were just kids.","I did, I thought it was good but probably the weakest one."
"you're right, ",we get to meet sirius.,comparison,but,mid,"you're right, but we get to meet sirius.","That's my least favorit--they changed so much from the book. The Firebolt was given to Harry at the beginning, not the end."
"i guess, ","his methods seem really harsh, especially where snape is concerned.",comparison,but,mid,"i guess, but his methods seem really harsh, especially where snape is concerned.","Well, he was trying to keep Voldemort from finding out about what they were doing, wasn't he?"
i thought it was ,he wanted snape to take over at hogwarts and protect the children.,contingency,because,mid,is that why he did it? i thought it was because he wanted snape to take over at hogwarts and protect the children.,"Yes, not to mention forcing Snape to kill him so that Voldemort would believe that Snape was master of the Elder Wand."
"well, that was part of it.","like everything he did, he had multiple reasons.",comparison,but,begin,"well, that was part of it. but like everything he did, he had multiple reasons.",Is that why he did it? I thought it was because he wanted Snape to take over at Hogwarts and protect the children.
"so, my theory is that he treats him so bad ",of the prophecy.,contingency,because,mid,"so, my theory is that he treats him so bad because of the prophecy.","Yes, he treated him the worst, well up there with Harry at least."
"well, remember, it became harry's prophecy ",voldemort chose him.,contingency,because,mid,"well, remember, it became harry's prophecy because voldemort chose him.",The Voldemort/Harry prophecy?
"oh, wow, okay ","he hates neville for being alive, as he sees the prophecy and voldemort's choice when he sees neville.",contingency,so,mid,"oh, wow, okay so he hates neville for being alive, as he sees the prophecy and voldemort's choice when he sees neville. wow.","So, if he chose Neville instead of Harry, then Lily would still be alive presumably."
"so was i, ",i had just read the book so i was expecting it.,comparison,but,mid,"so was i, but i had just read the book so i was expecting it.",I was sad when Dumbledore died.
Why Snape?,he is the ultimate conflicted character.,contingency,because,begin,because he is the ultimate conflicted character. he's bad and good.,Oh you got to be kidding. Why Snape?
"i suppose you would see it that way, ",he did make up for past mistakes.,comparison,but,mid,"i suppose you would see it that way, but he did make up for past mistakes.",No he's not. He just a jerk that has issues. And he cause the death of Harry's parents.
"to us he changed, ",to himself he always was a good guy in disguise.,comparison,but,mid,"he always was snape.  to us he changed, but to himself he always was a good guy in disguise.",What do you mean no?
i hated him too ,then he was actually a good guy!,comparison,but,mid,i hated him too but then he was actually a good guy!,Dumbledore in Half-Blood Prince! I hated Snape for doing that!
"yeah, they got into fights, ",always ended it well.,comparison,but,mid,"yeah, they got into fights, but always ended it well.",The three friends stayed together.
there always seems to be some little gem that missed ,and it's so great.,temporal,before,mid,me too. there always seems to be some little gem that missed before and it's so great. love those movies.,I see new details every time.
They could have been killed at any moment.,", he was the best head master.",comparison,but,begin,"but, he was the best head master. he loved harry as a son.","Right, but more or less alone, with no help. They could have been killed at any moment."
"i like that one too, ",it makes me mad when ron ruins the whole thing for hermione.,comparison,but,mid,"i like that one too, but it makes me mad when ron ruins the whole thing for hermione.",I love the Yule Ball scene.
i think ron's just jealous ,he secretly loves hermione.,contingency,because,mid,i think ron's just jealous because he secretly loves hermione.,"And then she ends up being asked by Viktor Krum, the most famous guy at the school!"
"he really does love her, ",they don't even kiss until the end of the deathly hallows part 2.,comparison,but,mid,"he really does love her, but they don't even kiss until the end of the deathly hallows part 2.",I think Ron's just jealous because he secretly loves Hermione.
The elves could just bring it up.,maybe it was easier to just use magic to bring it up vs. the elves doing it physically.,comparison,but,begin,but maybe it was easier to just use magic to bring it up vs. the elves doing it physically.,That doesn't make any sense.  The elves could just bring it up.
He's so unimportant that they can write him out of half of the last movie.,i miss him when he's gone!,comparison,but,begin,but i miss him when he's gone!,That's one instance. He's so unimportant that they can write him out of half of the last movie.
She can do so much better.,they love each other!,comparison,but,begin,but they love each other!  it's a timeless love!,And why would Hermonine MARRY him? She can do so much better.
Who wouldn't be happy?,"he really didn't defeat him, he just came back again.",comparison,but,begin,"but he really didn't defeat him, he just came back again.",He defeated that Voldemort-thingy in the guy's head. Who wouldn't be happy?
i think it's ,so much happens in the book that they wanted to try to fit everything in.,contingency,because,mid,i think it's because so much happens in the book that they wanted to try to fit everything in.,So why do you think the directors chose to split the Deathly Hallows book into two separate movies?
i do like that scene a lot.,"i like even more at the end of the second movie when hagrid is carrying harry and everyone thinks he's dead, but he's actually alive.",comparison,but,begin,"i do like that scene a lot. but i like even more at the end of the second movie when hagrid is carrying harry and everyone thinks he's dead, but he's actually alive.","I think there's a lot of character development, and there's a great scene when Harry and Hermione are dancing together in the tent."
"but i like even more at the end of the second movie when hagrid is carrying harry and everyone thinks he's dead, ",he's actually alive.,comparison,but,mid,"i do like that scene a lot. but i like even more at the end of the second movie when hagrid is carrying harry and everyone thinks he's dead, but he's actually alive.","I think there's a lot of character development, and there's a great scene when Harry and Hermione are dancing together in the tent."
but i like even more at the end of the second movie when hagrid is carrying harry ,"everyone thinks he's dead, but he's actually alive.",expansion,and,mid,"i do like that scene a lot. but i like even more at the end of the second movie when hagrid is carrying harry and everyone thinks he's dead, but he's actually alive.","I think there's a lot of character development, and there's a great scene when Harry and Hermione are dancing together in the tent."
"i think all of the movies have been a little bit cheesy, ",they're true to the books for the most part which is what matters.,comparison,but,mid,"i think all of the movies have been a little bit cheesy, but they're true to the books for the most part which is what matters.","I thought that part was a little bit cheesy, to be honest."
it is.,"it needed to be, they were growing up.",comparison,but,begin,"it is. but it needed to be, they were growing up.",That one is kind of sad.
"it was a sad, ",fitting end to the series.,comparison,but,mid,"it was a sad, but fitting end to the series.","I think you are right, I felt like I grew with the characters."
"there were, ","the last book, ""harry potter and the deathly hallows"" was divided in to two parts.",comparison,but,mid,"there were, but the last book, ""harry potter and the deathly hallows"" was divided in to two parts.",Weren't there seven books?
"mostly they were, ",there were a few exceptions.,comparison,but,mid,"mostly they were, but there were a few exceptions.  dumbledore and one of draco's henchmen changed.",Were the same actors used throughout the movies?
"lavender brown did, she was only a minor character in the first couple, so it wasn't that important in the first couple because she didn't really have speaking roles, ",when the later books came out and she became more important they changed her actress for the later movies.,comparison,but,mid,"lavender brown did, she was only a minor character in the first couple, so it wasn't that important in the first couple because she didn't really have speaking roles, but when the later books came out and she became more important they changed her actress for the later movies.",Anyone else change?
"lavender brown did, she was only a minor character in the first couple, ","it wasn't that important in the first couple because she didn't really have speaking roles, but when the later books came out and she became more important they changed her actress for the later movies.",contingency,so,mid,"lavender brown did, she was only a minor character in the first couple, so it wasn't that important in the first couple because she didn't really have speaking roles, but when the later books came out and she became more important they changed her actress for the later movies.",Anyone else change?
"lavender brown did, she was only a minor character in the first couple, so it wasn't that important in the first couple ","she didn't really have speaking roles, but when the later books came out and she became more important they changed her actress for the later movies.",contingency,because,mid,"lavender brown did, she was only a minor character in the first couple, so it wasn't that important in the first couple because she didn't really have speaking roles, but when the later books came out and she became more important they changed her actress for the later movies.",Anyone else change?
"lavender brown did, she was only a minor character in the first couple, so it wasn't that important in the first couple because she didn't really have speaking roles, but when the later books came out ",she became more important they changed her actress for the later movies.,expansion,and,mid,"lavender brown did, she was only a minor character in the first couple, so it wasn't that important in the first couple because she didn't really have speaking roles, but when the later books came out and she became more important they changed her actress for the later movies.",Anyone else change?
"i like the bigger scenes, ",there are a few subtle ones i think pay a fair homage to the films.,comparison,but,mid,"i like the bigger scenes, but there are a few subtle ones i think pay a fair homage to the films.",What is your favorite scene in the franchise?
"i know that it's pretty practical, ",i love how they can just have a quick light whenever they want.,comparison,but,mid,"i really like lumos. i know that it's pretty practical, but i love how they can just have a quick light whenever they want. what about you?",What's your favorite spell that they use in the Harry Potter movies?
"that reminds me of how they always say the wizard doesn't choose the wand, ",the wand chooses the wizard.,comparison,but,mid,"that reminds me of how they always say the wizard doesn't choose the wand, but the wand chooses the wizard.","Yeah, I can see how they'd be scary. I think you really have to mean them to use them though."
"seeing how they have to get down to their vaults is crazy to me, ",i love that goblins run the whole bank.,comparison,but,mid,"seeing how they have to get down to their vaults is crazy to me, but i love that goblins run the whole bank.",That's one of my favorite scenes in the entire series! I also like when they go to Gringotts for the first time.
"not quite how i pictured him from the books, ",he played the part so well that it didn't matter.,comparison,but,mid,"yeah, he played a wonderful snape. not quite how i pictured him from the books, but he played the part so well that it didn't matter.",How about Alan Rickman?
"i don't remember the actress's name, ",she did really well as a character that was both dreamy and fiercely intelligent.,comparison,but,mid,"oh, for sure! i don't remember the actress's name, but she did really well as a character that was both dreamy and fiercely intelligent.","Luna was good, too."
voldy seemed to have esteem for him at one point.,he turned out to be a punk.,comparison,but,begin,voldy seemed to have esteem for him at one point.  but he turned out to be a punk.,I like the Mr. Weasly stood up to him and he seemed to back down.  Gives me the impression that maybe Malfoy was all talk.
might have been interesting to see him fight.,"it seems his wife might be stronger than him, at least mentally.",comparison,although,begin,"might have been interesting to see him fight.  although it seems his wife might be stronger than him, at least mentally.","Yeah, you can see at the end he looks like hell."
"any draco, ",he was like his dad.,comparison,although,mid,"any draco, although he was like his dad.  all talk and no fight.","Might have been interesting to see him fight.  Although it seems his wife might be stronger than him, at least mentally."
she knew her stuff ,knew how to have fun sometimes too.,comparison,but,mid,not me. i think mcgonagall would have been my fave. she knew her stuff but knew how to have fun sometimes too.,I don't know that's a hard one. Probably Hagrid so we could get into trouble.
"i just went back and rewatched the first couple of harry potter movies, ","... you know, they're... kind of not good.",expansion,and,mid,"i just went back and rewatched the first couple of harry potter movies, and... you know, they're... kind of not good.",I would pay to see it!
i don't know; they seemed great at the time.,"they don't really... work as movies, at all.",comparison,but,begin,"i don't know; they seemed great at the time. but they don't really... work as movies, at all.",You just noticed that?
"i think chris columbus was just scared of taking any liberties, ","instead of making a coherent movie he just adapted a series of memorable scenes, verbatim, with little in the way of connective tissue.",contingency,so,mid,"i think chris columbus was just scared of taking any liberties, so instead of making a coherent movie he just adapted a series of memorable scenes, verbatim, with little in the way of connective tissue.",Stand alone -- yeah. I kinda feel like they expected me to have the book open in my lap while I was watching.
"gambon started in the third one, yeah, azkaban.","you can kinda pretend that's a soft reboot, i guess.",contingency,so,begin,"gambon started in the third one, yeah, azkaban. so you can kinda pretend that's a soft reboot, i guess.","I think it's safe to say those two are total write-offs. When does the new Dumbledore come in, anyway?"
"from here on, the kids actually try to act, also.",", you get the sense that columbus just propped them in the right positions and told them what face to pull.",temporal,before,begin,"from here on, the kids actually try to act, also. before, you get the sense that columbus just propped them in the right positions and told them what face to pull.",That works for me.
"because, if voldermort would have targeted the longbottoms, his mom ","dad, instead of the potters, lily might still be alive.",expansion,and,mid,"because, if voldermort would have targeted the longbottoms, his mom and dad, instead of the potters, lily might still be alive.",Then why?
"well, that is a tough question, ",i would have to say the sorcerer's stone.,comparison,but,mid,"well, that is a tough question, but i would have to say the sorcerer's stone.",What movie was your favorite?
i think i might have the rest ,when we moved i displaced them.,comparison,but,mid,i think i might have the rest but when we moved i displaced them.,Yes. But what about the rest?
"oh ya, i have ","my kids havent, thats a great suggestion",comparison,but,mid,"oh ya, i have but my kids havent, thats a great suggestion","Have you watched ""Harry Potter""?"
"i know most everyone says harry, ",i love ron weasley,comparison,but,mid,"i know most everyone says harry, but i love ron weasley","Thats a great idea, who is your favorite character?"
"lord voldemort is creepy, ",also one of my favorites,comparison,but,mid,"lord voldemort is creepy, but also one of my favorites","I can see that, he is very funny in the movies"
"well, she's a horrible woman, ",not a bad character.,comparison,but,mid,"well, she's a horrible woman, but not a bad character. i mean characters that don't have much of a purpose.",I absolutely hate Bellatrix.
"voldemort split his soul into 7 parts, and one lived inside harry, ",harry had to die for voldemort to die too.,contingency,so,mid,"a horcrux is made when somebody splits their soul into different parts, hopefully giving them immortal life. voldemort split his soul into 7 parts, and one lived inside harry, so harry had to die for voldemort to die too.",What do you mean by a Horcrux?
i think it was good ,there was a few weird parts.,comparison,but,mid,i think it was good but there was a few weird parts.,What did you think about the last Harry Potter movie?
"i love them all, ","if i had to pick one, i guess goblet of fire.",comparison,but,mid,"i love them all, but if i had to pick one, i guess goblet of fire.",Awesome! Which one is your favorite?
"i like that one too, ",i always cry when cedric dies.,comparison,but,mid,"i like that one too, but i always cry when cedric dies.","I love them all, but if I had to pick one, I guess Goblet of Fire."
i'm glad it was spit up into two movies ,the whole story could be covered.,contingency,so,mid,that is a good one. i'm glad it was spit up into two movies so the whole story could be covered.,"Yeah, it is. I think my favorite movie is the first Deathly Hallows."
"of course i knew snape dies, ",it is still always sad to see.,comparison,but,mid,"agreed! i like both of them for sure. of course i knew snape dies, but it is still always sad to see.",That is a good one. I'm glad it was spit up into two movies so the whole story could be covered.
"yeah, seeing how his mother tricked the muggle tom riddle into loving her with a love potion ",resulting into tom marvel riddle ( voldemort ) being born and implied that since he was conceived under a love spell he can't love would've been pretty informative.,expansion,and,mid,"yeah, seeing how his mother tricked the muggle tom riddle into loving her with a love potion and resulting into tom marvel riddle ( voldemort ) being born and implied that since he was conceived under a love spell he can't love would've been pretty informative.","I just wish they would've showed more of Voldemort's background, like the things that happened with his family history ."
"yeah, seeing how his mother tricked the muggle tom riddle into loving her with a love potion and resulting into tom marvel riddle ( voldemort ) being born ",implied that since he was conceived under a love spell he can't love would've been pretty informative.,expansion,and,mid,"yeah, seeing how his mother tricked the muggle tom riddle into loving her with a love potion and resulting into tom marvel riddle ( voldemort ) being born and implied that since he was conceived under a love spell he can't love would've been pretty informative.","I just wish they would've showed more of Voldemort's background, like the things that happened with his family history ."
so i'm watching harry potter and the order of the phoenix ,i think this is the saddest one out of all the movies.,expansion,and,mid,so i'm watching harry potter and the order of the phoenix and i think this is the saddest one out of all the movies.,"Absolutely, he was exactly how you could imaging Snape. He was perfect, and that scene of him dying in the boathouse makes me cry every single time."
"tough to pick, ",probably the first one.,comparison,but,mid,"tough to pick, but probably the first one.",Some of them - which is your favorite?
"for the most part yes, ",i am glad they made movies from the series.,comparison,but,mid,"for the most part yes, but i am glad they made movies from the series. how about you?",Do you prefer the books to the movies?
i usually prefer the book the the movies in general ,really like the harry potter films so it's tough to say.,comparison,but,mid,i usually prefer the book the the movies in general but really like the harry potter films so it's tough to say.,"For the most part yes, but I am glad they made movies from the series. How about you?"
i usually prefer the book the the movies in general but really like the harry potter films ,it's tough to say.,contingency,so,mid,i usually prefer the book the the movies in general but really like the harry potter films so it's tough to say.,"For the most part yes, but I am glad they made movies from the series. How about you?"
"true, i grew up with the movies ",they were a big part of my childhood.,contingency,so,mid,"true, i grew up with the movies so they were a big part of my childhood.",I usually prefer the book the the movies in general but really like the Harry Potter films so it's tough to say.
he stole the stuff at the orphanage.,kids tend to grow out of that.,comparison,but,begin,he stole the stuff at the orphanage. but kids tend to grow out of that.,"Yeah, he seemed independent and ambitious."
daniel radcliffe was so young ,delivered a great performance.,comparison,but,mid,"i did, it's great. daniel radcliffe was so young but delivered a great performance.","Yes, that one. Did you see it?"
i'm not sure ,i believe so.,comparison,but,mid,i'm not sure but i believe so.,Didn't the dark spot above them also go away when they did this?
i wonder why that happened ,there power in that moment was too strong?,contingency,because,mid,i wonder why that happened because there power in that moment was too strong?,I'm not sure but I believe so.
it may have been a test schot even.,ya i guess emma was just so excited to be in and knew all the lines for everyone!,comparison,but,begin,it may have been a test schot even. but ya i guess emma was just so excited to be in and knew all the lines for everyone!,That is really funny. Must have been the first film.
he sacrificed himself ,also a lot of others as well.,comparison,but,mid,it does kind of bring into question what kind of man he is though.  he sacrificed himself but also a lot of others as well.,That he masterminded the whole plot from the very beginning.
it was for the greater good ,who knows maybe there was a better way.,comparison,but,mid,"yes, indeed he did.  it was for the greater good but who knows maybe there was a better way.",It does kind of bring into question what kind of man he is though.  He sacrificed himself but also a lot of others as well.
He was able to destroy horcuxes himself.,"with great difficulty, and harry ended up a horcrux at the end.",comparison,but,begin,"but with great difficulty, and harry ended up a horcrux at the end.","As powerful as he was, he might have been able to find a way to defeat Tom Riddle.  He was able to destroy horcuxes himself."
"yeah, i guess you're right.",he could have stopped voldy before he went after harry.,comparison,but,begin,"yeah, i guess you're right.  but he could have stopped voldy before he went after harry.","But with great difficulty, and Harry ended up a horcrux at the end."
you're just saying that ,"there's a crying, bleeding infant in the background.",contingency,because,mid,"you're just saying that because there's a crying, bleeding infant in the background.",I just really hate how him cradling Lily's body in the last movie has been over-romantacized.
"it did make me cry the first time, i admit, ",now i just kind of giggle at it.,comparison,but,mid,"it did make me cry the first time, i admit, but now i just kind of giggle at it.","...Yes, yes that is exactly what I'm saying."
"sometimes that's true, ",i just don't see it in this case.,comparison,but,mid,"sometimes that's true, but i just don't see it in this case. ron really isn't supportive of her interests unless they benefit him in some way.","Yeah, but opposites attract, don't they?"
they could do okay stand alone ,you won't get nearly as much out of it!,comparison,but,mid,yes! they could do okay stand alone but you won't get nearly as much out of it!,Do I have to start at the beginning of the Harry Potter series?
"i love them, ",not as much as the books.,comparison,although,mid,"of course! i love them, although not as much as the books.",Have you seen all of the Harry Potter movies yet?
i think it has a more wholesome idea of adventure ,of the triwizard tournament.,contingency,because,mid,i love order of the phoenix. i think it has a more wholesome idea of adventure because of the triwizard tournament.,Which one is your favorite?
it's more adult than the earlier movies ,it's still a bit more lighthearted.,comparison,but,mid,"no, but you know what i mean! it's more adult than the earlier movies but it's still a bit more lighthearted.",Really? Voldemort killing Cedric is wholesome?
sooo dreamy.,hermionie and ron are meant to be!,comparison,but,begin,sooo dreamy. but hermionie and ron are meant to be!,I wish things had worked out differently with Viktor Krum. He was so gorgeous!
"yeah, it was a bit surprising, ",i couldn't tell they liked each other through most of the movies.,contingency,because,mid,"yeah, it was a bit surprising, because i couldn't tell they liked each other through most of the movies.",Can you believe that Harry Potter actually ended up with Ron's sister?
it's awesome ,it really instills imagination in peoples hearts.,contingency,because,mid,it's awesome because it really instills imagination in peoples hearts.,"Yeah, its pretty unreal. I think everyone I know has seen all of the movies."
"fortuna major, ","it has basically become a meme, and people laugh when you say it randomly.",contingency,because,mid,"fortuna major, because it has basically become a meme, and people laugh when you say it randomly.",What is your favorite spell from the movie?
"i always thought he was a dark character, ",he had good in him.,comparison,but,mid,"i always thought he was a dark character, but he had good in him.","Me too, Snape was a great character."
that was so sad that he was in love with lily potter ,she didn't feel the same.,comparison,but,mid,that was so sad that he was in love with lily potter but she didn't feel the same.,And by the Half blood Prince we saw why he seems to dislike Harry.
i liked it a lot.,"it got pretty dark, especially towards the end when harry comes out with cedric's body.",comparison,but,begin,"i liked it a lot. but it got pretty dark, especially towards the end when harry comes out with cedric's body.",What did you think of it? That's one of my favorite movies in the whole series!
when fred and george try to put their names in the cup ,"get cursed with beards, and then when dumbledore corners harry after his name gets pulled.",expansion,and,mid,"when fred and george try to put their names in the cup and get cursed with beards, and then when dumbledore corners harry after his name gets pulled.",Which parts are you thinking of?
"well, i really like the books, ",i was worried that the movies would ruin them for me.,comparison,but,mid,"well, i really like the books, but i was worried that the movies would ruin them for me.",You just started watching them!? Why haven't you seen them before now?
"the first three movies or so are really similar to the books, ",they start to change things up a little in the fifth one and on.,comparison,but,mid,"the first three movies or so are really similar to the books, but they start to change things up a little in the fifth one and on.","They're really similar to the books so far, I really like them. I think Daniel Radcliff is the perfect Harry."
i think i would be ravenclaw ,i love to read.,contingency,because,mid,i think i would be ravenclaw because i love to read. how about you?,What house do you think you'd be sorted into?
slytherin i think ,i'm not nice enough to be a gryffindor.,contingency,because,mid,slytherin i think because i'm not nice enough to be a gryffindor.,I think I would be Ravenclaw because I love to read. How about you?
i'd also like to see him ,he was all beat up.,temporal,before,mid,i know right?  i'd also like to see him before he was all beat up.,He was awesome.  Scary good guys are always the best kind.
"true, i burst out laughing when the students are working on their potions ",hermione's hair has gone from curly to crazy thanks to the fumes.,expansion,and,mid,"true, i burst out laughing when the students are working on their potions and hermione's hair has gone from curly to crazy thanks to the fumes.","Oh, totally, Emma Watson did that so well. I think most people that love Hermione's character had to love how that played out in the movie."
