arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"that's great, ",her talent and art image hasn't really kept her relevant.,comparison,but,mid,"that's great, but her talent and art image hasn't really kept her relevant. her career seems to be on the decline.","""Pokerface"" was a masterpiece! She even does tributes to classic rock legends. I think she performs jazz too."
"i like joanne, ",i know a lot of people don't.,comparison,but,mid,"i like joanne, but i know a lot of people don't.","You know not really, I'm not really a country fan. I like her older stuff."
"yeah, i mean lyrically it's good, ",i think it's the wrong genre.,comparison,but,mid,"yeah, i mean lyrically it's good, but i think it's the wrong genre. most of her fans are into pop.","I like Joanne, but I know a lot of people don't."
oh yes gaga started as a konvict music artist ,she was signed unto sony music.,temporal,before,mid,oh yes gaga started as a konvict music artist before she was signed unto sony music.,Kelly did Akon at one time signed Lady Gaga on his Konvict music label.
well i would rather say lady gaga did a good job for sony music ,she was dropping hit songs after hit songs and sony don't need to promo much as songs are instant hot from first week.,contingency,because,mid,well i would rather say lady gaga did a good job for sony music because she was dropping hit songs after hit songs and sony don't need to promo much as songs are instant hot from first week.,Sony did a good job with her though.
well i would rather say lady gaga did a good job for sony music because she was dropping hit songs after hit songs ,sony don't need to promo much as songs are instant hot from first week.,expansion,and,mid,well i would rather say lady gaga did a good job for sony music because she was dropping hit songs after hit songs and sony don't need to promo much as songs are instant hot from first week.,Sony did a good job with her though.
well i would rather say lady gaga did a good job for sony music because she was dropping hit songs ,hit songs and sony don't need to promo much as songs are instant hot from first week.,temporal,after,mid,well i would rather say lady gaga did a good job for sony music because she was dropping hit songs after hit songs and sony don't need to promo much as songs are instant hot from first week.,Sony did a good job with her though.
"my all time lady gaga song was ""alehandro"" ",the song had so many controversy.,comparison,although,mid,"my all time lady gaga song was ""alehandro"" although the song had so many controversy.",well i would rather say lady gaga did a good job for Sony Music because she was dropping hit songs after hit songs and Sony don't need to promo much as songs are instant hot from first week.
"among other things, ",she does have a good sound,comparison,but,mid,"among other things, but she does have a good sound","Are you talking about the ""meat suit""?"
i feel like she tries too hard to be weird.,her music is actually really good.,comparison,but,begin,i feel like she tries too hard to be weird. but her music is actually really good.,Why didn't you like her?
i feel like her music is good ,she doesnt need the gimmic.,comparison,but,mid,i feel like her music is good but she doesnt need the gimmic.,Do you like lady gaga?
"well, she is huge now ",she doesnt need to do that.,contingency,so,mid,"well, she is huge now so she doesnt need to do that.","well, it certainly helps. music is so oversaturated."
i did not ,i can believe it with her range.,comparison,but,mid,i did not but i can believe it with her range.  what do you think of her stage presence?,Those are some of my favorites also.  Did you know she is classically trained?
i mean its older ,people like that.,comparison,but,mid,i mean its older but people like that.,Bad Romance was a little stale.
she came out with a bang in the late 2000s with the fame ,then she kind of fizzled out.,comparison,but,mid,i feel like this may be her time to come back.  she came out with a bang in the late 2000s with the fame but then she kind of fizzled out.,I haven't heard it.  I really liked A Million Reasons though from her album Joanne.
i really liked applause ,"you're right, there weren't as many stand alone hits.",comparison,but,mid,"i really liked applause but you're right, there weren't as many stand alone hits.","No, none of the songs were very catchy.  The only catchy song was Born This Way."
i'll have to check that out ,i don't really like jazz.,comparison,but,mid,i heard she did a jazz album at some point.  i'll have to check that out but i don't really like jazz.,"I really liked Applause but you're right, there weren't as many stand alone hits."
"yes, that one is definitely one of my favorites.",you and i is my favorite.,comparison,but,begin,"yes, that one is definitely one of my favorites.  but you and i is my favorite.",So do I.  Lately I can't get enough of Million Reasons.
yes she does ,what a voice.,comparison,but,mid,yes she does but what a voice.,She wears some strange outfits.
oh that is a unconvential song by lady gaga ,a good one.,comparison,but,mid,oh that is a unconvential song by lady gaga but a good one.,I like when it happens to you.
i love it ,my girlfriend embodies that song,contingency,because,mid,i love it because my girlfriend embodies that song,Ha! What do you think of applause?
"to be honest, i heard a podcast ",haven't bought an album since the fame monster!,comparison,but,mid,"to be honest, i heard a podcast but haven't bought an album since the fame monster!",What is the last lady Gaga song that you heard?
lady gaga was born in 1986 ,her clothes represent three different decades.,comparison,but,mid,lady gaga was born in 1986 but her clothes represent three different decades. i love lady gaga!,I want to get some Lady Gaga apparel! Her new fan website is amazing.
my favorite is born this way ,it touches a subject on equality and that means something.,contingency,because,mid,my favorite is born this way because it touches a subject on equality and that means something.,I would have to say my favorite song is Poker Face. You?
"i haven't heard anything about it, ",i wish that she would release something soon.,comparison,but,mid,"i haven't heard anything about it, but i wish that she would release something soon. she's one of my favorites.",Do you know if Lady Gaga has a new album coming out soon?
"i think she's different from the other pop divas, ",her style is so out-there at times.,contingency,because,mid,"i think she's different from the other pop divas, because her style is so out-there at times.","I know! ""Bad Romance"" was my favorite when it first came out."
"i kind of do, ",she is a bit on the wild side for my taste.,comparison,but,mid,"i kind of do, but she is a bit on the wild side for my taste.",Do you like the music of Lady Gaga?
"i agree, the shows and her stage presence, and even publicity stunts do seem a bit wild.",she has so many great songs!,comparison,but,begin,"i agree, the shows and her stage presence, and even publicity stunts do seem a bit wild.  but she has so many great songs!","I kind of do, but she is a bit on the wild side for my taste."
"well, she has a lot of big hits, ","one of my favorite songs she does is ""you and i""",comparison,but,mid,"well, she has a lot of big hits, but one of my favorite songs she does is ""you and i""",I never thought much about it.  What songs are you talking about?
"oh wow, that music video for born this way is kinda scary and weird.",the song is good,comparison,but,begin,"oh wow, that music video for born this way is kinda scary and weird.  but the song is good","She has so many hits, like ""Poker Face""  ""Bad Romance"" and ""Born This Way"""
"i think that song, ""born this way""  is her most powerful song with a message.",", most of her songs have a message of some sort.",comparison,although,begin,"i think that song, ""born this way""  is her most powerful song with a message.  although, most of her songs have a message of some sort.","Oh wow, that music video for Born This Way is kinda scary and weird.  But the song is good"
"i'll give you that, ",i guess i just don't like the song.,comparison,but,mid,"i'll give you that, but i guess i just don't like the song.",I loved it! It was crazy to see her dancing that well.
"i agree, ",she should do something new with it.,comparison,but,mid,"i agree, but she should do something new with it.","Yeah, but Lady GaGa is clearly inspired by Madonna. I don't think that's a bad thing."
"i know it's new, ",i love joanne.,comparison,but,mid,"i know it's new, but i love joanne.",What is your favorite Lady Gaga album?
"she still maintains her awesome vocal prowess, ",has stepped back a bit with the crazy.,comparison,but,mid,"she still maintains her awesome vocal prowess, but has stepped back a bit with the crazy.",Why is that?
sort of.,"yeah, this album is very personal, very stripped-down.",comparison,but,begin,"sort of. but yeah, this album is very personal, very stripped-down.","Before she was an image, or an act. Now she's a person."
"i know, ",her most recent album is almost country music.,comparison,but,mid,"i know, but her most recent album is almost country music.",I don't think so I'm not really a fan of Lady Gaga.
i don't no ,i no all of her song is good.,comparison,but,mid,i don't no but i no all of her song is good.,what is some of the songs she will be singing?
ok but we need to be early ,"i no it will be a lots of peoples there,",contingency,because,mid,"ok but we need to be early because i no it will be a lots of peoples there,",yes just let me no when you plan to go.
they're anthems to me...,born this way is more of an anthem.,comparison,but,mid,they're anthems to me...but born this way is more of an anthem.,would you say born this way and judas are anthems?
i like bad romance ,she has many i like,comparison,but,mid,i like bad romance but she has many i like,whats her best song you think
"jolene, 9 to 5, and i will always love you for dolly ","the night the lights went out in georgia, fancy, and the greatest man i never knew for reba.",expansion,and,mid,"jolene, 9 to 5, and i will always love you for dolly and the night the lights went out in georgia, fancy, and the greatest man i never knew for reba.",Sure I like them a lot. What are some of their most popular songs?
i like that song ,it is kind of catty in my opinion.,comparison,but,mid,i like that song but it is kind of catty in my opinion.,"I heard Beautiful, Dirty, Rich."
"i thought she had been just making up certain sounds, ",it is really words.,comparison,but,mid,"i thought she had been just making up certain sounds, but it is really words.",right.  I had not known that  either.
i know lady gaga is a controversial figure.,", is her music controversial also?",comparison,but,begin,"i know lady gaga is a controversial figure. but, is her music controversial also?",It is a strange video.
i think she is ,she sang a new song at her coachella performance.,contingency,because,mid,i think she is because she sang a new song at her coachella performance.,Is Lady Gaga coming out with a new album?
i like it ,she tells about her life.,contingency,because,mid,i like it because she tells about her life.,Why do you like that song?
"it's very simple, ",gaga makes it interesting.,comparison,but,mid,"it's very simple, but gaga makes it interesting.","Yes, I really like it."
"it's supposed to be looked down upon, ",you know it's going on.,comparison,but,mid,"it's supposed to be looked down upon, but you know it's going on.","I agree, I think the artists pays for plays to be honest."
"you know, when i first saw her i dismissed her as a gimmick act, ","the more i see her, the more impressed i am.",comparison,but,mid,"i think it's cool that you're a lady gaga fan too. you know, when i first saw her i dismissed her as a gimmick act, but the more i see her, the more impressed i am.",Me too but Million Reasons was sort of catchy
"not really my favorite performance, ",she got to show another side and how talented she is.,comparison,but,mid,"not really my favorite performance, but she got to show another side and how talented she is.",Yes!  Who knew she had that range.  Obviously she's had classical training.
"no, i missed that, ",i bet it's on youtube... i'll give it a look.,comparison,but,mid,"no, i missed that, but i bet it's on youtube... i'll give it a look.",Did you see the interview she did with Barbara Walters? It was her and her mother at home?  She was so real.
"i haven't heard her newest stuff, ",i guess i like her greatest hits best.,contingency,so,mid,"i haven't heard her newest stuff, so i guess i like her greatest hits best.",Do you like Lady Gaga's newer music or her greatest hits?
"yeah, eventually i got burnt out on it, ",now i like hearing it every once in a while.,comparison,but,mid,"yeah, eventually i got burnt out on it, but now i like hearing it every once in a while.",I remember they would play it like 2 or 3 times a night.
"it would probably have to be the fame, ",i like all of them.,comparison,but,mid,"it would probably have to be the fame, but i like all of them.",What's your favorite album by Lady Gaga?
"me too, ",i prefer her album the fame monster.,comparison,but,mid,"me too, but i prefer her album the fame monster.","Oh, I know. I could listen to Paparazzi and Just Dance all day."
that's strange.,"yeah, she sang with tony bennett once!",comparison,but,begin,"really? that's strange. but yeah, she sang with tony bennett once!","No, I didn't have internet back then."
"i like her voice well enough, ",i'm just not that into new-disco.,comparison,but,mid,"i like her voice well enough, but i'm just not that into new-disco.","They did ""The Lady is a Tramp"" together. It was really cute."
"well, it's not that i don't like it, it's decent enough.",she used to feel more exciting and adventurous.,comparison,but,begin,"well, it's not that i don't like it, it's decent enough. but she used to feel more exciting and adventurous.","I like it, how do you mean disappointing?"
she started out as kind of generic dance-pop ,"then quickly took the genre into some new directions, likewise with her music videos.",comparison,but,mid,"she started out as kind of generic dance-pop but then quickly took the genre into some new directions, likewise with her music videos.","Yeah, I guess I can see what you mean."
"that one was weird again, ",i don't think i would call it good.,comparison,but,mid,"that one was weird again, but i don't think i would call it good. it was missing something that her earlier ones had.",She had a good video for John Wayne.
it was well done.,i can't help but think she ripped off madonna on this track.,comparison,but,begin,it was well done. but i can't help but think she ripped off madonna on this track.,Really? That was such a popular track.
but i can't help ,think she ripped off madonna on this track.,comparison,but,mid,it was well done. but i can't help but think she ripped off madonna on this track.,Really? That was such a popular track.
"i'd never go there anyway, ",why shouldn't i?,comparison,but,mid,"i'd never go there anyway, but why shouldn't i?","If you get her albums on CD, don't get them from Walmart."
i love how she is a pop singer ,she can also sing classical or rock music.,comparison,but,mid,i love how she is a pop singer but she can also sing classical or rock music.,I agree. She appeals to so many populations of people.
"""telephone"", the beyonce/lady gaga collaboration, was written for ",rejected from what album?,comparison,but,mid,"""telephone"", the beyonce/lady gaga collaboration, was written for but rejected from what album?",The song is about ending a romantic relationship and then looking to start another one.
"not actively, ",i've heard a lot of her songs.,comparison,but,mid,"not actively, but i've heard a lot of her songs.",Do you listen to Lady Gaga?
"just her first one, ",i have the double cd version.,comparison,but,mid,"just her first one, but i have the double cd version.",Do you have any Lady Gaga albums?
"i prefer telephone because it has a better dance beat, ",video phone is fun and sexy.,comparison,but,mid,"i prefer telephone because it has a better dance beat, but video phone is fun and sexy.",Did you like Video Phone or Telephone?
i prefer telephone ,"it has a better dance beat, but video phone is fun and sexy.",contingency,because,mid,"i prefer telephone because it has a better dance beat, but video phone is fun and sexy.",Did you like Video Phone or Telephone?
"i really like the video phone music video, personally, ",of all the different styles beyonce wears.,contingency,because,mid,"i really like the video phone music video, personally, because of all the different styles beyonce wears.","I prefer Telephone because it has a better dance beat, but Video phone is fun and sexy."
"i just mean that i like to work out and dance to telephone better, ",the video phone video is better than telephone.,comparison,but,mid,"me too! i just mean that i like to work out and dance to telephone better, but the video phone video is better than telephone.","I really like the Video Phone music video, personally, because of all the different styles Beyonce wears."
i like lady gaga's more ,she has a bit more energy.,contingency,because,mid,i like lady gaga's more because she has a bit more energy. what about you?,I agree totally. Which vocals do you like better Beyonce's or Lady Gaga's in Telephone?
i like beyonce's a bit better ,she sounds like you don't want to mess with her.,contingency,because,mid,i like beyonce's a bit better because she sounds like you don't want to mess with her. what about the vocals in video phone?,I like Lady Gaga's more because she has a bit more energy. What about you?
"i know it's an oldie, ",it's my favorite.,comparison,but,mid,"just dance.  i know it's an oldie, but it's my favorite.",What's your favorite song by her?
it's a lesser known song ,it's great.,comparison,but,mid,it's a lesser known song but it's great.  you should definitely check it out.,No I haven't.
"it's a newer song and her music has evolved a bit so it's different, ",if you like lady gaga i'm sure you'll like this song.,comparison,but,mid,"no, not really.  it's a newer song and her music has evolved a bit so it's different, but if you like lady gaga i'm sure you'll like this song.","Okay, I'll do that.  Is it anything like Just Dance?"
it's a newer song and her music has evolved a bit ,"it's different, but if you like lady gaga i'm sure you'll like this song.",contingency,so,mid,"no, not really.  it's a newer song and her music has evolved a bit so it's different, but if you like lady gaga i'm sure you'll like this song.","Okay, I'll do that.  Is it anything like Just Dance?"
yes i like a million reasons a lot ,i miss her dance music.,comparison,but,mid,yes i like a million reasons a lot but i miss her dance music.,Do you like her new album?
"she's so talented, not just in singing, ",in dancing and playing the piano.,comparison,but,mid,"she's so talented, not just in singing, but in dancing and playing the piano.",Me too. She has such a great voice.
"yea, that's a good point.",the music videos were so cool too.,comparison,but,begin,"yea, that's a good point. but the music videos were so cool too.","They get a little annoying after awhile though, don't you think?"
i like some ,i do not like 'born this way' or 'poker face.',comparison,but,mid,i like some but i do not like 'born this way' or 'poker face.' i totally loathe 'bad romance.',Are there any Lady Gaga songs you totally hate?
i like 'you and i' ,her voice is better on that one.,contingency,because,mid,i like 'you and i' because her voice is better on that one.,"Oh, I see. I actually agree."
i'm ot sure ,it's better.,contingency,because,mid,i'm ot sure because it's better.,She is. I wonder why she doesn't always sing like that.
"well, she has a pretty voice ",she often doesn't display it.,comparison,but,mid,"well, she has a pretty voice but she often doesn't display it. she sometimes sings with this mannish voice.",No. I personally don't know much about her.
"all of them are good,",one of my favorite isdon't drive your mother away.,comparison,but,mid,"all of them are good,but one of my favorite isdon't drive your mother away.",do you no one of her best song?
i cannot stand most pop ,their is one i like,comparison,but,mid,i cannot stand most pop but their is one i like,What is that
"well i like some of her songs, ",i don't like how over the top she is.,comparison,but,mid,"well i like some of her songs, but i don't like how over the top she is.",What do you mean?
"i don't know that i'm a fan, ",i do like some of her songs.,comparison,but,mid,"i don't know that i'm a fan, but i do like some of her songs.",So are you a Lady Gaga fan?
"not yet, ",i'm hoping to soon.,comparison,but,mid,"not yet, but i'm hoping to soon.",Cool. Have you seen her in concert?
diana ross is number ,she the eighties up!,contingency,because,mid,diana ross is number because she the eighties up!,Name the top five Pop Divas of all time.
it's ok... i don' t love all of her songs ,there have been a few i really like,comparison,but,mid,it's ok... i don' t love all of her songs but there have been a few i really like,DO you like her music?
yeah the kermit dolls were something ,the meat was too much.,comparison,but,mid,yeah the kermit dolls were something but the meat was too much.,I love her outfits too.
"i first heard ""perfect illusion"" on this show she played a role in called american horror story.",never considered buying the full album.,comparison,but,begin,"i first heard ""perfect illusion"" on this show she played a role in called american horror story. but never considered buying the full album.","Oh yes I loved those singles ""Perfect Illusion"" and ""Million Reasons"""
"there's a beautiful ballad type song, ""million reasons.""",i do admit it's not quite up to the level of her older music.,comparison,but,begin,"there's a beautiful ballad type song, ""million reasons."" but i do admit it's not quite up to the level of her older music.",Are there any standout tracks?
i didn't like her old music ,i like her new music.,comparison,but,mid,i didn't like her old music but i like her new music.,What do you think of Lady Gaga's music?
yes a lot of the focus was on the sound rather than her voice ,that was good about it.,comparison,but,mid,yes a lot of the focus was on the sound rather than her voice but that was good about it.,It was just way to poppy for me.
i like the cure ,it sounds amazing!,contingency,because,mid,i like the cure because it sounds amazing!,"Yes, I have and I really like it."
i like that song ,she plays the piano while she sings.,contingency,because,mid,i like that song because she plays the piano while she sings.,My favorite Lady Gaga song is Speechless.
she mostly just gushes ,she gets to have drinks with gaga,comparison,but,mid,she mostly just gushes but she gets to have drinks with gaga,Really? What does she say?
