arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"it's not but it is the most difficult, and that tradition in discipline ",theories led to the emergence of the american popular music which is the most dominant musical form in the history of mankind,expansion,and,mid,"no. it's not but it is the most difficult, and that tradition in discipline and theories led to the emergence of the american popular music which is the most dominant musical form in the history of mankind",The Western art music isn't the most dominant.
"i think he is good, ",i still think that john mayer is much better.,comparison,but,mid,"i think he is good, but i still think that john mayer is much better.",I love him! Shape of You is my favorite song of 2017.
i would contend that john mayer's faster tempo songs like no such thing ,his slower songs like daughters are superior to your mentioned ed sheeran songs.,expansion,or,mid,i would contend that john mayer's faster tempo songs like no such thing or his slower songs like daughters are superior to your mentioned ed sheeran songs.,"Really? Ed Sheeran is a way better lyricist. Whether it be his more faster tempo songs like Don't or his slower songs like Thinking Out Loud, they are all beautifully written."
"it does sound like a response to don't now that i think about it, ",it's very possible.,contingency,so,mid,"i've never heard that rumor before. it does sound like a response to don't now that i think about it, so it's very possible.",That song was fun. Did you believe the rumor that the song was about Ed Sheeran?
yeah now you have to really like the entire album ,making a purchase otherwise its not worth it-- to pay all that money just for one song!,temporal,before,mid,yeah now you have to really like the entire album before making a purchase otherwise its not worth it-- to pay all that money just for one song!,Yeah I heard Itunes has really changed.
yeah i used to like their music very much ,it's been a long time since i've listened to them.,comparison,but,mid,yeah i used to like their music very much but it's been a long time since i've listened to them. are they still around?,Do you remember that band The Cure?
they're still touring ,they haven't made any new music recently.,comparison,but,mid,they're still touring but they haven't made any new music recently. they just play their old stuff.,Yeah I used to like their music very much but it's been a long time since I've listened to them. Are they still around?
some might say it sounds a little dated today ,i don't think so.,comparison,but,mid,some might say it sounds a little dated today but i don't think so. the heavy use of keyboards was very 80's but it's still a wonderful atmospheric album.,I really liked the album Disintegration. Every song on that album was excellent.
the heavy use of keyboards was very 80's ,it's still a wonderful atmospheric album.,comparison,but,mid,some might say it sounds a little dated today but i don't think so. the heavy use of keyboards was very 80's but it's still a wonderful atmospheric album.,I really liked the album Disintegration. Every song on that album was excellent.
people focused a lot on his looks and hairstyles ,he wrote so many amazing songs.,comparison,but,mid,robert smith was a really underrated songwriter i think. people focused a lot on his looks and hairstyles but he wrote so many amazing songs.,"They really had a unique and distinctive sound about them. Nobody sounded like them and to this day, they're still pretty unique."
i know they often get labeled as a goth band and there are definite goth elements to their music ,i think label is a little insulting to be honest.,comparison,but,mid,i know they often get labeled as a goth band and there are definite goth elements to their music but i think label is a little insulting to be honest.,"What genre would you classify The Cure into. New Wave, rock, goth, pop?"
i think that label mainly comes from their image more so than their music.,i you can't deny that a lot of their sounds are depressing or about darker subject matter.,comparison,although,begin,i think that label mainly comes from their image more so than their music. although i you can't deny that a lot of their sounds are depressing or about darker subject matter.,I know they often get labeled as a goth band and there are definite goth elements to their music but I think label is a little insulting to be honest.
the albums disintegration and faith were pretty moody and dark ,then you have more upbeat albums like wish and kiss me kiss me kiss me.,comparison,but,mid,some more than others. the albums disintegration and faith were pretty moody and dark but then you have more upbeat albums like wish and kiss me kiss me kiss me.,I think that label mainly comes from their image more so than their music. Although I you can't deny that a lot of their sounds are depressing or about darker subject matter.
they're a lot older these days ,still sound great live from what i've seen.,comparison,but,mid,they're a lot older these days but still sound great live from what i've seen.,Yes and it was amazing. They played for over three hours and sounded so good!
they sound great ,robert smith is getting a little too old to have that same hairstyle.,comparison,but,mid,they sound great but robert smith is getting a little too old to have that same hairstyle.,They're a lot older these days but still sound great live from what I've seen.
do you have any bands that you secretly love ,are afraid to admit?,comparison,but,mid,do you have any bands that you secretly love but are afraid to admit?,Me too. I'm going to have to find out when they will be coming to my city or a city near me.
one haha - ,they're not together any longer.,comparison,but,mid,one haha - but they're not together any longer.,Do you have any bands that you secretly love but are afraid to admit?
"not really, they had a few songs near the end that were released in the us ",the group broke up before they made their big push into the us,comparison,but,mid,"not really, they had a few songs near the end that were released in the us but the group broke up before they made their big push into the us",Did they ever break into the US market?
"not really, they had a few songs near the end that were released in the us but the group broke up ",they made their big push into the us,temporal,before,mid,"not really, they had a few songs near the end that were released in the us but the group broke up before they made their big push into the us",Did they ever break into the US market?
"there were three women in the group, ",the group changed out singers quite a bit.,comparison,but,mid,"there were three women in the group, but the group changed out singers quite a bit.",Interesting - was it a big group?
its a bummer ,their original stuff was great.,contingency,because,mid,its a bummer because their original stuff was great.,Fame changes music
yeah one of my faves ,the whole sound of change album was rad.,comparison,but,mid,yeah one of my faves but the whole sound of change album was rad.,I started listening to themafter hearing that love song on the rado
jay had no choice ,to join forces with nas after that one.,comparison,but,mid,of course. jay had no choice but to join forces with nas after that one.,You like Ether? When Nas dissed Jay?
Jay had no choice but to join forces with Nas after that one.,jay got way more music than nas.,comparison,but,begin,but jay got way more music than nas. i like that whole reasonable doubt album.,Of course. Jay had no choice but to join forces with Nas after that one.
plenty of young bulls would listen to that ,they went out on route.,temporal,before,mid,you're crazy. remember onyx with throw your gunz? plenty of young bulls would listen to that before they went out on route.,Fool you crazy. Ain't no music have nobody out doing stickups.
"in february of 2017, ",it is pretty new.,contingency,so,mid,"in february of 2017, so it is pretty new.",When was the song released?
"right, like i know they're super influential and great, ",when i hunker down and listen to a record i don't connect.,comparison,but,mid,"right, like i know they're super influential and great, but when i hunker down and listen to a record i don't connect.",Oh my god! Same!
"yeah, well, i talk to a lot of music nerds ",over the years i've gotten a ton of flack for not liking them.,expansion,and,mid,"yeah, well, i talk to a lot of music nerds and over the years i've gotten a ton of flack for not liking them.",That rings a bell.
"i love the flaming lips, ",i get your point.,comparison,but,mid,"i love the flaming lips, but i get your point.","Exactly. The Flaming Lips too, there's something too campy about them for me."
"my favorite is flume, ",there are so many good ones!,comparison,but,mid,"my favorite is flume, but there are so many good ones!",Whats your favorite song by them?
"right now hes getting into a lot of different sound effects, ",his voice is like an angel.,comparison,but,mid,"right now hes getting into a lot of different sound effects, but his voice is like an angel.","I love Midwestern style music, What is his sound like?"
i haven't heard of that festival ,i love wilco!,comparison,but,mid,i haven't heard of that festival but i love wilco!,Hes had his 3rd year of the Eaux Claire music festival. Its awesome they have a lot of indie rock bands like Wilco that come.
i prefer marconi union because they incorporate jazz instrumentals into their music ,eno is great too.,comparison,but,mid,i prefer marconi union because they incorporate jazz instrumentals into their music but eno is great too.,"Should I listen to both, or just one?"
i prefer marconi union ,they incorporate jazz instrumentals into their music but eno is great too.,contingency,because,mid,i prefer marconi union because they incorporate jazz instrumentals into their music but eno is great too.,"Should I listen to both, or just one?"
"he's more of a neoclassical composer, ",their music together is more like classical music.,contingency,so,mid,"he's more of a neoclassical composer, so their music together is more like classical music.",What does he play?
"yeah, that's true.",it's different when you're doing it at a party.,comparison,but,begin,"yeah, that's true.  but it's different when you're doing it at a party.",Haven't you played the Just Dance games on the game systems? They're full of good dance songs.
"sort of, ",it's more nuanced than that.,comparison,but,mid,"sort of, but it's more nuanced than that.",Are you making an economic argument. That when there is an unlimited supply you might value each product less.
"yeah, sure, ",how is that relevant.,comparison,but,mid,"yeah, sure, but how is that relevant.","I think that back in the day, when the costs to getting an album were higher, it was a different experience."
"that experience certainly is still possible, i recently did it with pinegrove's latest album, ",it's a conscious decision to do so rather than being built in.,comparison,but,mid,"that experience certainly is still possible, i recently did it with pinegrove's latest album, but it's a conscious decision to do so rather than being built in.",I miss growing with an album and an album growing with me.
"we have facebook, ",it hasn't supplanted our need to see each other in person.,comparison,but,mid,"yeah, but it's not the same as human connection. we have facebook, but it hasn't supplanted our need to see each other in person.",You can do all of that online now though!
"i know, i'm feeling nostalgic for cds right now, ",i also don't wanna give up my access to the majority of everything ever recorded being at my fingertips.,comparison,but,mid,"i know, i'm feeling nostalgic for cds right now, but i also don't wanna give up my access to the majority of everything ever recorded being at my fingertips.","Yeah, that's lost these days. You only really see it at shows."
no i like them a lot.,the last few albums they put out were not quite my taste.,comparison,but,begin,no i like them a lot. but the last few albums they put out were not quite my taste.,"I thought you were a big fan of theirs, am I wrong?"
"yes, i haven't thought about them for years ",i remember sylvia's mother playing at the swimming pool all of the time.,comparison,but,mid,"yes, i haven't thought about them for years but i remember sylvia's mother playing at the swimming pool all of the time.",Was you a fan of Dr. Hook and the Medicine Show in the 1980's?
that's funny ,i was thinking about it too.,contingency,because,mid,that's funny because i was thinking about it too. it is weird how that happens.,Now I have that cover of the rolling stones song in my head now.
"not all of them went out like that, ","you're right, a bunch of those dudes went out way too early.",comparison,but,mid,"not all of them went out like that, but you're right, a bunch of those dudes went out way too early.",Why did all the best rock bands of the '70's have to end with some type of tragic demise?
that makes it slightly easier ,i need second.,comparison,but,mid,that makes it slightly easier but i need second.,How about top 3?
he was at the country 500 ,i was out of town at a wedding.,comparison,but,mid,"no, i always seem the miss the shows when he is local to me. he was at the country 500 but i was out of town at a wedding.",Have you ever heard him play on stage?
"my first concert was some sort of christian show with my youth group, ",my first real experience was seeing alan jackson at the delaware state fair.,comparison,but,mid,"my first concert was some sort of christian show with my youth group, but my first real experience was seeing alan jackson at the delaware state fair.",Do you remember your first concert? I barely remember mine.
she was in greenville a while back ,"again, i couldn't go.",comparison,but,mid,"i also remember seeing shania twain. she was in greenville a while back but again, i couldn't go.",I remember seeing Alan with my parents too!
"it was back when he first produced barefoot bluejean night, ",its been a few years.,contingency,so,mid,"i managed to score tickets to the sc state fair and was able to meet jake owen before he was popular. it was back when he first produced barefoot bluejean night, so its been a few years.","I also remember seeing Shania Twain. She was in Greenville a while back but again, I couldn't go."
"well, maybe not.",there's evidence that there will be.,comparison,but,begin,"well, maybe not. but there's evidence that there will be.","Oh, really? So there might not be a new album?"
"i don't know for sure, ",i'm excited by the prospect.,comparison,but,mid,"i don't know for sure, but i'm excited by the prospect.",That doesn't sound good. I wonder if they actually will come out with a new album.
"you were born half-asleep, ",that doesn't tell me much.,contingency,so,mid,"you were born half-asleep, so that doesn't tell me much.",I'm tired just listening to you talk about her.
i've never heard of twiztid ,if they're anything like icp i don't want to hear them.,comparison,but,mid,"well, to me it's offensive.  i've never heard of twiztid but if they're anything like icp i don't want to hear them.","I've been listening to them for years.  It's supposed to be funny, not offensive."
"i've been feeling a little nostalgic lately, ",i've been listening to a lot of singer-song writer stuff that kind of reminds me of home.,contingency,so,mid,"i've been feeling a little nostalgic lately, so i've been listening to a lot of singer-song writer stuff that kind of reminds me of home.",What have you been listening to lately?
"oh i like that kind of music, ",i don't listen to much of it!,comparison,but,mid,"oh i like that kind of music, but i don't listen to much of it! can you suggest some artists?","I've been feeling a little nostalgic lately, so I've been listening to a lot of singer-song writer stuff that kind of reminds me of home."
"i've heard of bon iver, ",not sufjan stevens.,comparison,but,mid,"i've heard of bon iver, but not sufjan stevens.",Of course! I really like Sufjan Stevens and Bon Iver.
"i like the band soy un caballo - their name is in spanish, ","i think they're from belgium, and they sing in french.",comparison,but,mid,"i like the band soy un caballo - their name is in spanish, but i think they're from belgium, and they sing in french.","Yeah, I don't mind! What do you suggest?"
i really not a huge fan of that type of prague rock ,i like that album.,comparison,but,mid,i really not a huge fan of that type of prague rock but i like that album.,I like those two as well. The Raven is definitely up there at the top.
that was probably a way out in left field kind of question ,i was looking through our music we have saved on the computer and i saw those two groups.,comparison,but,mid,that was probably a way out in left field kind of question but i was looking through our music we have saved on the computer and i saw those two groups.,I really not a huge fan of that type of prague rock but I like that album.
they sound familiar ,their music  eludes me at the moment.,comparison,but,mid,they sound familiar but their music  eludes me at the moment.,Sometimes I want to  listen to a bunch of old stuff like Seals and Crofts.
"i know i'd like to remove some of the lyrics, ",that's just me.,comparison,but,mid,"what were you trying to adjust in the song? i know i'd like to remove some of the lyrics, but that's just me.","Right. And when I tried to adjust ""Norwegian Wood"" by the Beatles ... oh, my gosh it was bad."
did you know that he is not only pop ,he come us in soul and the blues.,comparison,but,mid,did you know that he is not only pop but he come us in soul and the blues.,He is from England.
"yes, but in other regions, it wasn't developed as a part of musical traditions, ",as a part of defense mechanism during the human evolution.,comparison,but,mid,"yes, but in other regions, it wasn't developed as a part of musical traditions, but as a part of defense mechanism during the human evolution.",But Other regions of the world also have polyphony.
I don't know why.,orpheus is a musical genius according to the myth.,contingency,because,begin,because orpheus is a musical genius according to the myth. .,Some stuff the legend of Orpheus. I don't know why.
"not too well-known, ",one of my top 10.,comparison,but,mid,"he's a rapper. not too well-known, but one of my top 10.","No, who is that?"
"well, i haven't heard of him, ",maybe i heard a song of his.,comparison,but,mid,"well, i haven't heard of him, but maybe i heard a song of his. what are his best?","He's a rapper. Not too well-known, but one of my top 10."
"he put out a couple albums and mixtapes, ",i don't think his goal was mainstream.,comparison,but,mid,"kind of. he put out a couple albums and mixtapes, but i don't think his goal was mainstream.","Oh, a Youtube rapper."
"it might be sacrilegious to not pick an album that is blues heavy, ","the post-punk album ""marquee moon"" by television is the best.",comparison,but,mid,"it might be sacrilegious to not pick an album that is blues heavy, but the post-punk album ""marquee moon"" by television is the best.",What do you think is the best guitar rock album?
"i won't put down their looks too much, ",it suffices to say they don't look like showy rock stars.,comparison,but,mid,"i won't put down their looks too much, but it suffices to say they don't look like showy rock stars.","For sure, on the album cover for Marquee Moon they look emaciated and awkward."
"i'm thinking of the strokes, for sure, ",their influence is generally all over alternative rock.,comparison,but,mid,"i'm thinking of the strokes, for sure, but their influence is generally all over alternative rock.","Yeah, their influence crops up everywhere."
"i like kodak black, mostly, ",i do like old stuff from 2011 like lil wayne.,comparison,but,mid,"i like kodak black, mostly, but i do like old stuff from 2011 like lil wayne.",What's you're favorite rapper?
"that's what i thought, that is a good song, ",it's over played.,comparison,but,mid,"that's what i thought, that is a good song, but it's over played.","I've heard that Tunnel Vision song, it's pretty good."
"i like prince and michael jackson, haven't listened to them a whole lot, ",it's impossible not to know who they are.,comparison,but,mid,"i like prince and michael jackson, haven't listened to them a whole lot, but it's impossible not to know who they are.","As for the older stuff, I like Prince, Michael Jackson, The Cure... and I like AFI as far as rock music goes."
"i've never heard of that song by prince, ",everyone has heard of thriller.,comparison,but,mid,"i've never heard of that song by prince, but everyone has heard of thriller.",I like Pop Life by Prince and Thriller by Michael Jackson. It's hard to narrow it down to a few specifics though.
"i know, it almost makes me not want to like it because it's so mainstream, ",i can't help it.,comparison,but,mid,"i know, it almost makes me not want to like it because it's so mainstream, but i can't help it.","I've never heard of that song by Prince, but everyone has heard of Thriller."
"i know, it almost makes me not want to like it ","it's so mainstream, but i can't help it.",contingency,because,mid,"i know, it almost makes me not want to like it because it's so mainstream, but i can't help it.","I've never heard of that song by Prince, but everyone has heard of Thriller."
yeah that one is good ,the radios have kinda played it out.,comparison,but,mid,yeah that one is good but the radios have kinda played it out.,"Yeah, all his are great.  I'm still jamming that Somewhere On a Beach song."
"i don't know, ",it was one of the first i heard.,comparison,but,mid,"i don't know, but it was one of the first i heard.","Yeah, me too.  Wasn't that one of his first?"
i have been in a country mood ,i got blake shelton going.,contingency,so,mid,i have been in a country mood so i got blake shelton going.,What are you listening to?
i kinda doubt it ,he's getting a little old.,contingency,because,mid,i kinda doubt it because he's getting a little old.,That's a good question.  I haven't heard anything either.
"well that's a little harsh, ",yeah he has been around quite a long time.,comparison,but,mid,"well that's a little harsh, but yeah he has been around quite a long time.",I kinda doubt it because he's getting a little old.
"yeah, i'm not really into country ",she really wants me to go with her for her birthday.,comparison,but,mid,"yeah, i'm not really into country but she really wants me to go with her for her birthday. and i do like some country stuff.",They are country right?
"oh i love that one, ",i don't think that's them.,comparison,but,mid,"oh i love that one, but i don't think that's them. i think that's little big town.","Do they sing ""Pontoon'?"
"some of their stuff has a country sound to it i guess, ",maybe i do like more country than i think.,contingency,so,mid,"some of their stuff has a country sound to it i guess, so maybe i do like more country than i think.","Yeah, they have a lot of good ones."
me too.,i still don't like a alot of country.,comparison,but,begin,me too. but i still don't like a alot of country.,"Haha, exactly. I want more upbeat stuff."
that one's so good.,my favorite is shape of you.,comparison,but,begin,that one's so good. but my favorite is shape of you.,I love the one that sounds like an Irish jig. It's called Nancy Mulligan.
Shape of you and Don't got really popular.,so did his slower love songs like photograph and thinking out loud.,comparison,but,begin,but so did his slower love songs like photograph and thinking out loud.,Yeah. Shape of you and Don't got really popular.
yeah but you know dre took all that over.,he hooked up with suge and death row.,temporal,before,begin,yeah but you know dre took all that over. before he hooked up with suge and death row.,NWA took it to another level. That Straight out of Compton put the west coast on the map.
They dropped California Love and everybody lost their minds.,what about the original chronic album?,comparison,but,begin,but what about the original chronic album?,I know right. They dropped California Love and everybody lost their minds.
i used to ,i dont really like that kind of music nowwhat type to you like,comparison,but,mid,i used to but i dont really like that kind of music nowwhat type to you like,"I dont know Beatles, Black Sabbath, Led Zepplin"
i still like classic music ,not really rock so much,comparison,but,mid,i still like classic music but not really rock so much,I used to but I dont really like that kind of music nowWHAT TYPE TO YOU LIKE
"i have heard sleep on, ",not the other two.,comparison,but,mid,"i have heard sleep on, but not the other two.","I love Oh, Atlanta, Broadway, and Sleep On."
there pretty good ,i also like allman brothers.,comparison,but,mid,there pretty good but i also like allman brothers.,The lynard skinner band
there was a lot of good music back then.,i think that music today has its merits.,comparison,although,begin,there was a lot of good music back then. although i think that music today has its merits.,They wrote that song towards neil young southern men. He is name checked in that song.
i know they are ,sometimes i am just in the mood for different things.,comparison,but,mid,i know they are but sometimes i am just in the mood for different things.,Wow! Those two types of music are so drastically different from one another.
i like rap ,don't listen to it that much.,comparison,but,mid,i like rap but don't listen to it that much.,I love to dance to hip-hop. What about rap?
i don't know one heavy metal bad ,i never listen to it.,contingency,because,mid,me too. i don't know one heavy metal bad because i never listen to it.,Oh me too. I think I hate heavy metal music more than any other genre.
i know of the band metallica ,i never listen to them.,comparison,but,mid,i know of the band metallica but i never listen to them.,Me too. I don't know one heavy metal bad because I never listen to it.
she is an indie artist from canada.,she is polish.,comparison,but,begin,oh? she is great! she is an indie artist from canada. but she is polish.,I have never heard of her.
they are a toned down version of an artists work ,they sing it in the npr office.,contingency,because,mid,they are a toned down version of an artists work because they sing it in the npr office.,I have never listened to those either. What are they?
"yeah, i'd say it's less lyrical ",the beats are much better,comparison,but,mid,"yeah, i'd say it's less lyrical but the beats are much better",Is it anything like his past stuff?
"yeah, i think it's better ",that's a great album too,comparison,but,mid,"yeah, i think it's better but that's a great album too","Better than ""To Pimp a Butterfly"""
"i like it much better, ",i also thought cole's album was kinda boring,comparison,but,mid,"i like it much better, but i also thought cole's album was kinda boring",How does it stack up against stuff like J. Cole's newest album?
"if i were to invert that, i woudl take the first c in c, c#, g# triad ",make it an octave higher if i wanted an octave inversion.,expansion,and,mid,"if i were to invert that, i woudl take the first c in c, c#, g# triad and make it an octave higher if i wanted an octave inversion.",Yes.
there are.,note this is atonal music now and the postulate is that the interval; preserving tranformation are allowed.,comparison,but,begin,there are. but note this is atonal music now and the postulate is that the interval; preserving tranformation are allowed.,"Wait,. so there are more than on kind of inversions?"
"you can change the pitch of a note in the harmony, which is the inversion, ",it still perserves the interval.,comparison,but,mid,"you can change the pitch of a note in the harmony, which is the inversion, but it still perserves the interval.",I am so confused
"in pother words, let's say you have a row, ","now you want to start a new row, then you can transform it and then start the new row with any note you would like",expansion,and,mid,"in pother words, let's say you have a row, and now you want to start a new row, then you can transform it and then start the new row with any note you would like",Whoosh again.
yes 80's it is considered the birth of rap ,it became talking with a beat,temporal,before,mid,yes 80's it is considered the birth of rap before it became talking with a beat,wow that is an old one
"vince staples is a pretty good storyteller, ",he's got a ways to come.,comparison,but,mid,"vince staples is a pretty good storyteller, but he's got a ways to come.",You're not being hyperbolic. I don't even know who would come close.
"yeah, you're right vince staples is good, ",i think his newer stuff is veering away from storytelling a bit.,comparison,but,mid,"yeah, you're right vince staples is good, but i think his newer stuff is veering away from storytelling a bit.","Vince Staples is a pretty good storyteller, but he's got a ways to come."
"it feels so true, which of course i don't know if that's the case ",i grew up in a totally different circumstance than kendrick.,contingency,because,mid,"it feels so true, which of course i don't know if that's the case because i grew up in a totally different circumstance than kendrick.","I know, good kid, m.A.A.d. city brings you into Kendrick's mind and out on the streets of Compton."
"same, i also grew up in an affluent middle class suburb, ","i can't help but feel that it's authentic, that's what people who have shared his experience say.",comparison,but,mid,"same, i also grew up in an affluent middle class suburb, but i can't help but feel that it's authentic, that's what people who have shared his experience say.","It feels so true, which of course I don't know if that's the case because I grew up in a totally different circumstance than Kendrick."
"same, i also grew up in an affluent middle class suburb, but i can't help ","feel that it's authentic, that's what people who have shared his experience say.",comparison,but,mid,"same, i also grew up in an affluent middle class suburb, but i can't help but feel that it's authentic, that's what people who have shared his experience say.","It feels so true, which of course I don't know if that's the case because I grew up in a totally different circumstance than Kendrick."
"that's amazing that it's authentic, ",also can connect on such a broad level.,comparison,but,mid,"that's amazing that it's authentic, but also can connect on such a broad level.","Same, I also grew up in an affluent middle class suburb, but I can't help but feel that it's authentic, that's what people who have shared his experience say."
"yeah, kendrick switching voices, getting pitchy, slowing his voice down, sing-speaking, etc., is all risky, ",he pulls it off.,comparison,but,mid,"yeah, kendrick switching voices, getting pitchy, slowing his voice down, sing-speaking, etc., is all risky, but he pulls it off.","Yeah, good kid, maad city is a special album. I love how weird it sounds."
"yeah, it was really a hit.",i was actually thinking about the second movie.,comparison,but,begin,"yeah, it was really a hit. but i was actually thinking about the second movie.",It's cool how they brought all that music back and made people listen to it again.
"...Yeah, I guess it had 70s music in it too.","you had to think about it, right?",comparison,but,begin,"but you had to think about it, right? i wonder why those songs didn't catch on as much as the first mix did.","The second one? ...Yeah, I guess it had 70s music in it too."
"it's so weird, ",it's so fun.,comparison,but,mid,"it's so weird, but it's so fun.","Haha, I love the ""ooga chakas"" at the beginning of that one."
"it was like nostalgia for something most of us never actually experienced, ",we were too young.,contingency,because,mid,"it was like nostalgia for something most of us never actually experienced, because we were too young.","And I think the fun element is what made it work so well. People just wanted to enjoy the film, and the music was part of that."
"i used to, ",this new stuff sucks!,comparison,but,mid,"i used to, but this new stuff sucks!",Do you like rap or hip hop?
well if t-pain uses a little bit it's okay ,there's a point where its too much,comparison,but,mid,well if t-pain uses a little bit it's okay but there's a point where its too much,Autotune isnt a bad thing though!
