arg1,arg2,relation,connective,type,original_utt,original_utt_prev
"i thought ""the force awakens"" was a return to form, ",may even be the second or third best of the films.,expansion,and,mid,"i thought ""the force awakens"" was a return to form, and may even be the second or third best of the films.","It shares many of the bad tendencies of the prequels: cuteness, too much (bad) dialogue, fuzzy action."
"you may not have known this, ",luke skywalker originally had a different name.,comparison,but,mid,"you may not have known this, but luke skywalker originally had a different name.",Sorry!  I didn't know!
they originally thought the name sounded cool ,that's why they went with.,contingency,so,mid,they originally thought the name sounded cool so that's why they went with.,Starkiller?  I don't get why they thought that would be a good idea.
"i know, ","it just makes me feel like i am there, or that i am really immersed in that world.",comparison,but,mid,"i know, but it just makes me feel like i am there, or that i am really immersed in that world.","Oh, that's kind of a silly reason."
"well thats a very expected answer, ",mine is obi wan kinobi.,comparison,but,mid,"well thats a very expected answer, but mine is obi wan kinobi.","Luke Skywalker, who's isnt?"
"that is true about how we often in life have a hard time, ",using knowledge helps us figure out what to do.,comparison,but,mid,"that is true about how we often in life have a hard time, but using knowledge helps us figure out what to do. yoda was pretty smart.","""In a dark place we find ourselves, and a little more knowledge lights our way."""
"i never thought i would see him in the star wars universe, ",i guess anything is possible now.,comparison,but,mid,"i never thought i would see him in the star wars universe, but i guess anything is possible now.",That should be good. Woody Harrelson is in it too.
"i think yoda would win, ",after a long right,comparison,but,mid,"i think yoda would win, but after a long right",I'd love to see that! I dont know who would win
vader is stronger ,yoda is more agile,comparison,but,mid,vader is stronger but yoda is more agile,Why do you say that?
it's best ,we get to see luke being trained,contingency,because,mid,it's best because we get to see luke being trained,What about that one is best?
i think it's ,jedi are so in tune with the force that their corporeal selves become a part of it when they die.,contingency,because,mid,i think it's because jedi are so in tune with the force that their corporeal selves become a part of it when they die.,Why do regular people leave behind corpses when the corpses of Jedi vanish?
obi wan kenobi ,he's a very interesting character and i'd like to see him as a child and as he was training under gui gon.,contingency,because,mid,obi wan kenobi because he's a very interesting character and i'd like to see him as a child and as he was training under gui gon.,"If they made a backstory movie on any character, who would you want it to be on?"
i can't believe the star wars movies didn't follow a sequence ,went backwards in time.,comparison,but,mid,i can't believe the star wars movies didn't follow a sequence but went backwards in time.,"Oh, cool, I'll check it out"
yes i don't know when that one came out ,i was old enough to see it in theaters.,comparison,but,mid,yes i don't know when that one came out but i was old enough to see it in theaters.,That's the third one right?
i haven't watched the trailer ,it's on my schedule.,comparison,but,mid,i haven't watched the trailer but it's on my schedule.,"Sure, I'm excited.  I love Star Wars"
That one was good.,", everyone isn't going to die at the end of this one!",comparison,but,begin,"but, everyone isn't going to die at the end of this one!",That's true. That one was good.
"they're alright, i guess.",i've only seen the force awakens and not rogue one.,comparison,although,begin,"they're alright, i guess. although i've only seen the force awakens and not rogue one.",How do you feel about the new Star Wars movies?
"yea, i was kind of skeptical at first, ",i really enjoyed his performance.,comparison,but,mid,"yea, i was kind of skeptical at first, but i really enjoyed his performance.",I felt like that actor did a good job though of playing that part.
"yeah, i didn't care much for that.",he did some impressive things.,comparison,but,begin,"yeah, i didn't care much for that.  but he did some impressive things.",I just think throwing tantrums is beyond a bad guy in Star Wars.
"agreed, rogue one was handling a cast of unknowns ",it was easy to win people over.,contingency,so,mid,"agreed, rogue one was handling a cast of unknowns so it was easy to win people over.","Me too, he's a very beloved character, it might be tough to do it justice."
"yeah, we've already seen a young han solo in the original trilogy ",it's going to be weird to see somebody that isn't harrison ford.,contingency,so,mid,"yeah, we've already seen a young han solo in the original trilogy so it's going to be weird to see somebody that isn't harrison ford.","Agreed, Rogue One was handling a cast of unknowns so it was easy to win people over."
"yes, i am not a big star wars fan ",i thought it was really good.,comparison,but,mid,"yes, i am not a big star wars fan but i thought it was really good.",Have you seen the new Star Wars movie The Force Awakens?
i don't know - ,i cannot wait to find out.,comparison,but,mid,i don't know - but i cannot wait to find out.,What do you think is going to happen in the next movie?
"yes it did, the original three were the best storie lines, ",the recent ones have been very good also.,comparison,although,mid,"yes it did, the original three were the best storie lines, although the recent ones have been very good also.","I would have to agree, return if the Jedi had a little bit of everything."
"that’s hopeful, ",i could see it happening.,comparison,but,mid,"that’s hopeful, but i could see it happening. they are trying to be original with the new movies.",I have a feeling he will come back somehow.
"i was suprised by that, i read the book so i knew it was going to happen ",i hoped that they would change it.,comparison,but,mid,"i was suprised by that, i read the book so i knew it was going to happen but i hoped that they would change it.","Yes, like them both dieting at the end of rogue one."
"i see your point, ",i'm not sure he had much of a choice....,comparison,but,mid,"i see your point, but i'm not sure he had much of a choice....","True, but turn tail and run?"
there were a couple.,", there was way more digital stuff",comparison,but,begin,"there were a couple. but, there was way more digital stuff",It was advertised as having a lot of puppets and I cannot remember any notable ones
"i think her performance was adequate, ",the rest was pretty forgettable.,comparison,but,mid,"i think her performance was adequate, but the rest was pretty forgettable.",natalie portman did a good job
that's one of the things missing from the good old days ,"the sixties, people don't stay married to the same person forever anymore.",temporal,before,mid,"that's one of the things missing from the good old days before the sixties, people don't stay married to the same person forever anymore.","Unfortunately, Marcia and George divorced in 1983, and he later married a younger business woman in 2013."
"for me, it's empire strikes back, ",when i was a kid the wait to see what happened next was so long and exciting!,contingency,because,mid,"for me, it's empire strikes back, because when i was a kid the wait to see what happened next was so long and exciting!",Which Star Wars movie do you like the most?
He's funny.,rey seems like she's the main character.,comparison,but,begin,but rey seems like she's the main character.,Finn is much more entertaining. He's funny.
"oh, you do not think it is just ",it is newer?,contingency,because,mid,"oh, you do not think it is just because it is newer?",Well I think Natalie Portman as Padme Amidala has her bested.
"yes, she is cute too ",not like senator amidala.,comparison,but,mid,"yes, she is cute too but not like senator amidala.",You did not like Rey in The Force Awakens?
"it's my favorite, ",you can pick the bowcaster if you want.,comparison,but,mid,"it's my favorite, but you can pick the bowcaster if you want.","Oh, yeah, I guess the lightsaber is really the coolest."
it was better than episode i ,still a bit behind the other movies.,comparison,but,mid,it was better than episode i but still a bit behind the other movies.,I'm a little so so on it.  What about you?
"he was made a general, ",only after they treated him so badly,comparison,but,mid,"he was made a general, but only after they treated him so badly",He didn't do anything to deserve the way they treated him
i liked them ,i hear they are not popular.,comparison,but,mid,i liked them but i hear they are not popular.,What did you think of the prequels?
it's not as good as the first three ,definitely worth renting.,comparison,but,mid,it's not as good as the first three but definitely worth renting.,"Oh, I see. I was thinking of renting it from redbox this weekend."
"I mean, he is Darth Vader.",i thought it was the death of padame and the thought of loosing his kids that drove him over the edge.,comparison,but,begin,but i thought it was the death of padame and the thought of loosing his kids that drove him over the edge.,"Well, you don't obviously.   I mean, he is Darth Vader."
"i'm happy the dude got some work, ",jar jar is such an embarrassment.,comparison,but,mid,"i'm happy the dude got some work, but jar jar is such an embarrassment. the unmistakable resemblance to a stereotyped shuffling black servant is just deplorable.","I suppose you're right there. I don't know anyone who liked Jar Jar, other than the actor who voiced him."
"of course not, ",that summarizes what is wrong with the prequel trilogy.,comparison,but,mid,"of course not, but that summarizes what is wrong with the prequel trilogy. from the imperial chinese sounding bad aliens to the horribly childish and petulant characterization of anakin, it's all about what lucas didn't realize.","You don't think Lucas did that on purpose, do you?"
"they were complacent, i guess, ",they just came off as blind.,comparison,but,mid,"they were complacent, i guess, but they just came off as blind.",Why were the Jedi so foolish in that movie?
"i love the force awakens, ",it left me with so many questions?,comparison,but,mid,"i love the force awakens, but it left me with so many questions?","They were complacent, I guess, but they just came off as blind."
"well, leia did act like she knew who he was, ",that theory makes sense.,contingency,so,mid,"well, leia did act like she knew who he was, so that theory makes sense.","Well, maybe a Jedi gone bad."
"that is difficult to say, ",they did hire ron howard.,comparison,although,mid,"that is difficult to say, although they did hire ron howard.",I wonder if the new Han Solo movie will be good?
"pretty average, ",the weak point of the franchise.,comparison,but,mid,"as a movie?  pretty average, but the weak point of the franchise.",What did you think of The Phantom Menace?
"no, not really.","again, at least we got darth maul.",comparison,but,begin,"no, not really.  but again, at least we got darth maul.","I know, it didn't fit with the original movies very well."
i thought it was a decent movie ,i expected more out of it.,comparison,although,mid,i thought it was a decent movie although i expected more out of it.,What did you think about Rogue One.
"i can see why his part was important, ",why did they make him so annoying?,comparison,but,mid,"i can see why his part was important, but why did they make him so annoying?",Why in the world did they add him as a character?
the fact that both where told from the lowliest of charter ie c3po ,r2d2 and in the hidden fortress it was told from the perspective of two pessants,expansion,and,mid,yes i have heard that. the fact that both where told from the lowliest of charter ie c3po and r2d2 and in the hidden fortress it was told from the perspective of two pessants,Wasn't the first star wars based on the Akari Kurusowa film the hidden fortress.
the fact that both where told from the lowliest of charter ie c3po and r2d2 ,in the hidden fortress it was told from the perspective of two pessants,expansion,and,mid,yes i have heard that. the fact that both where told from the lowliest of charter ie c3po and r2d2 and in the hidden fortress it was told from the perspective of two pessants,Wasn't the first star wars based on the Akari Kurusowa film the hidden fortress.
well the force awakens was awesome and it continued the story form the original trilogy ,rouge one was an amazing back story.,comparison,but,mid,well the force awakens was awesome and it continued the story form the original trilogy but rouge one was an amazing back story.,Which one did you like more?
"i haven't seen the last one, ",i would be lost.,contingency,so,mid,"i haven't seen the last one, so i would be lost.",Why not?
"i always thought carrie fisher was beautiful, ",i really loved seeing her blossom as the original trilogy progressed.,comparison,but,mid,"i always thought carrie fisher was beautiful, but i really loved seeing her blossom as the original trilogy progressed.","Oh, that is pretty cool. I'll go watch it then."
"the double bun is iconic and distinctive, ",the braids wound around her head were a lot more attractive.,comparison,but,mid,"of course she had better hair after star wars, ha. the double bun is iconic and distinctive, but the braids wound around her head were a lot more attractive.","Yes, she had a young fresh beauty - and a lot of sass, of course - in Star Wars, and then she just got better."
"well sure, she looked amazing in that.",even the workday uniform she wore on the ewok planet was really nice.,comparison,but,begin,"well sure, she looked amazing in that. but even the workday uniform she wore on the ewok planet was really nice. and the scenes with her long, long hair all loose, just beautiful.",Are you talking about the slave outfit Leia wore when she was with Jabba the Hutt?
"i'm so sorry she's gone, ",it's great that we have these films to remember her by.,comparison,but,mid,"i'm so sorry she's gone, but it's great that we have these films to remember her by.","Well sure, she looked amazing in that. But even the workday uniform she wore on the Ewok planet was really nice. And the scenes with her long, long hair all loose, just beautiful."
"the other movies focus on a specific group of heroes - like han, luke, and leia.",rogue one focused on ordinary people.,comparison,but,begin,"the other movies focus on a specific group of heroes - like han, luke, and leia. but rogue one focused on ordinary people.",How was it different?
i can see how some people look at the special effects.,the writing was awesome in the originals.,comparison,but,begin,i can see how some people look at the special effects.  but the writing was awesome in the originals.,"Yeah, the prequels just didn't have the same feel."
"yeah, i guess the idea got dumped ",they didn't think he'd be scary enough.,contingency,because,mid,"yeah, i guess the idea got dumped because they didn't think he'd be scary enough.",I just can't even picture that.
"i really don't see how you can think chewbacca is tough, ",ewoks are teddy bears.,comparison,but,mid,"i really don't see how you can think chewbacca is tough, but ewoks are teddy bears.",Chewie would hurt you for even suggesting that.
he doesn't say much ,gets the job done.,comparison,but,mid,i really like chewy.  he doesn't say much but gets the job done.,Who's your favorite character?
"i'd have purple, ",it's my favorite color.,contingency,because,mid,"i'd have purple, because it's my favorite color.",What color lightsaber would you have?
"he did some incredibly bad things, ",he also had terrible things happen to him.,comparison,but,mid,"he did some incredibly bad things, but he also had terrible things happen to him. i don't think he's entirely bad, but he's definitely done things too horrible to forgive.",Do you think Darth Vader is entirely bad?
"i don't think he's entirely bad, ",he's definitely done things too horrible to forgive.,comparison,but,mid,"he did some incredibly bad things, but he also had terrible things happen to him. i don't think he's entirely bad, but he's definitely done things too horrible to forgive.",Do you think Darth Vader is entirely bad?
in the phantom menace ,", they did it all in cgi.",expansion,for instance,mid,"it shows. in the phantom menace for instance, they did it all in cgi.",That was J J Abrams' work. He really likes practical effects.
"not in the original three, ",i think there are some in force awakens.,comparison,but,mid,"not in the original three, but i think there are some in force awakens.",No lady storm troopers?
"they were okay, ",they did not belong in star wars,comparison,but,mid,"they were okay, but they did not belong in star wars",I did not like the Ewoks.
"he's definitely a big fan favorite, and it's funny if you think about it ",he doesn't say much.,contingency,because,mid,"he's definitely a big fan favorite, and it's funny if you think about it because he doesn't say much. if they're planning on it again that's great news!",I heard it's back in on again! I'm excited about it. Boba Fett has been one of my favorite characters in the Star Wars universe.
"yes, originally he was in empire strikes back and return of the jedi ","on the remastered star wars, lucas brought him in.",comparison,but,mid,"yes, originally he was in empire strikes back and return of the jedi but on the remastered star wars, lucas brought him in.","That makes a lot of sense, since Boba Fett was really a branch or character that was connected to Han Solo's background."
"yea, that ship is old, ",it packs a punch!,comparison,but,mid,"yea, that ship is old, but it packs a punch!",Yea with the millenium Falcon!
"yea it was pretty good, ",the new one is better in my opinion.,comparison,but,mid,"yea it was pretty good, but the new one is better in my opinion.",Yea but it had the best fight scenes.
yeah me too.,at least we get to see him more in this movie.,comparison,but,begin,yeah me too. but at least we get to see him more in this movie.,I really like Luke and since we lost Han it may make me cry.
"yeah, some of the books say it happened because the emperor was full of dark side energy and all, ",that when someone like that dies the energy explodes outward.,contingency,so,mid,"yeah, some of the books say it happened because the emperor was full of dark side energy and all, so that when someone like that dies the energy explodes outward.",Really?
"yeah, some of the books say it happened ","the emperor was full of dark side energy and all, so that when someone like that dies the energy explodes outward.",contingency,because,mid,"yeah, some of the books say it happened because the emperor was full of dark side energy and all, so that when someone like that dies the energy explodes outward.",Really?
"yeah, some of the books say it happened because the emperor was full of dark side energy ","all, so that when someone like that dies the energy explodes outward.",expansion,and,mid,"yeah, some of the books say it happened because the emperor was full of dark side energy and all, so that when someone like that dies the energy explodes outward.",Really?
"yeah, true, that's one confusing aspect.",you know what i always thought?,comparison,but,begin,"yeah, true, that's one confusing aspect.  but you know what i always thought?","Weird, don't remember that happening when Darth Maul was killed.  Or Count Dooku for that matter..."
i figured the explosion ,his body hit some kind of  energy reactor.,contingency,because,mid,"i figured the explosion because his body hit some kind of  energy reactor.   after all, the explosion is the same blue color as reactor thing down at the very bottom of the shaft.",What's that?
i figured the explosion because his body hit some kind of  energy reactor.,"all, the explosion is the same blue color as reactor thing down at the very bottom of the shaft.",temporal,after,begin,"i figured the explosion because his body hit some kind of  energy reactor.   after all, the explosion is the same blue color as reactor thing down at the very bottom of the shaft.",What's that?
"huh, that theory makes me sense to me than the whole dark side thing.",", then again, the color is also the same as the force lightning the emperor was torturing luke with..",comparison,but,begin,"huh, that theory makes me sense to me than the whole dark side thing. but, then again, the color is also the same as the force lightning the emperor was torturing luke with..","I figured the explosion because his body hit some kind of  energy reactor.   After all, the explosion is the same blue color as reactor thing down at the very bottom of the shaft."
There's so much going on!,i'm not engaged.,comparison,but,begin,"but i'm not engaged. the girl is cute and spunky, of course, but this is not my star wars, i'm not emotionally involved.",Is it boring for you? There's so much going on!
"the girl is cute and spunky, of course, ","this is not my star wars, i'm not emotionally involved.",comparison,but,mid,"but i'm not engaged. the girl is cute and spunky, of course, but this is not my star wars, i'm not emotionally involved.",Is it boring for you? There's so much going on!
"those weren't bad, ",they just weren't like the originals.,comparison,but,mid,"those weren't bad, but they just weren't like the originals. i know that most people prefer ""empire,"" but i'll always be a big fan of ""return of the jedi.""",There weren't a lot of politics and superfluous stories like in episodes I-III.
"i know that most people prefer ""empire,"" ","i'll always be a big fan of ""return of the jedi.""",comparison,but,mid,"those weren't bad, but they just weren't like the originals. i know that most people prefer ""empire,"" but i'll always be a big fan of ""return of the jedi.""",There weren't a lot of politics and superfluous stories like in episodes I-III.
"i'm an ""empire"" guy myself, ","""rotj"" did have some great moments.",comparison,but,mid,"i see you're point. i'm an ""empire"" guy myself, but ""rotj"" did have some great moments.",I love the final battle scene outside of Endor and I think that the final confrontation between Luke and Vader is really dramatic and meaningful.
i dont think hes crucial to the story ,it was a good side piece.,comparison,but,mid,i dont think hes crucial to the story but it was a good side piece.,So what is your quick answer?
i think its science fiction ,you have to take liberties.,contingency,so,mid,i think its science fiction so you have to take liberties.,I just think its somewhat contrived now.
but luke is also a human ,he would die earlier,contingency,so,mid,but luke is also a human so he would die earlier,just a brilliant but super old jedi
"oh yeah, ",han took care of him later.,comparison,but,mid,"oh yeah, but han took care of him later.",It was the scene where they were at the shield generator door
well they are like 90% fur ,i would think that soap would be somewhat useless.,contingency,so,mid,well they are like 90% fur so i would think that soap would be somewhat useless.,"Do you think they use soap and shampoo to bathe, or just shampoo?"
i'd say so ,"i bet their skin is sensitive so it would be like aloe vera based, very gentle and soothing soap.",comparison,but,mid,"i'd say so but i bet their skin is sensitive so it would be like aloe vera based, very gentle and soothing soap.","Exactly, they would need soap don't you think?"
i'd say so but i bet their skin is sensitive ,"it would be like aloe vera based, very gentle and soothing soap.",contingency,so,mid,"i'd say so but i bet their skin is sensitive so it would be like aloe vera based, very gentle and soothing soap.","Exactly, they would need soap don't you think?"
"kind of nerd, ",ultimately turned into a pretty bad a** dude.,comparison,but,mid,"kind of nerd, but ultimately turned into a pretty bad a** dude.",What are your thoughts on Luke Skywalker?
i like yoda ,i thought he was the strongest.,contingency,because,mid,i like yoda because i thought he was the strongest.,Luke Skywalker of course.  He is the hero and the strongest.
He wanted to escape it.,didn't he grow up with them?,comparison,but,begin,but didn't he grow up with them? why was he the only one who objected?,Because of the atrocities he'd witnessed. He wanted to escape it.
Finn isn't an evil person.,he turned on everyone he knew.,comparison,but,begin,but he turned on everyone he knew. he killed people he used to serve with.,Why? Finn isn't an evil person.
he's burying how he feels ,there's work to do.,contingency,because,mid,perhaps he's just stoic. he's burying how he feels because there's work to do.,That doesn't make it emotionally easy.
rogue one was great ,more of an interest piece.,comparison,but,mid,plus is is part of the main story.  rogue one was great but more of an interest piece.,As you should.  It was awesome and had the reveal about Vader being Luke's father.
Everything was bad for the Rebellion after Empire.,they turned it around in the next movie.,comparison,but,begin,but they turned it around in the next movie.,At least for a while.  Everything was bad for the Rebellion after Empire.
"yeah, only ",luke finished his training.,contingency,because,mid,"yeah, only because luke finished his training.",But they turned it around in the next movie.
i think i would want to see the rise and fall of anakin ,i watched the stories of his children.,temporal,before,mid,yeah.  i think i would want to see the rise and fall of anakin before i watched the stories of his children.,Really?  Interesting.
"no, not anymore ",you can get it on xfinity.,comparison,but,mid,"no, not anymore but you can get it on xfinity.",I haven't yet is it still in theaters?
"i agree, ",it makes me sad they are out of lucas's hands.,comparison,but,mid,"i agree, but it makes me sad they are out of lucas's hands.",I think DISNEY has done a great job on the newest ones.
it is a little sad ,he was the creator and mastermind of this world and now being run by someone else.,contingency,because,mid,it is a little sad because he was the creator and mastermind of this world and now being run by someone else.,"I agree, but it makes me sad they are out of lucas's hands."
"the series did fine, of course - ",the original is a classic!,comparison,but,mid,"the series did fine, of course - but the original is a classic!",The series never improved since then?
i think darth maul is cool and pretty great ,nothing compares to vader.,comparison,but,mid,i think darth maul is cool and pretty great but nothing compares to vader.,I suppose that is true.
he is more of a figure head with great powers ,vader is the stronger weapon.,comparison,but,mid,he is more of a figure head with great powers but vader is the stronger weapon.,What about the emperor?
is that really why or is it ,he chokes people with the force?,contingency,because,mid,is that really why or is it because he chokes people with the force?,Because he represents the ultimate character - from good to evil and back to good!
